species	gene_id	gene_name	genetype	chromosome	start	end	gene_length_bp	strand	hk_status	hk_source	source_file
homo_sapiens	ENSG00000136521	NDUFB5	protein_coding	3	179604690	179627647	22958	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114491	UMPS	protein_coding	3	124730433	124749273	18841	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144847	IGSF11	protein_coding	3	118900557	119146068	245512	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144843	ADPRH	protein_coding	3	119579268	119590165	10898	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114654	EFCC1	protein_coding	3	129001304	129040742	39439	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000154310	TNIK	protein_coding	3	171058414	171460408	401995	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000240682	ISY1	protein_coding	3	129127415	129161349	33935	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144747	TMF1	protein_coding	3	69019827	69052339	32513	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163412	EIF4E3	protein_coding	3	71675414	71754773	79360	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000182923	CEP63	protein_coding	3	134485699	134587789	102091	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000174891	RSRC1	protein_coding	3	158105675	158545734	440060	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000184500	PROS1	protein_coding	3	93873046	93980003	106958	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000078081	LAMP3	protein_coding	3	183122200	183163839	41640	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000075711	DLG1	protein_coding	3	197042560	197299330	256771	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163762	TM4SF18	protein_coding	3	149318498	149334414	15917	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000185909	KLHDC8B	protein_coding	3	49171239	49176487	5249	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114573	ATP6V1A	protein_coding	3	113746770	113812056	65287	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000179564	LSMEM2	protein_coding	3	50279030	50288116	9087	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000176095	IP6K1	protein_coding	3	49724294	49786546	62253	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168374	ARF4	protein_coding	3	57571363	57598220	26858	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000214706	IFRD2	protein_coding	3	50287732	50292918	5187	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000076242	MLH1	protein_coding	3	36993226	37050896	57671	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164077	MON1A	protein_coding	3	49907160	49930173	23014	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164050	PLXNB1	protein_coding	3	48403849	48430499	26651	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144455	SUMF1	protein_coding	3	3700814	4467273	766460	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144677	CTDSPL	protein_coding	3	37861880	37984469	122590	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144824	PHLDB2	protein_coding	3	111732403	111976837	244435	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000010319	SEMA3G	protein_coding	3	52433035	52445103	12069	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000041880	PARP3	protein_coding	3	51942252	51948871	6620	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000170876	TMEM43	protein_coding	3	14125015	14143681	18667	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196653	ZNF502	protein_coding	3	44712640	44723831	11192	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000145194	ECE2	protein_coding	3	184275531	184293031	17501	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144659	SLC25A38	protein_coding	3	39383347	39397351	14005	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164054	SHISA5	protein_coding	3	48467798	48504826	37029	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163380	LMOD3	protein_coding	3	69106065	69123032	16968	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000157036	EXOG	protein_coding	3	38496127	38542161	46035	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163932	PRKCD	protein_coding	3	53156009	53192717	36709	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144712	CAND2	protein_coding	3	12796472	12834818	38347	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163608	NEPRO	protein_coding	3	113002444	113019861	17418	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000173890	GPR160	protein_coding	3	170037451	170089944	52494	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000121577	POPDC2	protein_coding	3	119636457	119665324	28868	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000145012	LPP	protein_coding	3	188152994	188890671	737678	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000158186	MRAS	protein_coding	3	138347648	138405534	57887	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187288	CIDEC	protein_coding	3	9866710	9880256	13547	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000188001	TPRG1	protein_coding	3	188947214	189325304	378091	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164053	ATRIP	protein_coding	3	48446710	48467645	20936	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000183624	HMCES	protein_coding	3	129278441	129306189	27749	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000151576	QTRT2	protein_coding	3	114005833	114088542	82710	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000155903	RASA2	protein_coding	3	141486967	141615345	128379	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000145191	EIF2B5	protein_coding	3	184135038	184146127	11090	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000072858	SIDT1	protein_coding	3	113532400	113629714	97315	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000118849	RARRES1	protein_coding	3	158696892	158732798	35907	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114113	RBP2	protein_coding	3	139452884	139480767	27884	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000073803	MAP3K13	protein_coding	3	185282941	185489094	206154	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000198471	RTP2	protein_coding	3	187698259	187702656	4398	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000181458	TMEM45A	protein_coding	3	100492219	100579281	87063	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000178038	ALS2CL	protein_coding	3	46668994	46694071	25078	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000017260	ATP2C1	protein_coding	3	130850511	131016712	166202	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000169814	BTD	protein_coding	3	15601341	15722311	120971	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000154175	ABI3BP	protein_coding	3	100749155	100993515	244361	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187094	CCK	protein_coding	3	42257823	42266185	8363	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164076	CAMKV	protein_coding	3	49857214	49869935	12722	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000010256	UQCRC1	protein_coding	3	48599002	48610976	11975	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000158092	NCK1	protein_coding	3	136862177	136951606	89430	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114698	PLSCR4	protein_coding	3	146192335	146251179	58845	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000018408	WWTR1	protein_coding	3	149517235	149736714	219480	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000178700	DHFR2	protein_coding	3	94047836	94063389	15554	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000131389	SLC6A6	protein_coding	3	14402565	14489349	86785	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163827	LRRC2	protein_coding	3	46515385	46607097	91713	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000169714	CNBP	protein_coding	3	129167818	129184008	16191	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000134077	THUMPD3	protein_coding	3	9362967	9386791	23825	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000198643	FAM3D	protein_coding	3	58633941	58666877	32937	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000241186	CRIPTO	protein_coding	3	46573633	46584684	11052	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163618	CADPS	protein_coding	3	62398346	62875563	477218	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000152642	GPD1L	protein_coding	3	32105689	32168715	63027	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000152492	CCDC50	protein_coding	3	191329085	191398659	69575	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168038	ULK4	protein_coding	3	41246599	41962130	715532	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000127241	MASP1	protein_coding	3	187217282	187291980	74699	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000172340	SUCLG2	protein_coding	3	67360460	67654624	294165	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000153266	FEZF2	protein_coding	3	62369681	62374473	4793	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000181555	SETD2	protein_coding	3	47016428	47164113	147686	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000090097	PCBP4	protein_coding	3	51957448	51974016	16569	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163703	CRELD1	protein_coding	3	9933793	9945413	11621	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000248487	ABHD14A	protein_coding	3	51971426	51981197	9772	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144895	EIF2A	protein_coding	3	150546678	150586016	39339	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114631	PODXL2	protein_coding	3	127629143	127672810	43668	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163520	FBLN2	protein_coding	3	13549073	13638422	89350	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000121578	B4GALT4	protein_coding	3	119211628	119240952	29325	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000160796	NBEAL2	protein_coding	3	46979666	47009707	30042	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000093167	LRRFIP2	protein_coding	3	37052626	37183689	131064	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000003756	RBM5	protein_coding	3	50088919	50119021	30103	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144647	POMGNT2	protein_coding	3	43079229	43106085	26857	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000181322	NME9	protein_coding	3	138261437	138331354	69918	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000055955	ITIH4	protein_coding	3	52812918	52831069	18152	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144909	OSBPL11	protein_coding	3	125528858	125595592	66735	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000154813	DPH3	protein_coding	3	16257061	16264982	7922	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000154814	OXNAD1	protein_coding	3	16265160	16350299	85140	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163904	SENP2	protein_coding	3	185582496	185633551	51056	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163898	LIPH	protein_coding	3	185506262	185552617	46356	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000189058	APOD	protein_coding	3	195568705	195584033	15329	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163781	TOPBP1	protein_coding	3	133598175	133662380	64206	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000011376	LARS2	protein_coding	3	45388527	45554726	166200	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000175093	SPSB4	protein_coding	3	141050744	141148613	97870	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000243989	ACY1	protein_coding	3	51983047	51989205	6159	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144674	GOLGA4	protein_coding	3	37243184	37366879	123696	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114423	CBLB	protein_coding	3	105655461	105869552	214092	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114812	VIPR1	protein_coding	3	42489299	42537688	48390	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000157388	CACNA1D	protein_coding	3	53328963	53813733	484771	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114054	PCCB	protein_coding	3	136250314	136337896	87583	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168314	MOBP	protein_coding	3	39467172	39529479	62308	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000073711	PPP2R3A	protein_coding	3	135965655	136147894	182240	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144635	DYNC1LI1	protein_coding	3	32525974	32570900	44927	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163788	SNRK	protein_coding	3	43286510	43424764	138255	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000184307	ZDHHC23	protein_coding	3	113947901	113965401	17501	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000183625	CCR3	protein_coding	3	46130890	46266706	135817	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000185621	LMLN	protein_coding	3	197960200	198043720	83521	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196455	PIK3R4	protein_coding	3	130678934	130746829	67896	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000156990	RPUSD3	protein_coding	3	9837802	9844602	6801	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000058063	ATP11B	protein_coding	3	182793472	182923011	129540	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000186446	ZNF501	protein_coding	3	44729593	44737936	8344	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000244607	CCDC13	protein_coding	3	42705756	42773253	67498	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144792	ZNF660	protein_coding	3	44578223	44599694	21472	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000068028	RASSF1	protein_coding	3	50329782	50340980	11199	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000169704	GP9	protein_coding	3	129060779	129062435	1657	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000132153	DHX30	protein_coding	3	47802641	47851617	48977	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000051382	PIK3CB	protein_coding	3	138652336	138834957	182622	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000154822	PLCL2	protein_coding	3	16802651	17090604	287954	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000172765	TMCC1	protein_coding	3	129647792	129893778	245987	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000121879	PIK3CA	protein_coding	3	179148114	179240093	91980	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164051	CCDC51	protein_coding	3	48432164	48440456	8293	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000113924	HGD	protein_coding	3	120628165	120682385	54221	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
