gene_id	present_in_unfiltered_biomart	chromosomes_or_scaffolds	any_main_chromosome	all_non_main_chromosome	qc_class
ENSG00000227108	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000227191	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000227196	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000227800	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000228131	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000228253	True	MT	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000228325	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000228789	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000228985	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000229769	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000230099	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000231292	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000231475	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000232216	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000232543	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000232869	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000233306	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000233655	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000233732	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000233999	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000236170	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000236597	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000237020	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000237197	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000237235	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000237254	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000237702	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000239571	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000239819	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000239855	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000239862	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000239951	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000239975	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000240041	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000240382	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000240671	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000240864	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000241244	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000241294	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000241351	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000241566	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000241755	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000242076	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000242371	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000242472	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000242534	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000242580	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000242766	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000242887	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000243063	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000243238	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000243264	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000243290	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000243466	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000244116	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000244437	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000244575	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000250036	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000251039	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000251546	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000253188	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000253291	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000253409	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000253534	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000254167	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000255569	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000256553	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000256590	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000259092	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000259261	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000259303	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000259490	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000259680	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000268674	True	KI270713.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000270185	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000270451	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000270467	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000270472	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000270505	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000270550	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000270824	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000270961	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000271130	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000271178	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000271254	True	KI270711.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000271317	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000271336	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000273554	True	KI270728.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000273748	True	GL000219.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000273962	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000274175	True	KI270728.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000274576	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000274752	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000274792	True	KI270727.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000274847	True	GL000194.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000275063	True	KI270726.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000275158	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000275243	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000275249	True	KI270727.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000275743	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000275791	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000275869	True	KI270728.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000276017	True	KI270734.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000276256	True	GL000195.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000276345	True	KI270721.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000276405	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000276557	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000276566	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000276597	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000276699	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000276760	True	KI270727.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000276775	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000276819	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000276953	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000277196	True	KI270734.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000277282	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000277400	True	GL000194.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000277475	True	KI270713.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000277630	True	GL000213.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000277734	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000277836	True	KI270728.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000277856	True	KI270726.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000277880	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000278030	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000278196	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000278263	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000278384	True	GL000218.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000278633	True	KI270731.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000278661	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000278704	True	GL000009.2	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000278817	True	KI270734.1	False	True	present_in_unfiltered_biomart_but_non_main_chromosome
ENSG00000278857	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000279170	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000280411	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000280987	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000281179	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000281958	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000281990	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282089	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282122	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282133	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282173	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282268	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282320	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282420	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282431	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282499	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282520	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282599	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282639	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282651	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282780	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000282939	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000283063	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000283886	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000285938	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000289722	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000289723	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
ENSG00000290183	False	not_present_in_unfiltered_biomart	False	False	absent_from_unfiltered_biomart
