Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_length_bp
ENSG00000277615	112549	130558	HSCHR19LRC_PGF2_CTG3_1	18010
ENSG00000088038	54137710	54155708	19	17999
ENSG00000080802	135361795	135510145	7	148351
ENSG00000198791	17224966	17247726	8	22761
ENSG00000162852	246566338	246668595	1	102258
ENSG00000106603	43608456	43729857	7	121402
ENSG00000183978	42795147	42798704	17	3558
ENSG00000181924	73869846	73876982	11	7137
ENSG00000183513	98598242	98608515	2	10274
ENSG00000168275	234373456	234385080	1	11625
ENSG00000068120	42561467	42566277	17	4811
ENSG00000166685	73193038	73209422	17	16385
ENSG00000135775	230642464	230693985	1	51522
ENSG00000136152	45464898	45536701	13	71804
ENSG00000103051	70480568	70523560	16	42993
ENSG00000168434	23388493	23453207	16	64715
ENSG00000213380	69320140	69339583	16	19444
ENSG00000173163	61888724	62147629	2	258906
ENSG00000145781	116085007	116412762	5	327756
ENSG00000148444	22315980	22320430	10	4451
ENSG00000269897	22316388	22329542	10	13155
ENSG00000170619	144837978	144853736	8	15759
ENSG00000188243	75525214	75549439	13	24226
ENSG00000149600	32702648	32743928	20	41281
ENSG00000110442	36269284	36289449	11	20166
ENSG00000093010	19941371	19969975	22	28605
ENSG00000122218	160288594	160343566	1	54973
ENSG00000129083	14443357	14500027	11	56671
ENSG00000184432	139353942	139389736	3	35795
ENSG00000105669	18899514	18919400	19	19887
ENSG00000181789	129249576	129278065	3	28490
ENSG00000166200	49106068	49155661	15	49594
ENSG00000141030	17246616	17281303	17	34688
ENSG00000138663	83034447	83075818	4	41372
ENSG00000121022	67043079	67083783	8	40705
ENSG00000168090	100088948	100093340	7	4393
ENSG00000111652	6724014	6731875	12	7862
ENSG00000144524	231781671	231809254	2	27584
ENSG00000198612	237085882	237100474	2	14593
ENSG00000111481	54301202	54351848	12	50647
ENSG00000115520	197453493	197475310	2	21818
ENSG00000173085	83261536	83284914	4	23379
ENSG00000167113	128322515	128334072	9	11558
ENSG00000110871	120503279	120534434	12	31156
ENSG00000119723	73949926	73963670	14	13745
ENSG00000110880	108645109	108732563	12	87455
ENSG00000166260	54951902	54968703	17	16802
ENSG00000178449	50112082	50120457	12	8376
ENSG00000014919	99710868	99732160	10	21293
ENSG00000133983	70325081	70416984	14	91904
ENSG00000240230	898778	975549	7	76772
ENSG00000203667	244835616	244845480	1	9865
ENSG00000131143	85798633	85807068	16	8436
ENSG00000291596	572093	574414	HG2275_PATCH	2322
ENSG00000135940	97646062	97648383	2	2322
ENSG00000126267	35648230	35658795	19	10566
ENSG00000164919	99873200	99893759	8	20560
ENSG00000112695	75237675	75250323	6	12649
ENSG00000115944	42333546	42425088	2	91543
ENSG00000127184	86617905	86621246	5	3342
ENSG00000176340	63974620	63976543	11	1924
ENSG00000108582	30378922	30469989	17	91068
ENSG00000214078	35626031	35664956	20	38926
ENSG00000140848	57092549	57148369	16	55821
ENSG00000085719	86514435	86561498	8	47064
ENSG00000080819	98579446	98593707	3	14262
ENSG00000165934	92121512	92172145	14	50634
ENSG00000160917	99438908	99457377	7	18470
ENSG00000111605	69239543	69279829	12	40287
ENSG00000149532	61402641	61430105	11	27465
ENSG00000169372	93677375	93894840	12	217466
ENSG00000113851	3144628	3179727	3	35100
ENSG00000241258	66114604	66154568	7	39965
ENSG00000107175	35732296	35738886	9	6591
ENSG00000137504	85657742	85682908	11	25167
ENSG00000143162	167529117	167553822	1	24706
ENSG00000163703	9933793	9945413	3	11621
ENSG00000119878	46616416	46685037	2	68622
ENSG00000167193	1420689	1463162	17	42474
ENSG00000099942	20917407	20953747	22	36341
ENSG00000088766	6006052	6040053	20	34002
ENSG00000101343	20034368	20056046	20	21679
ENSG00000160741	153947669	153958634	1	10966
ENSG00000121671	45847118	45883248	11	36131
ENSG00000169826	43137831	43185302	10	47472
ENSG00000113712	149492982	149551471	5	58490
ENSG00000180138	37103259	37105664	13	2406
ENSG00000141551	82239023	82273700	17	34678
ENSG00000151292	123512067	123617049	5	104983
ENSG00000254598	11351942	11353250	11	1309
ENSG00000204435	31665227	31670343	6	5117
ENSG00000230700	2913007	2920054	HSCHR6_MHC_DBB_CTG1	7048
ENSG00000224774	2964520	2972830	HSCHR6_MHC_SSTO_CTG1	8311
ENSG00000228875	3142527	3150837	HSCHR6_MHC_COX_CTG1	8311
ENSG00000232960	2970283	2977329	HSCHR6_MHC_MANN_CTG1	7047
ENSG00000224398	3007108	3015418	HSCHR6_MHC_MCF_CTG1	8311
ENSG00000206406	2921060	2929370	HSCHR6_MHC_QBL_CTG1	8311
ENSG00000101439	23626706	23638556	20	11851
ENSG00000160213	43772511	43776579	21	4069
ENSG00000101138	56392371	56406362	20	13992
ENSG00000177613	51695486	51699595	10	4110
ENSG00000159692	1211434	1250333	4	38900
ENSG00000102974	67561831	67639189	16	77359
ENSG00000175215	57819927	57846729	12	26803
ENSG00000044115	138610967	138935039	5	324073
ENSG00000168036	41194741	41260096	3	65356
ENSG00000178585	9848269	9910368	1	62100
ENSG00000132792	37694030	37872129	20	178100
ENSG00000198561	57753243	57819546	11	66304
ENSG00000064601	45890144	45898949	20	8806
ENSG00000117984	1752752	1764573	11	11822
ENSG00000288401	159692	197872	HG2115_PATCH	38181
ENSG00000085733	70398404	70436584	11	38181
ENSG00000174177	88706473	88715396	16	8924
ENSG00000107874	102423242	102432718	10	9477
ENSG00000055130	148697914	148801110	7	103197
ENSG00000108094	35008504	35127006	10	118503
ENSG00000139842	113208193	113267108	13	58916
ENSG00000158290	120505920	120604074	X	98155
ENSG00000166266	108008898	108107781	11	98884
ENSG00000226492	4865167	4867042	HSCHR6_MHC_SSTO_CTG1	1876
ENSG00000112514	33416442	33418381	6	1940
ENSG00000257923	101815904	102283958	7	468055
ENSG00000150316	94962620	94973611	11	10992
ENSG00000163510	179944872	180007297	2	62426
ENSG00000276761	2835753	2860800	HSCHR17_7_CTG4	25048
ENSG00000273559	38800441	38825646	17	25206
ENSG00000154832	50282331	50287857	18	5527
ENSG00000171604	139646375	139683882	5	37508
ENSG00000103018	69398402	69466264	16	67863
ENSG00000167740	4143168	4187310	17	44143
ENSG00000100243	42615730	42720870	22	105141
ENSG00000179091	144095039	144097525	8	2487
ENSG00000288461	3764107	3841375	HG2365_PATCH	77269
ENSG00000280618	746	78058	HSCHR15_1_CTG3	77313
ENSG00000273749	22867052	22981063	15	114012
ENSG00000155016	107931531	107953465	4	21935
ENSG00000180902	241734596	241768816	2	34221
ENSG00000129562	22564902	22589235	14	24334
ENSG00000173402	49468649	49535619	3	66971
ENSG00000164535	6407846	6484190	7	76345
ENSG00000178149	49015488	49022293	3	6806
ENSG00000132676	155687833	155739014	1	51182
ENSG00000117593	173824540	173858808	1	34269
ENSG00000229396	4777674	4777956	HSCHR6_MHC_SSTO_CTG1	283
ENSG00000206206	4562073	4572783	HSCHR6_MHC_DBB_CTG1	10711
ENSG00000227046	4730043	4740754	HSCHR6_MHC_COX_CTG1	10712
ENSG00000231617	4754493	4765202	HSCHR6_MHC_MCF_CTG1	10710
ENSG00000206279	4512987	4523698	HSCHR6_MHC_QBL_CTG1	10712
ENSG00000204209	33318558	33323259	6	4702
ENSG00000071626	1407536	1435687	19	28152
ENSG00000137992	100182222	100249873	1	67652
ENSG00000122741	37800554	37867666	9	67113
ENSG00000284796	415173	426220	HG1_PATCH	11048
ENSG00000100897	24114010	24125614	14	11605
ENSG00000198876	34086384	34127399	9	41016
ENSG00000164934	103414714	103443579	8	28866
ENSG00000139990	69050881	69153179	14	102299
ENSG00000136485	63550222	63594286	17	44065
ENSG00000132716	160215715	160263388	1	47674
ENSG00000172992	45023338	45061131	17	37794
ENSG00000129187	182890060	182917936	4	27877
ENSG00000175203	57529633	57547242	12	17610
ENSG00000137100	34613545	34620523	9	6979
ENSG00000132912	150706840	150759095	5	52256
ENSG00000166847	23641381	23677472	16	36092
ENSG00000104671	30156319	30183639	8	27321
ENSG00000179958	30423615	30430030	16	6416
ENSG00000188215	20854897	20900400	16	45504
ENSG00000109184	51843000	51916839	4	73840
ENSG00000137692	103050686	103092194	11	41509
ENSG00000130311	17309518	17323298	19	13781
ENSG00000167986	61299447	61342596	11	43150
ENSG00000134574	47214457	47239240	11	24784
ENSG00000244038	20651767	20661544	1	9778
ENSG00000198171	3188734	3204700	20	15967
ENSG00000079785	15591178	15634346	2	43169
ENSG00000178105	108665053	108940999	11	275947
ENSG00000100201	38483438	38507660	22	24223
ENSG00000088205	117814673	117832379	2	17707
ENSG00000168872	70346861	70373992	16	27132
ENSG00000157349	70289663	70335305	16	45643
ENSG00000165732	68956135	68985072	10	28938
ENSG00000174243	48829756	48852842	12	23087
ENSG00000273761	1165482	1195807	HSCHR14_7_CTG1	30326
ENSG00000089737	94048287	94081215	14	32929
ENSG00000124228	49219347	49244077	20	24731
ENSG00000237889	2862768	2871733	HSCHR6_MHC_APD_CTG1	8966
ENSG00000235439	2829503	2841732	HSCHR6_MHC_SSTO_CTG1	12230
ENSG00000225073	3007552	3023908	HSCHR6_MHC_COX_CTG1	16357
ENSG00000230624	2777992	2794348	HSCHR6_MHC_DBB_CTG1	16357
ENSG00000225859	2835292	2851631	HSCHR6_MHC_MANN_CTG1	16340
ENSG00000229496	2872162	2888517	HSCHR6_MHC_MCF_CTG1	16356
ENSG00000215425	2786081	2802434	HSCHR6_MHC_QBL_CTG1	16354
ENSG00000198563	31530218	31542451	6	12234
ENSG00000215301	41333348	41364472	X	31125
ENSG00000183258	177511569	177516979	5	5411
ENSG00000198231	63773603	63819429	17	45827
ENSG00000145833	134758771	134831121	5	72351
ENSG00000213782	12813316	12829981	12	16666
ENSG00000105671	18919700	18929189	19	9490
ENSG00000123064	113157173	113185508	12	28336
ENSG00000136271	44565418	44575051	7	9634
ENSG00000118197	200623896	200670049	1	46154
ENSG00000158796	161120973	161133280	1	12308
ENSG00000140995	89948127	89968066	16	19940
ENSG00000143753	224175756	224193441	1	17686
ENSG00000124795	18223860	18265997	6	42138
ENSG00000119522	123379648	123930152	9	550505
ENSG00000174485	65658046	65792293	15	134248
ENSG00000139726	122752824	122771064	12	18241
ENSG00000023697	15911284	16037381	12	126098
ENSG00000136986	123013170	123042406	8	29237
ENSG00000072849	5471254	5486811	17	15558
ENSG00000100418	41598028	41621081	22	23054
ENSG00000182108	10928891	10942468	16	13578
ENSG00000160049	10456522	10472549	1	16028
ENSG00000070413	19036280	19122461	22	86182
ENSG00000128185	20314238	20320080	22	5843
ENSG00000095059	12673411	12681894	19	8484
ENSG00000102796	51767520	51804187	13	36668
ENSG00000109016	21123364	21193265	17	69902
ENSG00000109606	24517441	24584603	4	67163
ENSG00000227222	1988978	2002543	HSCHR6_MHC_APD_CTG1	13566
ENSG00000226171	1953870	1973820	HSCHR6_MHC_SSTO_CTG1	19951
ENSG00000233418	1908942	1928891	HSCHR6_MHC_DBB_CTG1	19950
ENSG00000233561	2132833	2152781	HSCHR6_MHC_COX_CTG1	19949
ENSG00000233049	1963343	1983290	HSCHR6_MHC_MANN_CTG1	19948
ENSG00000231377	1997169	2017114	HSCHR6_MHC_MCF_CTG1	19946
ENSG00000206486	1908201	1928150	HSCHR6_MHC_QBL_CTG1	19950
ENSG00000204560	30653119	30673013	6	19895
ENSG00000067248	55256055	55307707	5	51653
ENSG00000132153	47802641	47851617	3	48977
ENSG00000089876	125836337	125896514	10	60178
ENSG00000005100	5440917	5468982	17	28066
ENSG00000281763	1181	9497	HSCHR3_2_CTG2_1	8317
ENSG00000174953	154272546	154324487	3	51942
ENSG00000140829	72093613	72112912	16	19300
ENSG00000067596	43483865	43610338	17	126474
ENSG00000135829	182839302	182887982	1	48681
ENSG00000184047	122207394	122226062	12	18669
ENSG00000101191	62877738	62937952	20	60215
ENSG00000086189	62347284	62403943	5	56660
ENSG00000083520	72752169	72782096	13	29928
ENSG00000144535	231961245	232344350	2	383106
ENSG00000130826	154762742	154777697	X	14956
ENSG00000091140	107891162	107931730	7	40569
ENSG00000075711	197042560	197299330	3	256771
ENSG00000080845	36306302	36528637	20	222336
ENSG00000119689	74881891	74903966	14	22076
ENSG00000178028	44213427	44220681	1	7255
ENSG00000165506	49625174	49635244	14	10071
ENSG00000069345	46955362	46973704	16	18343
ENSG00000276726	128128	159098	HSCHR16_3_CTG1	30971
ENSG00000103423	4425805	4456775	16	30971
ENSG00000090520	186567403	186585800	3	18398
ENSG00000148719	72332830	72355167	10	22338
ENSG00000128590	108569847	108574850	7	5004
ENSG00000077232	182715607	182794464	2	78858
ENSG00000007923	6634168	6701924	1	67757
ENSG00000135392	55820746	55830824	12	10079
ENSG00000104129	40765161	40807498	15	42338
ENSG00000205981	180983635	180989774	3	6140
ENSG00000105821	103312289	103344830	7	32542
ENSG00000168724	34929548	34958964	5	29417
ENSG00000102580	95677114	95794988	13	117875
ENSG00000110011	64230158	64234286	11	4129
ENSG00000101152	63894641	63936031	20	41391
ENSG00000168259	41976421	42021376	17	44956
ENSG00000126698	28199456	28233032	1	33577
ENSG00000213551	73183362	73247280	10	63919
ENSG00000105612	12875209	12881595	19	6387
ENSG00000213221	136359480	136363744	9	4265
ENSG00000087470	32679200	32745650	12	66451
ENSG00000079805	10717974	10833504	19	115531
ENSG00000101457	45791946	45811427	20	19482
ENSG00000067334	93866284	93879918	1	13635
ENSG00000129932	3490821	3500936	19	10116
ENSG00000175283	128945530	128947603	9	2074
ENSG00000172269	119096025	119108331	11	12307
ENSG00000108963	2030137	2043898	17	13762
ENSG00000132768	43969978	43973373	1	3396
ENSG00000154813	16257061	16264982	3	7922
ENSG00000117543	100989623	101026110	1	36488
ENSG00000000419	50934852	50959140	20	24289
ENSG00000176978	137110540	137118309	9	7770
ENSG00000162961	31867809	32039809	2	172001
ENSG00000117505	93345907	93369493	1	23587
ENSG00000156171	111115884	111140225	1	24342
ENSG00000175550	65919274	65921563	11	2290
ENSG00000108591	18087892	18107979	17	20088
ENSG00000113360	31400494	31533186	5	132693
ENSG00000104047	49621031	49656232	15	35202
ENSG00000291483	431280	449630	HG2052_PATCH	18351
ENSG00000144048	73761782	73780173	2	18392
ENSG00000275932	1729002	1752668	HSCHR17_7_CTG4	23667
ENSG00000276023	37488397	37513517	17	25121
ENSG00000280962	442285	531866	HG1362_PATCH	89582
ENSG00000111266	12473282	12563147	12	89866
ENSG00000112679	291630	351355	6	59726
ENSG00000128951	48331011	48343373	15	12363
ENSG00000161202	184155159	184173614	3	18456
ENSG00000141627	49036387	49461347	18	424961
ENSG00000144635	32525974	32570900	3	44927
ENSG00000264364	58082863	58095542	17	12680
ENSG00000125971	34516379	34540958	20	24580
ENSG00000146425	158636474	158644755	6	8282
ENSG00000205250	67192155	67198918	16	6764
ENSG00000167967	2223440	2235743	16	12304
ENSG00000144597	15427598	15450635	3	23038
ENSG00000129518	34515938	34539721	14	23784
ENSG00000103356	23520754	23557731	16	36978
ENSG00000147654	109539711	109570072	8	30362
ENSG00000117395	43164175	43270936	1	106762
ENSG00000122882	73130155	73169055	10	38901
ENSG00000282853	225094	241513	HG26_PATCH	16420
ENSG00000104823	38815417	38831874	19	16458
ENSG00000093144	127288712	127343609	6	54898
ENSG00000127884	133362472	133373714	10	11243
ENSG00000167969	2239402	2252300	16	12899
ENSG00000198721	4115685	4135597	6	19913
ENSG00000130159	11505927	11530564	19	24638
ENSG00000179151	74630557	74696292	15	65736
ENSG00000038358	67873049	67884516	16	11468
ENSG00000116406	184690237	184754907	1	64671
ENSG00000107223	136862115	136866312	9	4198
ENSG00000074266	86201212	86279807	11	78596
ENSG00000283391	268603	271946	HSCHR2_6_CTG7_2	3344
ENSG00000114942	206159585	206162932	2	3348
ENSG00000124802	8073360	8102573	6	29214
ENSG00000167658	3976044	3985479	19	9436
ENSG00000284869	22577	277765	HSCHR3_9_CTG2_1	255189
ENSG00000132394	128153433	128409356	3	255924
ENSG00000159658	46674659	46719146	1	44488
ENSG00000132294	131904077	132013642	8	109566
ENSG00000108883	44849948	44899626	17	49679
ENSG00000269858	40798996	40808444	19	9449
ENSG00000181090	137618977	137870016	9	251040
ENSG00000149547	125568248	125584690	11	16443
ENSG00000176396	39538707	39540161	19	1455
ENSG00000173812	41688883	41692668	17	3786
ENSG00000175376	65996545	66002472	11	5928
ENSG00000114784	40309707	40312424	3	2718
ENSG00000144895	150546678	150586016	3	39339
ENSG00000086232	6022247	6059231	7	36985
ENSG00000172071	88556741	88691518	2	134778
ENSG00000128829	39934115	40035736	15	101622
ENSG00000119718	75002894	75012366	14	9473
ENSG00000070785	44850522	44986722	1	136201
ENSG00000115211	27363420	27370400	2	6981
ENSG00000145191	184135038	184146127	3	11090
ENSG00000143486	206571292	206612514	1	41223
ENSG00000134001	67360011	67386516	14	26506
ENSG00000125977	34088309	34112279	20	23971
ENSG00000107581	119033670	119080835	10	47166
ENSG00000106263	2354086	2380747	7	26662
ENSG00000100353	36510850	36529245	22	18396
ENSG00000104408	108162787	108443496	8	280710
ENSG00000130811	10115010	10119951	19	4942
ENSG00000147677	116642130	116766925	8	124796
ENSG00000084623	32221077	32245397	1	24321
ENSG00000104131	44537098	44563029	15	25932
ENSG00000282986	28718	46591	HG26_PATCH	17874
ENSG00000178982	38619055	38636959	19	17905
ENSG00000100129	37848868	37889407	22	40540
ENSG00000149100	32583785	32606264	11	22480
ENSG00000161960	7572760	7579006	17	6247
ENSG00000291508	159075	171857	HG2118_PATCH	12783
ENSG00000141543	80134369	80147151	17	12783
ENSG00000135930	232550659	232583644	2	32986
ENSG00000114867	184314490	184335358	3	20869
ENSG00000110321	10797050	10808940	11	11891
ENSG00000075151	20806292	21177285	1	370994
ENSG00000106682	74174231	74197122	7	22892
ENSG00000100664	103333544	103345025	14	11482
ENSG00000288145	65364	70828	HG2087_PATCH	5465
ENSG00000132507	7306944	7312466	17	5523
ENSG00000253626	79512533	79516440	10	3908
ENSG00000158417	99337371	99401326	2	63956
ENSG00000242372	35278906	35284985	20	6080
ENSG00000006744	12991268	13018065	17	26798
ENSG00000066044	7958573	8006062	19	47490
ENSG00000109381	139028112	139177224	4	149113
ENSG00000126767	47631621	47650604	X	18984
ENSG00000158711	205597556	205634520	1	36965
ENSG00000118985	95885098	95961871	5	76774
ENSG00000115459	85354394	85391752	2	37359
ENSG00000066322	43363396	43368075	1	4680
ENSG00000134759	36129444	36180557	18	51114
ENSG00000134014	28089673	28191156	8	101484
ENSG00000109911	31509755	31790324	11	280570
ENSG00000163832	47495640	47513712	3	18073
ENSG00000127463	19215660	19251552	1	35893
ENSG00000161671	50476400	50490871	19	14472
ENSG00000104412	108443601	108489196	8	45596
ENSG00000125037	9962682	10011202	3	48521
ENSG00000128463	34225013	34230161	15	5149
ENSG00000127774	3668812	3669668	17	857
ENSG00000134153	34083980	34101910	15	17931
ENSG00000131148	85771758	85799625	16	27868
ENSG00000285377	439937	442569	HG1_PATCH	2633
ENSG00000100908	24138958	24142023	14	3066
ENSG00000102119	154379244	154381574	X	2331
ENSG00000126749	6970805	6979936	12	9132
ENSG00000167136	128818461	128822676	9	4216
ENSG00000145293	82430589	82461177	4	30589
ENSG00000143420	150600851	150629612	1	28762
ENSG00000197217	23385783	23457716	8	71934
ENSG00000197586	25195693	25228075	20	32383
ENSG00000120533	109334324	109345954	8	11631
ENSG00000120616	32267751	32378798	10	111048
ENSG00000178567	36985043	36993131	3	8089
ENSG00000063245	55675109	55709858	19	34750
ENSG00000132591	28855009	28861067	17	6059
ENSG00000164307	96760810	96808100	5	47291
ENSG00000012061	45407333	45478867	19	71535
ENSG00000104884	45349773	45370918	19	21146
ENSG00000163161	127257285	127294188	2	36904
ENSG00000134899	102845831	102875995	13	30165
ENSG00000087502	29337352	29381189	12	43838
ENSG00000125991	35542024	35557634	20	15611
ENSG00000100632	69380123	69398334	14	18212
ENSG00000117419	44221070	44355267	1	134198
ENSG00000282665	12731	19697	HSCHR8_4_CTG1	6967
ENSG00000104714	614746	738106	8	123361
ENSG00000068912	53787009	53833038	2	46030
ENSG00000023318	99979185	100099052	9	119868
ENSG00000139684	46770748	46799772	13	29025
ENSG00000089048	13714322	13785409	20	71088
ENSG00000120705	138506093	138543239	5	37147
ENSG00000140374	76188555	76311730	15	123176
ENSG00000105379	51345161	51366449	19	21289
ENSG00000139083	11649623	11895386	12	245764
ENSG00000182944	29268009	29300530	22	32522
ENSG00000081177	69191498	69244020	14	52523
ENSG00000090989	55853628	55905096	4	51469
ENSG00000112685	485133	693169	6	208037
ENSG00000180104	442522	471937	5	29416
ENSG00000131558	133253071	134067137	7	814067
ENSG00000182473	76080995	76121576	17	40582
ENSG00000116903	231332753	231337852	1	5100
ENSG00000171311	97428014	97446085	10	18072
ENSG00000171824	11066613	11099898	1	33286
ENSG00000130713	130693721	130707288	9	13568
ENSG00000178896	144078621	144081244	8	2624
ENSG00000075914	44975241	45036066	3	60826
ENSG00000120699	36998816	37025881	13	27066
ENSG00000151348	44095648	44251962	11	156315
ENSG00000012232	28600469	28756561	8	156093
ENSG00000168040	70203295	70207395	11	4101
ENSG00000185104	50437028	50960279	1	523252
ENSG00000113194	176447628	176510075	5	62448
ENSG00000180185	1826967	1840207	16	13241
ENSG00000055147	153990148	154038936	5	48789
ENSG00000197798	126211687	126263051	11	51365
ENSG00000048828	93451685	93566112	9	114428
ENSG00000188938	93431441	93453581	9	22141
ENSG00000275333	17941	143626	HSCHR6_1_CTG5	125686
ENSG00000112584	170290703	170407067	6	116365
ENSG00000035141	70295976	70302067	2	6092
ENSG00000138286	73168119	73244504	10	76386
ENSG00000114023	122384161	122412334	3	28174
ENSG00000152102	131047876	131093487	2	45612
ENSG00000174132	100535338	100586741	5	51404
ENSG00000151327	35045117	35116630	14	71514
ENSG00000123575	104166453	104195902	X	29450
ENSG00000221909	99546300	99559392	7	13093
ENSG00000165669	118297925	118342331	10	44407
ENSG00000116199	179025804	179076567	1	50764
ENSG00000124098	56358974	56368663	20	9690
ENSG00000105058	16185380	16192048	19	6669
ENSG00000071889	154506159	154516882	X	10724
ENSG00000071859	154444103	154450654	X	6552
ENSG00000145945	3849373	3851320	6	1948
ENSG00000137414	17600302	17611719	6	11418
ENSG00000119812	33532744	33599347	2	66604
ENSG00000145982	5261044	5829192	6	568149
ENSG00000179115	12922276	12934037	19	11762
ENSG00000116120	222566899	222656313	2	89415
ENSG00000164896	151076591	151080866	7	4276
ENSG00000118246	206765357	206796189	2	30833
ENSG00000215251	3146519	3159865	20	13347
ENSG00000112787	132489551	132585188	12	95638
ENSG00000107872	102418520	102423142	10	4623
ENSG00000145743	107859035	108382098	5	523064
ENSG00000005812	76992598	77027195	13	34598
ENSG00000112234	98868535	98948006	6	79472
ENSG00000118564	15604381	15681679	4	77299
ENSG00000285442	86034	89979	HG2419_PATCH	3946
ENSG00000182325	144355427	144359376	8	3950
ENSG00000138081	47789316	47906507	2	117192
ENSG00000167196	75903876	75942511	15	38636
ENSG00000143756	224114111	224162047	1	47937
ENSG00000110429	33740939	33774543	11	33605
ENSG00000145868	148383826	148442850	5	59025
ENSG00000291375	50977	156623	HG1343_HG173_HG459_PATCH	105647
ENSG00000037637	16246840	16352487	1	105648
ENSG00000174013	196568611	196589059	3	20449
ENSG00000116663	11664189	11674354	1	10166
ENSG00000100225	32474676	32498831	22	24156
ENSG00000072803	171861548	172006873	5	145326
ENSG00000119402	120751978	120793438	9	41461
ENSG00000107829	101610663	101695295	10	84633
ENSG00000159069	136940435	136944762	9	4328
ENSG00000109670	152320544	152536107	4	215564
ENSG00000119616	74713144	74738620	14	25477
ENSG00000284967	1508591	1552526	HG76_PATCH	43936
ENSG00000079459	11795570	11839500	8	43931
ENSG00000160752	155304786	155320666	1	15881
ENSG00000137714	110429379	110464884	11	35506
ENSG00000066926	57544377	57586761	18	42385
ENSG00000145780	115520908	115544775	5	23868
ENSG00000168496	61792725	61797238	11	4514
ENSG00000171055	36531805	36646087	2	114283
ENSG00000111790	26938401	26966650	12	28250
ENSG00000091483	241497511	241519799	1	22289
ENSG00000172500	65883740	65888531	11	4792
ENSG00000198855	108513710	108525837	12	12128
ENSG00000145216	53377562	53464382	4	86821
ENSG00000214253	101239458	101252316	7	12859
ENSG00000179943	55591371	55606194	19	14824
ENSG00000100442	45115599	45135319	14	19721
ENSG00000105701	18531751	18544264	19	12514
ENSG00000224200	3370071	3371655	HSCHR6_MHC_DBB_CTG1	1585
ENSG00000230907	3567038	3568622	HSCHR6_MHC_COX_CTG1	1585
ENSG00000223666	3470727	3472311	HSCHR6_MHC_MCF_CTG1	1585
ENSG00000204315	32128697	32131070	6	2374
ENSG00000181027	46746046	46776988	19	30943
ENSG00000160688	154983338	154993111	1	9774
ENSG00000154803	17212206	17237203	17	24998
ENSG00000223654	2057212	2060006	HSCHR6_MHC_APD_CTG1	2795
ENSG00000232280	2207446	2222473	HSCHR6_MHC_COX_CTG1	15028
ENSG00000206379	1983559	1998584	HSCHR6_MHC_DBB_CTG1	15026
ENSG00000230143	2028495	2043529	HSCHR6_MHC_SSTO_CTG1	15035
ENSG00000224740	2071784	2085614	HSCHR6_MHC_MCF_CTG1	13831
ENSG00000236271	2037960	2052984	HSCHR6_MHC_MANN_CTG1	15025
ENSG00000206480	1982822	1997843	HSCHR6_MHC_QBL_CTG1	15022
ENSG00000137312	30727709	30743075	6	15367
ENSG00000132589	28879335	28897739	17	18405
ENSG00000102531	48975912	49209779	13	233868
ENSG00000168522	43034194	43085788	8	51595
ENSG00000257365	64986837	65062655	14	75819
ENSG00000141568	82519689	82644662	17	124974
ENSG00000137166	41546363	41602384	6	56022
ENSG00000110074	126269024	126278132	11	9109
ENSG00000136877	127794597	127814494	9	19898
ENSG00000254685	74198238	74234086	1	35849
ENSG00000148690	93667883	93703294	10	35412
ENSG00000140718	53701692	54158512	16	456821
ENSG00000068438	48476021	48486364	X	10344
ENSG00000108592	63819433	63830012	17	10580
ENSG00000162613	77944055	77979527	1	35473
ENSG00000165775	155025980	155060304	X	34325
ENSG00000165060	69035750	69079076	9	43327
ENSG00000122068	197737179	197787596	3	50418
ENSG00000105325	3506277	3538334	19	32058
ENSG00000145907	151770951	151812911	5	41961
ENSG00000291507	126262	144587	HG2118_PATCH	18326
ENSG00000171298	80101533	80119881	17	18349
ENSG00000170296	7240008	7242449	17	2442
ENSG00000034713	75566375	75577881	16	11507
ENSG00000104064	50275389	50355440	15	80052
ENSG00000179271	12953119	12957223	19	4105
ENSG00000156958	49155656	49367869	15	212214
ENSG00000141012	88813733	88856970	16	43238
ENSG00000141429	35580892	35713370	18	132479
ENSG00000143641	230057990	230282128	1	224139
ENSG00000213930	34637367	34651754	9	14388
ENSG00000089597	62624824	62646726	11	21903
ENSG00000165219	125261780	125367207	9	105428
ENSG00000262473	102653	115588	HSCHR21_4_CTG1_1	12936
ENSG00000159131	33503371	33543524	21	40154
ENSG00000167491	19385638	19508932	19	123295
ENSG00000261992	121426	145049	HSCHR1_1_CTG31	23624
ENSG00000143614	153789030	153923360	1	134331
ENSG00000257218	120446444	120463749	12	17306
ENSG00000070610	35736864	35749986	9	13123
ENSG00000107862	102245371	102382899	10	137529
ENSG00000179562	127580628	127593611	7	12984
ENSG00000105607	12891128	12915126	19	23999
ENSG00000001084	53497341	53616970	6	119630
ENSG00000023909	93885199	93909513	1	24315
ENSG00000006007	19501693	19522123	16	20431
ENSG00000057608	5765221	5842132	10	76912
ENSG00000183208	90233471	90245811	15	12341
ENSG00000142252	45075575	45091518	19	15944
ENSG00000046647	13998099	14029928	X	31830
ENSG00000239857	876486	896436	7	19951
ENSG00000291944	50341	53897	HG401_PATCH	3557
ENSG00000127554	1984193	1987749	16	3557
ENSG00000168827	158644516	158695836	3	51321
ENSG00000141098	67674531	67719339	16	44809
ENSG00000006625	30496620	30504850	7	8231
