gene_id	gene_name	gene_length_bp	log10_gene_length_bp	description	HPA_present	max_nTPM_total	number_expressed_tissues	tissue_with_max_expression
ENSG00000205327	OR6C68	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000221931	OR6X1	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000279012	OR51B2	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000185821	OR6C76	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000284723	OR8S1	939	2.97266559226611	NA	TRUE	0.1	0	ovary
ENSG00000205328	OR6C65	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000197887	OR1S2	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000177186	OR2M7	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000177174	OR14C36	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000279263	OR2L8	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000162727	OR2M5	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000182083	OR6B2	939	2.97266559226611	NA	TRUE	0.3	0	retina
ENSG00000262628	OR1D5	939	2.97266559226611	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000284733	OR4F29	939	2.97266559226611	NA	TRUE	0.1	0	testis
ENSG00000284662	OR4F16	939	2.97266559226611	NA	TRUE	0.1	0	testis
ENSG00000196266	OR10J3	940	2.9731278535997	NA	TRUE	0.1	0	retina
ENSG00000197233	OR1J2	942	2.97405090279288	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000239590	OR1J4	942	2.97405090279288	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000124657	OR2B6	942	2.97405090279288	NA	TRUE	0.3	0	prostate; testis
ENSG00000205496	OR51A2	942	2.97405090279288	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000205869	KRTAP5-1	942	2.97405090279288	NA	TRUE	11.1	15	cerebellum
ENSG00000186119	OR5D18	942	2.97405090279288	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000196099	OR6M1	942	2.97405090279288	NA	TRUE	0.5	0	pancreas
ENSG00000175398	OR10P1	942	2.97405090279288	NA	TRUE	0.5	0	heart muscle
ENSG00000183269	OR52E8	942	2.97405090279288	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000188691	OR56A5	942	2.97405090279288	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000183024	OR1G1	942	2.97405090279288	NA	TRUE	0.1	0	testis
ENSG00000225781	OR6V1	942	2.97405090279288	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000276410	H2BC3	943	2.97451169273733	NA	TRUE	0.9	0	testis
ENSG00000241356	OR5G3	944	2.97497199429807	NA	TRUE	0	0	retina
ENSG00000258806	OR11H7	945	2.97543180850926	NA	TRUE	0	0	retina
ENSG00000165202	OR1Q1	945	2.97543180850926	NA	TRUE	1.1	1	retina
ENSG00000179055	OR13D1	945	2.97543180850926	NA	TRUE	0.1	0	testis
ENSG00000186113	OR5D14	945	2.97543180850926	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000279761	OR5D13	945	2.97543180850926	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000225997	OR4A8	945	2.97543180850926	NA	TRUE	0	0	retina
ENSG00000167825	OR5I1	945	2.97543180850926	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000149133	OR5F1	945	2.97543180850926	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000167359	OR51I1	945	2.97543180850926	NA	TRUE	0.1	0	testis
ENSG00000166884	OR4D6	945	2.97543180850926	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000181958	OR4A15	945	2.97543180850926	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000186306	OR10T2	945	2.97543180850926	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000238243	OR2W3	945	2.97543180850926	NA	TRUE	3.1	6	thyroid gland
ENSG00000153230	OR14K1	945	2.97543180850926	NA	TRUE	0.1	0	testis
ENSG00000186136	TAS2R42	945	2.97543180850926	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000237621	OR9A1P	945	2.97543180850926	NA	TRUE	0	0	retina
ENSG00000180042	OR1R1P	945	2.97543180850926	NA	TRUE	1.1	1	testis
ENSG00000197786	OR5B17	946	2.97589113640179	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000176290	OR4K3	947	2.97634997900327	NA	TRUE	0	0	retina
ENSG00000130538	OR11H1	948	2.97680833733807	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000258453	OR11H2	948	2.97680833733807	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000279270	OR52R1	948	2.97680833733807	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000254834	OR5M10	948	2.97680833733807	NA	TRUE	0	0	retina
ENSG00000176742	OR51V1	948	2.97680833733807	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000214642	DEFB113	949	2.97726621242729	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000198854	C1orf68	949	2.97726621242729	NA	TRUE	481.5	1	skin
ENSG00000169385	RNASE2	950	2.97772360528885	NA	TRUE	33.7	31	spleen
ENSG00000165204	OR1K1	951	2.97818051693741	NA	TRUE	0.1	0	testis
ENSG00000172464	OR5AP2	951	2.97818051693741	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000179919	OR10A7	951	2.97818051693741	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000231861	OR5K2	951	2.97818051693741	NA	TRUE	0.6	0	cerebellum
ENSG00000181867	FTMT	952	2.97863694838447	NA	TRUE	48.6	1	testis
ENSG00000197790	OR52M1	954	2.9795483747041	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000172640	OR10AD1	954	2.9795483747041	NA	TRUE	2.3	1	retina
ENSG00000279051	OR6Q1	954	2.9795483747041	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000177489	OR2G2	954	2.9795483747041	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000166363	OR10A5	954	2.9795483747041	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000221910	OR2F2	954	2.9795483747041	NA	TRUE	0.1	0	testis
ENSG00000206422	LRRC30	956	2.9804578922761	NA	TRUE	9.7	1	skeletal muscle
ENSG00000148136	OR13C4	957	2.98091193777684	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000277556	OR13C5	957	2.98091193777684	NA	TRUE	0.2	0	pituitary gland
ENSG00000276119	OR13C2	957	2.98091193777684	NA	TRUE	0.4	0	pituitary gland
ENSG00000136839	OR13C9	957	2.98091193777684	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000171014	OR4D5	957	2.98091193777684	NA	TRUE	0.2	0	pancreas
ENSG00000196539	OR2T3	957	2.98091193777684	NA	TRUE	0.1	0	salivary gland
ENSG00000183310	OR2T34	957	2.98091193777684	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000185899	TAS2R60	957	2.98091193777684	NA	TRUE	0.1	0	liver
ENSG00000221989	OR2A2	957	2.98091193777684	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000243641	OR13C7	959	2.98181860717066	NA	TRUE	0	0	retina
ENSG00000127529	OR7C2	960	2.98227123303957	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000186881	OR13F1	960	2.98227123303957	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000150261	OR8K1	960	2.98227123303957	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000280021	OR51F1	960	2.98227123303957	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000222018	C21orf140	961	2.98272338766855	NA	TRUE	4	24	retina
ENSG00000186943	OR13C8	963	2.98362628712453	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000148215	OR5C1	963	2.98362628712453	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000175602	CCDC85B	963	2.98362628712453	NA	TRUE	367.2	36	hippocampal formation
ENSG00000186803	IFNA10	963	2.98362628712453	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000181109	OR52P1	963	2.98362628712453	NA	TRUE	0	0	retina
ENSG00000204704	OR2W1	963	2.98362628712453	NA	TRUE	0.2	0	testis
ENSG00000196944	OR2T4	963	2.98362628712453	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000175485	OR52W1	963	2.98362628712453	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000169397	RNASE3	964	2.98407703390283	NA	TRUE	9	6	spleen
ENSG00000278870	OR51G1	966	2.98497712641549	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000172938	MRGPRD	966	2.98497712641549	NA	TRUE	0.6	0	colon
ENSG00000196098	OR5K4	966	2.98497712641549	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
