Transcript stable ID	Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENST00000536605	ENSG00000101608	3247481	3256260	18
ENST00000297290	ENSG00000164713	98252379	98310441	7
ENST00000349736	ENSG00000101266	472498	543835	20
ENST00000250498	ENSG00000129562	22564902	22589235	14
ENST00000332290	ENSG00000185127	169702126	169706360	6
ENST00000505658	ENSG00000108848	50719565	50756219	17
ENST00000393227	ENSG00000108848	50719565	50756219	17
ENST00000240304	ENSG00000108848	50719565	50756219	17
ENST00000250495	ENSG00000129559	24216802	24232385	14
ENST00000269143	ENSG00000141385	12328932	12377473	18
ENST00000374050	ENSG00000136888	114587706	114598915	9
ENST00000249209	ENSG00000128463	34225013	34230161	15
ENST00000267750	ENSG00000128463	34225013	34230161	15
ENST00000367188	ENSG00000158615	204396492	204411887	1
ENST00000300026	ENSG00000166794	64155740	64163159	15
ENST00000372853	ENSG00000167118	128371349	128392016	9
ENST00000328434	ENSG00000183978	42795147	42798704	17
ENST00000438704	ENSG00000164104	173331376	173334456	4
ENST00000403825	ENSG00000006652	112422887	112481017	7
ENST00000267202	ENSG00000139722	122865330	122896127	12
ENST00000372950	ENSG00000213551	73183362	73247280	10
ENST00000298299	ENSG00000165512	45000293	45005329	10
ENST00000358227	ENSG00000137038	7796500	7888380	9
ENST00000237500	ENSG00000118680	3261479	3278461	18
ENST00000426431	ENSG00000185591	53380176	53416446	12
ENST00000229633	ENSG00000111911	125956733	125980244	6
ENST00000431388	ENSG00000224877	81239305	81241310	17
ENST00000397977	ENSG00000104613	19817339	19853282	8
ENST00000268711	ENSG00000141026	17476994	17493221	17
ENST00000389879	ENSG00000090061	99481169	99535044	14
ENST00000261866	ENSG00000104133	44554818	44663688	15
ENST00000559511	ENSG00000104133	44554818	44663688	15
ENST00000276689	ENSG00000147684	124539101	124580648	8
ENST00000319074	ENSG00000179933	23094692	23100456	14
ENST00000554203	ENSG00000179933	23094692	23100456	14
ENST00000323345	ENSG00000148303	133348194	133351435	9
ENST00000315731	ENSG00000148303	133348194	133351435	9
ENST00000353704	ENSG00000107175	35732296	35738886	9
ENST00000454497	ENSG00000164164	145110838	145180621	4
ENST00000382762	ENSG00000177951	167784	207399	11
ENST00000259339	ENSG00000136816	129803157	129811281	9
ENST00000307630	ENSG00000170027	76326799	76358991	7
ENST00000316939	ENSG00000179271	12953119	12957223	19
ENST00000259667	ENSG00000137133	35812960	35815354	9
ENST00000303407	ENSG00000169925	134030305	134068555	9
ENST00000262947	ENSG00000074842	4641374	4670365	19
ENST00000371828	ENSG00000124214	49113338	49188417	20
ENST00000360426	ENSG00000124214	49113338	49188417	20
ENST00000425013	ENSG00000011275	5620047	5781696	7
ENST00000379847	ENSG00000165264	32553001	32573184	9
ENST00000254616	ENSG00000132286	6481496	6484683	11
ENST00000395699	ENSG00000146676	44876299	44885530	7
ENST00000361272	ENSG00000198791	17224966	17247726	8
ENST00000372945	ENSG00000182180	73248843	73252693	10
ENST00000262367	ENSG00000005339	3725054	3880713	16
ENST00000369762	ENSG00000071553	154428618	154436517	X
ENST00000369713	ENSG00000148834	104235356	104267461	10
ENST00000221494	ENSG00000104897	2236823	2248672	19
ENST00000254806	ENSG00000132471	75845699	75856507	17
ENST00000355673	ENSG00000166987	57520710	57530148	12
ENST00000278100	ENSG00000107949	125823525	125853695	10
ENST00000299130	ENSG00000107949	125823525	125853695	10
ENST00000249289	ENSG00000128524	128862856	128865847	7
ENST00000252542	ENSG00000130254	5586981	5624046	19
ENST00000307102	ENSG00000169032	66386825	66491656	15
ENST00000566326	ENSG00000169032	66386825	66491656	15
ENST00000582730	ENSG00000136450	58000919	58007346	17
ENST00000251453	ENSG00000105193	39433136	39436131	19
ENST00000601655	ENSG00000105193	39433136	39436131	19
ENST00000301785	ENSG00000214753	62712630	62727561	11
ENST00000358935	ENSG00000198060	92291167	92353964	10
ENST00000371964	ENSG00000148291	133356545	133362215	9
ENST00000262577	ENSG00000014164	143437655	143541455	8
ENST00000451315	ENSG00000225921	13615335	13633912	6
ENST00000322716	ENSG00000178567	36985043	36993131	3
ENST00000439747	ENSG00000082515	154941073	154969411	5
ENST00000372925	ENSG00000127603	39081316	39487177	1
ENST00000360115	ENSG00000127603	39081316	39487177	1
ENST00000296597	ENSG00000164182	60945177	61154531	5
ENST00000590247	ENSG00000105185	32581188	32587453	19
ENST00000419343	ENSG00000105185	32581188	32587453	19
ENST00000239231	ENSG00000120137	168548495	168579600	5
ENST00000395785	ENSG00000147654	109539711	109570072	8
ENST00000572195	ENSG00000262664	2042022	2043425	17
ENST00000596873	ENSG00000142534	49496365	49499708	19
ENST00000270625	ENSG00000142534	49496365	49499708	19
ENST00000599561	ENSG00000142534	49496365	49499708	19
ENST00000332499	ENSG00000186834	45148475	45152099	17
ENST00000353999	ENSG00000106682	74174231	74197122	7
ENST00000292431	ENSG00000160877	13116468	13141147	19
ENST00000579649	ENSG00000130255	5674947	5691881	19
ENST00000347512	ENSG00000130255	5674947	5691881	19
ENST00000579446	ENSG00000130255	5674947	5691881	19
ENST00000394580	ENSG00000130255	5674947	5691881	19
ENST00000393818	ENSG00000068120	42561467	42566277	17
ENST00000399075	ENSG00000164096	119296419	119304445	4
ENST00000347970	ENSG00000184277	101621444	101652391	15
ENST00000296674	ENSG00000186468	82273320	82278414	5
ENST00000512493	ENSG00000186468	82273320	82278414	5
ENST00000510019	ENSG00000186468	82273320	82278414	5
ENST00000507980	ENSG00000186468	82273320	82278414	5
ENST00000375664	ENSG00000095787	28532493	28623112	10
ENST00000354911	ENSG00000095787	28532493	28623112	10
ENST00000347934	ENSG00000095787	28532493	28623112	10
ENST00000267884	ENSG00000140319	40035690	40039181	15
ENST00000558720	ENSG00000140319	40035690	40039181	15
ENST00000393784	ENSG00000113719	172834251	172952792	5
ENST00000219797	ENSG00000103510	31114489	31131393	16
ENST00000216181	ENSG00000100345	36281279	36388010	22
ENST00000230461	ENSG00000112697	75252924	75284948	6
ENST00000297157	ENSG00000164610	33094797	33109405	7
ENST00000313115	ENSG00000177556	151738084	151772532	5
ENST00000331738	ENSG00000111011	122503454	122527100	12
ENST00000450554	ENSG00000063244	55654146	55674716	19
ENST00000308924	ENSG00000063244	55654146	55674716	19
ENST00000374433	ENSG00000169740	43643859	43649367	10
ENST00000586040	ENSG00000175387	47808957	47931569	18
ENST00000389629	ENSG00000137815	41408408	41483563	15
ENST00000377658	ENSG00000162413	6590724	6614607	1
ENST00000311181	ENSG00000174684	66345374	66347638	11
ENST00000375225	ENSG00000127481	19074510	19210266	1
ENST00000413518	ENSG00000142396	58305347	58316812	19
ENST00000248342	ENSG00000178982	38619055	38636959	19
ENST00000253329	ENSG00000131013	149504495	149546092	6
ENST00000274242	ENSG00000145592	40825262	40835269	5
ENST00000508493	ENSG00000145592	40825262	40835269	5
ENST00000296412	ENSG00000197894	99070978	99088801	4
ENST00000488034	ENSG00000112514	33416442	33418381	6
ENST00000374500	ENSG00000112514	33416442	33418381	6
ENST00000607266	ENSG00000112514	33416442	33418381	6
ENST00000440279	ENSG00000112514	33416442	33418381	6
ENST00000358344	ENSG00000197451	178204479	178211183	5
ENST00000355836	ENSG00000197451	178204479	178211183	5
ENST00000361906	ENSG00000198792	38219290	38273805	22
ENST00000037243	ENSG00000034713	75566375	75577881	16
ENST00000369536	ENSG00000146282	87513459	87590028	6
ENST00000374293	ENSG00000242616	111661561	111670473	9
ENST00000339594	ENSG00000009954	73440406	73522293	7
ENST00000404251	ENSG00000009954	73440406	73522293	7
ENST00000316059	ENSG00000186660	58578476	58621550	11
ENST00000248929	ENSG00000100359	40370564	40410289	22
ENST00000371649	ENSG00000107223	136862115	136866312	9
ENST00000224073	ENSG00000107223	136862115	136866312	9
ENST00000371648	ENSG00000107223	136862115	136866312	9
ENST00000255174	ENSG00000132823	44195939	44210872	20
ENST00000304312	ENSG00000169020	672423	674369	4
ENST00000300030	ENSG00000166797	64072114	64094262	15
ENST00000380290	ENSG00000166797	64072114	64094262	15
ENST00000261427	ENSG00000078140	39698109	39782792	4
ENST00000334660	ENSG00000187446	41230824	41281888	15
ENST00000320848	ENSG00000178988	6707693	6709923	4
ENST00000367089	ENSG00000146425	158636474	158644755	6
ENST00000370487	ENSG00000101189	62796473	62801729	20
ENST00000354200	ENSG00000125875	423596	462566	20
ENST00000395958	ENSG00000164924	100916523	100953388	8
ENST00000457309	ENSG00000164924	100916523	100953388	8
ENST00000356286	ENSG00000125826	407498	432139	20
ENST00000439817	ENSG00000198408	101784443	101818620	10
ENST00000361464	ENSG00000198408	101784443	101818620	10
ENST00000217958	ENSG00000101843	108084202	108091619	X
ENST00000325167	ENSG00000176108	80991598	81009517	17
ENST00000296577	ENSG00000164163	145098248	145129524	4
ENST00000569545	ENSG00000149925	30064164	30070457	16
ENST00000563060	ENSG00000149925	30064164	30070457	16
ENST00000563987	ENSG00000149925	30064164	30070457	16
ENST00000395240	ENSG00000149925	30064164	30070457	16
ENST00000565355	ENSG00000149925	30064164	30070457	16
ENST00000261636	ENSG00000120805	101393116	101407772	12
ENST00000311806	ENSG00000172939	38165089	38255484	3
ENST00000342245	ENSG00000166311	6390414	6394998	11
ENST00000340855	ENSG00000010404	149476988	149521096	X
ENST00000311481	ENSG00000174903	66268590	66277492	11
ENST00000305943	ENSG00000168159	228487382	228499899	1
ENST00000379540	ENSG00000086102	33290428	33371872	9
ENST00000318524	ENSG00000086102	33290428	33371872	9
ENST00000331808	ENSG00000182108	10928891	10942468	16
ENST00000355665	ENSG00000083896	68310387	68350098	4
ENST00000579690	ENSG00000083896	68310387	68350098	4
ENST00000358435	ENSG00000196683	22812628	22822849	7
ENST00000421852	ENSG00000163900	185476496	185499057	3
ENST00000297156	ENSG00000164615	134737608	134752705	5
ENST00000514518	ENSG00000164615	134737608	134752705	5
ENST00000244061	ENSG00000124226	49936336	49953892	20
ENST00000311086	ENSG00000145919	173607145	173616659	5
ENST00000219204	ENSG00000102931	57245259	57253635	16
ENST00000219139	ENSG00000125149	67109941	67148544	16
ENST00000552039	ENSG00000219200	7012417	7014532	17
ENST00000356493	ENSG00000165283	35099606	35103195	9
ENST00000340491	ENSG00000080845	36306302	36528637	20
ENST00000304800	ENSG00000168701	67227103	67229278	16
ENST00000256255	ENSG00000133872	30063003	30083208	8
ENST00000395633	ENSG00000099624	1241746	1244825	19
ENST00000422285	ENSG00000131828	19343893	19361718	X
ENST00000379804	ENSG00000131828	19343893	19361718	X
ENST00000380412	ENSG00000169957	30524004	30526821	16
ENST00000562803	ENSG00000169957	30524004	30526821	16
ENST00000374169	ENSG00000148229	113407232	113410723	9
ENST00000356166	ENSG00000156860	30658431	30670810	16
ENST00000287468	ENSG00000156860	30658431	30670810	16
ENST00000357214	ENSG00000116560	35176378	35193446	1
ENST00000341942	ENSG00000188186	100148912	100155944	7
ENST00000222247	ENSG00000105640	17859868	17864153	19
ENST00000319285	ENSG00000179958	30423615	30430030	16
ENST00000322213	ENSG00000072501	53374149	53422728	X
ENST00000260102	ENSG00000137547	54135183	54149588	8
ENST00000287218	ENSG00000156639	37819429	38154624	6
ENST00000373391	ENSG00000156639	37819429	38154624	6
ENST00000260443	ENSG00000137876	55180797	55197076	15
ENST00000315127	ENSG00000179151	74630557	74696292	15
ENST00000261700	ENSG00000087302	51989441	52010694	14
ENST00000309324	ENSG00000174917	5678421	5680516	19
ENST00000446197	ENSG00000100897	24114010	24125614	14
ENST00000339399	ENSG00000136938	97983215	98015943	9
ENST00000436473	ENSG00000147403	154389955	154409168	X
ENST00000369817	ENSG00000147403	154389955	154409168	X
ENST00000458500	ENSG00000147403	154389955	154409168	X
ENST00000406022	ENSG00000147403	154389955	154409168	X
ENST00000294258	ENSG00000162300	65084210	65088398	11
ENST00000281141	ENSG00000151465	12195950	12250595	10
ENST00000259512	ENSG00000136986	123013170	123042406	8
ENST00000283131	ENSG00000153147	143513445	143557486	4
ENST00000296802	ENSG00000164346	74766991	74780113	5
ENST00000371756	ENSG00000130560	135932403	135961387	9
ENST00000407969	ENSG00000168137	9397609	9479240	3
ENST00000373647	ENSG00000011454	122940833	123104869	9
ENST00000393892	ENSG00000173786	41966763	41977740	17
ENST00000429344	ENSG00000105298	3610645	3626815	19
ENST00000368886	ENSG00000095574	122990806	123008826	10
ENST00000222008	ENSG00000105404	41956681	41959370	19
ENST00000449319	ENSG00000176973	65572349	65574198	11
ENST00000530349	ENSG00000176973	65572349	65574198	11
ENST00000281031	ENSG00000151366	78068297	78081871	11
ENST00000525085	ENSG00000151366	78068297	78081871	11
ENST00000528164	ENSG00000151366	78068297	78081871	11
ENST00000453744	ENSG00000109332	102793516	102869287	4
ENST00000394801	ENSG00000109332	102793516	102869287	4
ENST00000394803	ENSG00000109332	102793516	102869287	4
ENST00000343106	ENSG00000109332	102793516	102869287	4
ENST00000422424	ENSG00000166595	66932065	66934423	16
ENST00000288532	ENSG00000110871	120503279	120534434	12
ENST00000514455	ENSG00000204628	181236897	181248096	5
ENST00000509148	ENSG00000204628	181236897	181248096	5
ENST00000376817	ENSG00000204628	181236897	181248096	5
ENST00000507000	ENSG00000204628	181236897	181248096	5
ENST00000170168	ENSG00000079313	1815248	1848493	19
ENST00000373768	ENSG00000119421	122144058	122159779	9
ENST00000298585	ENSG00000165724	137582081	137590512	9
ENST00000054666	ENSG00000049245	7771296	7781432	1
ENST00000302424	ENSG00000171206	102642503	102662789	10
ENST00000303575	ENSG00000170348	75131443	75176652	14
ENST00000456936	ENSG00000134970	115613210	115634830	5
ENST00000507277	ENSG00000119048	134371184	134393959	5
ENST00000265339	ENSG00000119048	134371184	134393959	5
ENST00000250894	ENSG00000138834	1706166	1770351	16
ENST00000592634	ENSG00000174886	5891207	5904006	19
ENST00000308961	ENSG00000174886	5891207	5904006	19
ENST00000283290	ENSG00000144848	112532510	112562046	3
ENST00000361575	ENSG00000198918	119786497	119791662	X
ENST00000261303	ENSG00000100764	90256527	90275429	14
ENST00000255764	ENSG00000133398	6371874	6378571	5
ENST00000399423	ENSG00000092330	24238286	24242663	14
ENST00000274712	ENSG00000146007	140698680	140706686	5
ENST00000448552	ENSG00000168802	69118010	69132588	16
ENST00000306585	ENSG00000286140	69118010	69132588	16
ENST00000218056	ENSG00000101940	48589838	48608869	X
ENST00000376729	ENSG00000101940	48589838	48608869	X
ENST00000263384	ENSG00000105058	16185380	16192048	19
ENST00000576910	ENSG00000108433	46923075	46975524	17
ENST00000393456	ENSG00000108433	46923075	46975524	17
ENST00000298289	ENSG00000165502	49618530	49620649	14
ENST00000251343	ENSG00000100441	24423052	24441843	14
ENST00000303596	ENSG00000168286	67842320	67844195	16
ENST00000375759	ENSG00000065526	15836095	15940456	1
ENST00000415930	ENSG00000105220	34359480	34402413	19
ENST00000588991	ENSG00000105220	34359480	34402413	19
ENST00000356487	ENSG00000105220	34359480	34402413	19
ENST00000299259	ENSG00000166200	49106068	49155661	15
ENST00000217893	ENSG00000273841	69362026	69370026	5
ENST00000245046	ENSG00000125037	9962682	10011202	3
ENST00000470827	ENSG00000125037	9962682	10011202	3
ENST00000311141	ENSG00000100711	103715730	103733669	14
ENST00000326912	ENSG00000178057	49020459	49023495	3
ENST00000326925	ENSG00000178057	49020459	49023495	3
ENST00000247655	ENSG00000127184	86617905	86621246	5
ENST00000542817	ENSG00000169246	21402237	21448567	16
ENST00000382952	ENSG00000159692	1211434	1250333	4
ENST00000503594	ENSG00000159692	1211434	1250333	4
ENST00000367602	ENSG00000116260	180154869	180204030	1
ENST00000367600	ENSG00000116260	180154869	180204030	1
ENST00000443059	ENSG00000116260	180154869	180204030	1
ENST00000300289	ENSG00000167004	43746394	43773279	15
ENST00000556603	ENSG00000100605	92936914	93116458	14
ENST00000378667	ENSG00000164405	132866626	132868847	5
ENST00000378670	ENSG00000164405	132866626	132868847	5
ENST00000302392	ENSG00000169964	44861889	44865670	3
ENST00000225504	ENSG00000213246	58345175	58353093	17
ENST00000581540	ENSG00000213246	58345175	58353093	17
ENST00000580947	ENSG00000213246	58345175	58353093	17
ENST00000264431	ENSG00000109756	159103013	159360174	4
ENST00000460006	ENSG00000101290	5126879	5197887	20
ENST00000400000	ENSG00000101558	9913916	9960021	18
ENST00000340541	ENSG00000101558	9913916	9960021	18
ENST00000269195	ENSG00000141429	35580892	35713370	18
ENST00000320225	ENSG00000205937	2253116	2268397	16
ENST00000566397	ENSG00000205937	2253116	2268397	16
ENST00000361983	ENSG00000198954	68988803	69043544	10
ENST00000011691	ENSG00000008324	42581840	42596934	3
ENST00000313899	ENSG00000138668	82351523	82374543	4
ENST00000353341	ENSG00000138668	82351523	82374543	4
ENST00000343986	ENSG00000171858	62385948	62388534	20
ENST00000377045	ENSG00000078061	47561182	47571921	X
ENST00000377039	ENSG00000078061	47561182	47571921	X
ENST00000436644	ENSG00000172239	43526267	43557758	5
ENST00000348547	ENSG00000125991	35542024	35557634	20
ENST00000261973	ENSG00000119707	73058532	73123899	14
ENST00000414441	ENSG00000146834	100428322	100434126	7
ENST00000310512	ENSG00000146834	100428322	100434126	7
ENST00000294179	ENSG00000162236	62806860	62832051	11
ENST00000252699	ENSG00000130402	38647605	38731589	19
ENST00000390009	ENSG00000130402	38647605	38731589	19
ENST00000375749	ENSG00000101346	32207851	32238658	20
ENST00000376488	ENSG00000068308	48922024	48958386	X
ENST00000313324	ENSG00000178397	6329411	6348981	7
ENST00000344423	ENSG00000186918	28345590	28402701	8
ENST00000232496	ENSG00000114383	50320027	50328251	3
ENST00000306024	ENSG00000170860	14178801	14201122	3
ENST00000334828	ENSG00000171314	97426124	97433444	10
ENST00000368865	ENSG00000154473	123154395	123170467	10
ENST00000368858	ENSG00000154473	123154395	123170467	10
ENST00000286953	ENSG00000156411	103912281	103928269	14
ENST00000228872	ENSG00000111276	12685498	12722373	12
ENST00000307961	ENSG00000174444	66498015	66524532	15
ENST00000568588	ENSG00000174444	66498015	66524532	15
ENST00000569438	ENSG00000174444	66498015	66524532	15
ENST00000545521	ENSG00000103495	29806106	29811164	16
ENST00000219782	ENSG00000103495	29806106	29811164	16
ENST00000568544	ENSG00000103495	29806106	29811164	16
ENST00000299166	ENSG00000166136	100523668	100530000	10
ENST00000369937	ENSG00000107874	102423242	102432718	10
ENST00000309318	ENSG00000173457	64244478	64246943	11
ENST00000307839	ENSG00000174748	23916591	23924374	3
ENST00000413699	ENSG00000174748	23916591	23924374	3
ENST00000412097	ENSG00000174748	23916591	23924374	3
ENST00000354811	ENSG00000174748	23916591	23924374	3
ENST00000513761	ENSG00000109572	169612438	169723673	4
ENST00000262519	ENSG00000099381	30957294	30984664	16
ENST00000473578	ENSG00000171735	6785454	7769706	1
ENST00000309328	ENSG00000173465	65570459	65573942	11
ENST00000370631	ENSG00000155252	97640671	97676757	10
ENST00000301740	ENSG00000167978	2752626	2772538	16
ENST00000355904	ENSG00000197265	30578318	30660846	8
ENST00000243563	ENSG00000077312	40750585	40765393	19
ENST00000545606	ENSG00000111530	67269358	67319953	12
ENST00000544619	ENSG00000111530	67269358	67319953	12
ENST00000239944	ENSG00000120742	150541998	150603228	3
ENST00000374685	ENSG00000204231	33193588	33200666	6
ENST00000374680	ENSG00000204231	33193588	33200666	6
ENST00000366862	ENSG00000143756	224114111	224162047	1
ENST00000216190	ENSG00000100353	36510850	36529245	22
ENST00000405442	ENSG00000100353	36510850	36529245	22
ENST00000230050	ENSG00000112306	132814557	132817577	6
ENST00000228827	ENSG00000111231	110452486	110469268	12
ENST00000371142	ENSG00000077147	96518110	96587452	10
ENST00000200639	ENSG00000005893	120426148	120469365	X
ENST00000371335	ENSG00000005893	120426148	120469365	X
ENST00000245816	ENSG00000125656	6361427	6370242	19
ENST00000596149	ENSG00000125656	6361427	6370242	19
ENST00000264389	ENSG00000138663	83034447	83075818	4
ENST00000353703	ENSG00000166913	44885676	44908532	20
ENST00000394077	ENSG00000114391	101681091	101686757	3
ENST00000320849	ENSG00000131043	36236131	36270918	20
ENST00000380377	ENSG00000171530	77691166	77868780	5
ENST00000368232	ENSG00000160818	156594301	156601496	1
ENST00000300688	ENSG00000167283	118401346	118433278	11
ENST00000256441	ENSG00000134056	69217712	69230158	5
ENST00000530758	ENSG00000254999	10115673	10127190	3
ENST00000229563	ENSG00000111843	10722915	10731132	6
ENST00000397641	ENSG00000133422	30925130	30969082	22
ENST00000445980	ENSG00000133422	30925130	30969082	22
ENST00000278422	ENSG00000213593	57712562	57742987	11
ENST00000228506	ENSG00000110917	120687125	120704282	12
ENST00000300648	ENSG00000089154	120127202	120194976	12
ENST00000308683	ENSG00000173545	16451518	16465811	5
ENST00000261942	ENSG00000113194	176447628	176510075	5
ENST00000274137	ENSG00000145494	1801363	1816051	5
ENST00000292599	ENSG00000161021	179732822	179777283	5
ENST00000505059	ENSG00000171421	1798381	1802001	5
ENST00000431606	ENSG00000156603	57703710	57712259	11
ENST00000435319	ENSG00000143337	179882042	179920077	1
ENST00000233609	ENSG00000115268	1438354	1440497	19
ENST00000261813	ENSG00000113068	140245035	140303113	5
ENST00000510217	ENSG00000113068	140245035	140303113	5
ENST00000282032	ENSG00000152219	30323104	30338458	11
ENST00000227524	ENSG00000110107	60890547	60906603	11
ENST00000215565	ENSG00000099795	14566078	14572066	19
ENST00000265245	ENSG00000041802	194640791	194672463	3
ENST00000222284	ENSG00000105677	35545600	35547527	19
ENST00000362034	ENSG00000197345	68891276	68903835	11
ENST00000238823	ENSG00000119812	33532744	33599347	2
ENST00000313601	ENSG00000114353	50226292	50259362	3
ENST00000266027	ENSG00000114353	50226292	50259362	3
ENST00000367419	ENSG00000055211	149566206	149591748	6
ENST00000247970	ENSG00000127445	9835257	9849690	19
ENST00000262193	ENSG00000008018	170535116	170553327	6
ENST00000373365	ENSG00000124767	38675925	38703145	6
ENST00000378764	ENSG00000123240	13099449	13140320	10
ENST00000378757	ENSG00000123240	13099449	13140320	10
ENST00000361731	ENSG00000198818	166319724	166342590	6
ENST00000369550	ENSG00000130826	154762742	154777697	X
ENST00000380773	ENSG00000124535	2765393	2786952	6
ENST00000380764	ENSG00000124535	2765393	2786952	6
ENST00000588234	ENSG00000104979	13774454	13778773	19
ENST00000228437	ENSG00000110851	107732867	107761327	12
ENST00000327772	ENSG00000184752	94895297	95003748	12
ENST00000312865	ENSG00000104973	49818277	49840383	19
ENST00000261167	ENSG00000084463	14784582	14803500	12
ENST00000332598	ENSG00000184840	177592195	177597242	5
ENST00000519374	ENSG00000113732	172983771	173035445	5
ENST00000265093	ENSG00000113732	172983771	173035445	5
ENST00000282999	ENSG00000153037	112861188	112898371	5
ENST00000348462	ENSG00000136942	124857873	124862017	9
ENST00000257904	ENSG00000135446	57747722	57756013	12
ENST00000379638	ENSG00000129625	112876385	112922328	5
ENST00000336133	ENSG00000205323	55752463	55817748	12
ENST00000287022	ENSG00000156467	96222947	96235564	8
ENST00000518406	ENSG00000156467	96222947	96235564	8
ENST00000279242	ENSG00000149792	65122183	65127371	11
ENST00000332896	ENSG00000169372	93677375	93894840	12
ENST00000274811	ENSG00000146083	176526700	176538025	5
ENST00000336083	ENSG00000175582	73675638	73761465	11
ENST00000310653	ENSG00000175582	73675638	73761465	11
ENST00000263245	ENSG00000242247	42796502	42858106	22
ENST00000336126	ENSG00000180628	91162339	91284337	10
ENST00000368494	ENSG00000153989	117675469	117710727	6
ENST00000372133	ENSG00000096080	43671202	43687800	6
ENST00000244520	ENSG00000124562	34757454	34773857	6
ENST00000301935	ENSG00000162191	62676498	62679332	11
ENST00000534176	ENSG00000162191	62676498	62679332	11
ENST00000372171	ENSG00000124688	43629494	43640955	6
ENST00000304043	ENSG00000169567	131155383	131224468	5
ENST00000216044	ENSG00000100226	38705742	38738299	22
ENST00000531978	ENSG00000166441	8682732	8714759	11
ENST00000524496	ENSG00000166441	8682732	8714759	11
ENST00000532359	ENSG00000166441	8682732	8714759	11
ENST00000530022	ENSG00000166441	8682732	8714759	11
ENST00000337304	ENSG00000128272	39519695	39522690	22
ENST00000396680	ENSG00000128272	39519695	39522690	22
ENST00000288937	ENSG00000158042	6680385	6683401	11
ENST00000264995	ENSG00000114686	131462202	131502983	3
ENST00000274606	ENSG00000145912	178149459	178153961	5
ENST00000374466	ENSG00000169826	43137831	43185302	10
ENST00000262646	ENSG00000104388	60516936	60623644	8
ENST00000485064	ENSG00000065518	120596303	120602507	3
ENST00000184266	ENSG00000065518	120596303	120602507	3
ENST00000438607	ENSG00000232112	48440213	48444218	3
ENST00000589996	ENSG00000105254	36114289	36125947	19
ENST00000585746	ENSG00000105254	36114289	36125947	19
ENST00000450791	ENSG00000090615	132768902	132829143	12
ENST00000448864	ENSG00000182899	197950000	197956610	3
ENST00000554455	ENSG00000092199	21207375	21269792	14
ENST00000430246	ENSG00000092199	21207375	21269792	14
ENST00000555914	ENSG00000092199	21207375	21269792	14
ENST00000292823	ENSG00000161217	196214222	196287957	3
ENST00000300151	ENSG00000166902	59806140	59810779	11
ENST00000273047	ENSG00000144566	19947097	19985178	3
ENST00000292314	ENSG00000160799	46916634	46982010	3
ENST00000394456	ENSG00000125651	6379572	6393981	19
ENST00000537087	ENSG00000111678	6942938	6946003	12
ENST00000229281	ENSG00000111678	6942938	6946003	12
ENST00000377351	ENSG00000130985	47190713	47215173	X
ENST00000335972	ENSG00000130985	47190713	47215173	X
ENST00000451702	ENSG00000130985	47190713	47215173	X
ENST00000246747	ENSG00000213465	65014144	65024328	11
ENST00000529384	ENSG00000213465	65014144	65024328	11
ENST00000373715	ENSG00000112081	36593787	36605911	6
ENST00000524896	ENSG00000149100	32583785	32606264	11
ENST00000323213	ENSG00000149100	32583785	32606264	11
ENST00000398884	ENSG00000214736	41787652	41790064	6
ENST00000398881	ENSG00000214736	41787652	41790064	6
ENST00000379542	ENSG00000137210	10747746	10852753	6
ENST00000370372	ENSG00000196072	100273280	100286697	10
ENST00000370339	ENSG00000149658	63195429	63216139	20
ENST00000525634	ENSG00000110700	17074385	17077727	11
ENST00000228140	ENSG00000110700	17074385	17077727	11
ENST00000375203	ENSG00000213676	32115264	32128253	6
ENST00000340645	ENSG00000173230	121663199	121749966	3
ENST00000393667	ENSG00000173230	121663199	121749966	3
ENST00000296490	ENSG00000164091	52254434	52288020	3
ENST00000250113	ENSG00000129245	7591230	7614897	17
ENST00000216218	ENSG00000100380	40824535	40856690	22
ENST00000411695	ENSG00000100380	40824535	40856690	22
ENST00000267103	ENSG00000139637	53299695	53307177	12
ENST00000353047	ENSG00000164733	11842524	11869533	8
ENST00000533455	ENSG00000164733	11842524	11869533	8
ENST00000322623	ENSG00000175792	128064778	128153914	3
ENST00000331134	ENSG00000182446	81556887	81648465	17
ENST00000372134	ENSG00000165678	84139482	84154841	10
ENST00000350697	ENSG00000157020	10293131	10321123	3
ENST00000266079	ENSG00000101161	63981072	64033106	20
ENST00000261479	ENSG00000100902	35278633	35318734	14
ENST00000601492	ENSG00000105372	41860255	41872925	19
ENST00000598742	ENSG00000105372	41860255	41872925	19
ENST00000221975	ENSG00000105372	41860255	41872925	19
ENST00000593863	ENSG00000105372	41860255	41872925	19
ENST00000229238	ENSG00000111639	6491886	6493846	12
ENST00000543959	ENSG00000111639	6491886	6493846	12
ENST00000321394	ENSG00000120438	159778498	159789703	6
ENST00000392168	ENSG00000120438	159778498	159789703	6
ENST00000337002	ENSG00000008952	169966635	169998373	3
ENST00000480708	ENSG00000008952	169966635	169998373	3
ENST00000261721	ENSG00000064726	83016423	83067281	15
ENST00000053468	ENSG00000048544	42206694	42217881	6
ENST00000202834	ENSG00000089063	5068232	5113452	20
ENST00000286760	ENSG00000156232	82809599	82836108	15
ENST00000359866	ENSG00000130311	17309518	17323298	19
ENST00000278618	ENSG00000149313	106075501	106098708	11
ENST00000357332	ENSG00000198356	12737139	12748325	19
