Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000136986	123013170	123042406	8
ENSG00000153147	143513445	143557486	4
ENSG00000164346	74766991	74780113	5
ENSG00000130560	135932403	135961387	9
ENSG00000168137	9397609	9479240	3
ENSG00000011454	122940833	123104869	9
ENSG00000173786	41966763	41977740	17
ENSG00000105298	3610645	3626815	19
ENSG00000095574	122990806	123008826	10
ENSG00000105404	41956681	41959370	19
ENSG00000176973	65572349	65574198	11
ENSG00000176973	65572349	65574198	11
ENSG00000151366	78068297	78081871	11
ENSG00000151366	78068297	78081871	11
ENSG00000151366	78068297	78081871	11
ENSG00000109332	102793516	102869287	4
ENSG00000109332	102793516	102869287	4
ENSG00000109332	102793516	102869287	4
ENSG00000109332	102793516	102869287	4
ENSG00000166595	66932065	66934423	16
ENSG00000110871	120503279	120534434	12
ENSG00000204628	181236897	181248096	5
ENSG00000204628	181236897	181248096	5
ENSG00000204628	181236897	181248096	5
ENSG00000204628	181236897	181248096	5
ENSG00000079313	1815248	1848493	19
ENSG00000119421	122144058	122159779	9
ENSG00000165724	137582081	137590512	9
ENSG00000049245	7771296	7781432	1
ENSG00000171206	102642503	102662789	10
ENSG00000170348	75131443	75176652	14
ENSG00000134970	115613210	115634830	5
ENSG00000119048	134371184	134393959	5
ENSG00000119048	134371184	134393959	5
ENSG00000138834	1706166	1770351	16
ENSG00000174886	5891207	5904006	19
ENSG00000174886	5891207	5904006	19
ENSG00000144848	112532510	112562046	3
ENSG00000198918	119786497	119791662	X
ENSG00000100764	90256527	90275429	14
ENSG00000133398	6371874	6378571	5
ENSG00000092330	24238286	24242663	14
ENSG00000146007	140698680	140706686	5
ENSG00000168802	69118010	69132588	16
ENSG00000286140	69118010	69132588	16
ENSG00000101940	48589838	48608869	X
ENSG00000101940	48589838	48608869	X
ENSG00000105058	16185380	16192048	19
ENSG00000108433	46923075	46975524	17
ENSG00000108433	46923075	46975524	17
ENSG00000165502	49618530	49620649	14
ENSG00000100441	24423052	24441843	14
ENSG00000168286	67842320	67844195	16
ENSG00000065526	15836095	15940456	1
ENSG00000105220	34359480	34402413	19
ENSG00000105220	34359480	34402413	19
ENSG00000105220	34359480	34402413	19
ENSG00000166200	49106068	49155661	15
ENSG00000273841	69362026	69370026	5
ENSG00000125037	9962682	10011202	3
ENSG00000125037	9962682	10011202	3
ENSG00000100711	103715730	103733669	14
ENSG00000178057	49020459	49023495	3
ENSG00000178057	49020459	49023495	3
ENSG00000127184	86617905	86621246	5
ENSG00000169246	21402237	21448567	16
ENSG00000159692	1211434	1250333	4
ENSG00000159692	1211434	1250333	4
ENSG00000116260	180154869	180204030	1
ENSG00000116260	180154869	180204030	1
ENSG00000116260	180154869	180204030	1
ENSG00000167004	43746394	43773279	15
ENSG00000100605	92936914	93116458	14
ENSG00000164405	132866626	132868847	5
ENSG00000164405	132866626	132868847	5
ENSG00000169964	44861889	44865670	3
ENSG00000213246	58345175	58353093	17
ENSG00000213246	58345175	58353093	17
ENSG00000213246	58345175	58353093	17
ENSG00000109756	159103013	159360174	4
ENSG00000101290	5126879	5197887	20
ENSG00000101558	9913916	9960021	18
ENSG00000101558	9913916	9960021	18
ENSG00000141429	35580892	35713370	18
ENSG00000205937	2253116	2268397	16
ENSG00000205937	2253116	2268397	16
ENSG00000198954	68988803	69043544	10
ENSG00000008324	42581840	42596934	3
ENSG00000138668	82351523	82374543	4
ENSG00000138668	82351523	82374543	4
ENSG00000171858	62385948	62388534	20
ENSG00000078061	47561182	47571921	X
ENSG00000078061	47561182	47571921	X
ENSG00000172239	43526267	43557758	5
ENSG00000125991	35542024	35557634	20
ENSG00000119707	73058532	73123899	14
ENSG00000146834	100428322	100434126	7
ENSG00000146834	100428322	100434126	7
ENSG00000162236	62806860	62832051	11
ENSG00000130402	38647605	38731589	19
ENSG00000130402	38647605	38731589	19
ENSG00000101346	32207851	32238658	20
ENSG00000068308	48922024	48958386	X
ENSG00000178397	6329411	6348981	7
ENSG00000186918	28345590	28402701	8
ENSG00000114383	50320027	50328251	3
ENSG00000170860	14178801	14201122	3
ENSG00000171314	97426124	97433444	10
ENSG00000154473	123154395	123170467	10
ENSG00000154473	123154395	123170467	10
ENSG00000156411	103912281	103928269	14
ENSG00000111276	12685498	12722373	12
ENSG00000174444	66498015	66524532	15
ENSG00000174444	66498015	66524532	15
ENSG00000174444	66498015	66524532	15
ENSG00000103495	29806106	29811164	16
ENSG00000103495	29806106	29811164	16
ENSG00000103495	29806106	29811164	16
ENSG00000166136	100523668	100530000	10
ENSG00000107874	102423242	102432718	10
ENSG00000173457	64244478	64246943	11
ENSG00000174748	23916591	23924374	3
ENSG00000174748	23916591	23924374	3
ENSG00000174748	23916591	23924374	3
ENSG00000174748	23916591	23924374	3
ENSG00000109572	169612438	169723673	4
ENSG00000099381	30957294	30984664	16
ENSG00000171735	6785454	7769706	1
ENSG00000173465	65570459	65573942	11
ENSG00000155252	97640671	97676757	10
ENSG00000167978	2752626	2772538	16
ENSG00000197265	30578318	30660846	8
ENSG00000077312	40750585	40765393	19
ENSG00000111530	67269358	67319953	12
ENSG00000111530	67269358	67319953	12
ENSG00000120742	150541998	150603228	3
ENSG00000204231	33193588	33200666	6
ENSG00000204231	33193588	33200666	6
ENSG00000143756	224114111	224162047	1
ENSG00000100353	36510850	36529245	22
ENSG00000100353	36510850	36529245	22
ENSG00000112306	132814557	132817577	6
ENSG00000111231	110452486	110469268	12
ENSG00000077147	96518110	96587452	10
ENSG00000005893	120426148	120469365	X
ENSG00000005893	120426148	120469365	X
ENSG00000125656	6361427	6370242	19
ENSG00000125656	6361427	6370242	19
ENSG00000138663	83034447	83075818	4
ENSG00000166913	44885676	44908532	20
ENSG00000114391	101681091	101686757	3
ENSG00000131043	36236131	36270918	20
ENSG00000171530	77691166	77868780	5
ENSG00000160818	156594301	156601496	1
ENSG00000167283	118401346	118433278	11
ENSG00000134056	69217712	69230158	5
ENSG00000254999	10115673	10127190	3
ENSG00000111843	10722915	10731132	6
ENSG00000133422	30925130	30969082	22
ENSG00000133422	30925130	30969082	22
ENSG00000213593	57712562	57742987	11
ENSG00000110917	120687125	120704282	12
ENSG00000089154	120127202	120194976	12
ENSG00000173545	16451518	16465811	5
ENSG00000113194	176447628	176510075	5
ENSG00000145494	1801363	1816051	5
ENSG00000161021	179732822	179777283	5
ENSG00000171421	1798381	1802001	5
ENSG00000156603	57703710	57712259	11
ENSG00000143337	179882042	179920077	1
ENSG00000115268	1438354	1440497	19
ENSG00000113068	140245035	140303113	5
ENSG00000113068	140245035	140303113	5
ENSG00000152219	30323104	30338458	11
ENSG00000110107	60890547	60906603	11
ENSG00000099795	14566078	14572066	19
ENSG00000041802	194640791	194672463	3
ENSG00000105677	35545600	35547527	19
ENSG00000197345	68891276	68903835	11
ENSG00000119812	33532744	33599347	2
ENSG00000114353	50226292	50259362	3
ENSG00000114353	50226292	50259362	3
ENSG00000055211	149566206	149591748	6
ENSG00000127445	9835257	9849690	19
ENSG00000008018	170535116	170553327	6
ENSG00000124767	38675925	38703145	6
ENSG00000123240	13099449	13140320	10
ENSG00000123240	13099449	13140320	10
ENSG00000198818	166319724	166342590	6
ENSG00000130826	154762742	154777697	X
ENSG00000124535	2765393	2786952	6
ENSG00000124535	2765393	2786952	6
ENSG00000104979	13774454	13778773	19
ENSG00000110851	107732867	107761327	12
ENSG00000184752	94895297	95003748	12
ENSG00000104973	49818277	49840383	19
ENSG00000084463	14784582	14803500	12
ENSG00000184840	177592195	177597242	5
ENSG00000113732	172983771	173035445	5
ENSG00000113732	172983771	173035445	5
ENSG00000153037	112861188	112898371	5
ENSG00000136942	124857873	124862017	9
ENSG00000135446	57747722	57756013	12
ENSG00000129625	112876385	112922328	5
ENSG00000205323	55752463	55817748	12
ENSG00000156467	96222947	96235564	8
ENSG00000156467	96222947	96235564	8
ENSG00000149792	65122183	65127371	11
ENSG00000169372	93677375	93894840	12
ENSG00000146083	176526700	176538025	5
ENSG00000175582	73675638	73761465	11
ENSG00000175582	73675638	73761465	11
ENSG00000242247	42796502	42858106	22
ENSG00000180628	91162339	91284337	10
ENSG00000153989	117675469	117710727	6
ENSG00000096080	43671202	43687800	6
ENSG00000124562	34757454	34773857	6
ENSG00000162191	62676498	62679332	11
ENSG00000162191	62676498	62679332	11
ENSG00000124688	43629494	43640955	6
ENSG00000169567	131155383	131224468	5
ENSG00000100226	38705742	38738299	22
ENSG00000166441	8682732	8714759	11
ENSG00000166441	8682732	8714759	11
ENSG00000166441	8682732	8714759	11
ENSG00000166441	8682732	8714759	11
ENSG00000128272	39519695	39522690	22
ENSG00000128272	39519695	39522690	22
ENSG00000158042	6680385	6683401	11
ENSG00000114686	131462202	131502983	3
ENSG00000145912	178149459	178153961	5
ENSG00000169826	43137831	43185302	10
ENSG00000104388	60516936	60623644	8
ENSG00000065518	120596303	120602507	3
ENSG00000065518	120596303	120602507	3
ENSG00000232112	48440213	48444218	3
ENSG00000105254	36114289	36125947	19
ENSG00000105254	36114289	36125947	19
ENSG00000090615	132768902	132829143	12
ENSG00000182899	197950000	197956610	3
ENSG00000092199	21207375	21269792	14
ENSG00000092199	21207375	21269792	14
ENSG00000092199	21207375	21269792	14
ENSG00000161217	196214222	196287957	3
ENSG00000166902	59806140	59810779	11
ENSG00000144566	19947097	19985178	3
ENSG00000160799	46916634	46982010	3
ENSG00000125651	6379572	6393981	19
ENSG00000111678	6942938	6946003	12
ENSG00000111678	6942938	6946003	12
ENSG00000130985	47190713	47215173	X
ENSG00000130985	47190713	47215173	X
ENSG00000130985	47190713	47215173	X
ENSG00000213465	65014144	65024328	11
ENSG00000213465	65014144	65024328	11
ENSG00000112081	36593787	36605911	6
ENSG00000149100	32583785	32606264	11
ENSG00000149100	32583785	32606264	11
ENSG00000214736	41787652	41790064	6
ENSG00000214736	41787652	41790064	6
ENSG00000137210	10747746	10852753	6
ENSG00000196072	100273280	100286697	10
ENSG00000149658	63195429	63216139	20
ENSG00000110700	17074385	17077727	11
ENSG00000110700	17074385	17077727	11
ENSG00000213676	32115264	32128253	6
ENSG00000173230	121663199	121749966	3
ENSG00000173230	121663199	121749966	3
ENSG00000164091	52254434	52288020	3
ENSG00000129245	7591230	7614897	17
ENSG00000100380	40824535	40856690	22
ENSG00000100380	40824535	40856690	22
ENSG00000139637	53299695	53307177	12
ENSG00000164733	11842524	11869533	8
ENSG00000164733	11842524	11869533	8
ENSG00000175792	128064778	128153914	3
ENSG00000182446	81556887	81648465	17
ENSG00000165678	84139482	84154841	10
ENSG00000157020	10293131	10321123	3
ENSG00000101161	63981072	64033106	20
ENSG00000100902	35278633	35318734	14
ENSG00000105372	41860255	41872925	19
ENSG00000105372	41860255	41872925	19
ENSG00000105372	41860255	41872925	19
ENSG00000105372	41860255	41872925	19
ENSG00000111639	6491886	6493846	12
ENSG00000111639	6491886	6493846	12
ENSG00000120438	159778498	159789703	6
ENSG00000120438	159778498	159789703	6
ENSG00000008952	169966635	169998373	3
ENSG00000008952	169966635	169998373	3
ENSG00000064726	83016423	83067281	15
ENSG00000048544	42206694	42217881	6
ENSG00000089063	5068232	5113452	20
ENSG00000156232	82809599	82836108	15
ENSG00000130311	17309518	17323298	19
ENSG00000149313	106075501	106098708	11
ENSG00000198356	12737139	12748325	19
ENSG00000154767	14145145	14178652	3
ENSG00000101152	63894641	63936031	20
ENSG00000155115	110958477	110968586	6
ENSG00000145022	49412212	49416476	3
ENSG00000134809	57528406	57531031	11
ENSG00000147274	136848004	136880764	X
ENSG00000147274	136848004	136880764	X
ENSG00000176623	86468257	86514357	8
ENSG00000123595	13689122	13710504	X
ENSG00000123595	13689122	13710504	X
ENSG00000174243	48829756	48852842	12
ENSG00000132017	13952459	13961449	19
ENSG00000198258	9827892	9830137	19
ENSG00000198258	9827892	9830137	19
ENSG00000204392	31797392	31806987	6
ENSG00000133243	1985438	2034881	19
ENSG00000108946	68511780	68551319	17
ENSG00000091542	18183078	18209954	17
ENSG00000131669	93121496	93134310	9
ENSG00000111906	125219962	125302128	6
ENSG00000181788	150741125	150763477	3
ENSG00000172531	67398179	67421183	11
ENSG00000060237	752536	911452	12
ENSG00000099800	2425625	2427588	19
ENSG00000099800	2425625	2427588	19
ENSG00000231500	33272075	33276511	6
ENSG00000054965	73400487	73598189	11
ENSG00000196230	30717435	30725538	6
ENSG00000183617	3762672	3768575	19
ENSG00000006007	19501693	19522123	16
ENSG00000136522	179582420	179604659	3
ENSG00000136522	179582420	179604659	3
ENSG00000134453	6086898	6117457	10
ENSG00000134453	6086898	6117457	10
ENSG00000176946	241584405	241637191	2
ENSG00000176946	241584405	241637191	2
ENSG00000100401	41244779	41286272	22
ENSG00000124789	17614707	17706935	6
ENSG00000139343	95858931	95903828	12
ENSG00000079432	42268537	42295801	19
ENSG00000079432	42268537	42295801	19
ENSG00000236287	10812074	10858796	11
ENSG00000168066	64764606	64778786	11
ENSG00000168066	64764606	64778786	11
ENSG00000168066	64764606	64778786	11
ENSG00000130725	58555709	58558954	19
ENSG00000130725	58555709	58558954	19
ENSG00000115946	68157888	68176238	2
ENSG00000107829	101610663	101695295	10
ENSG00000131368	15009611	15065339	3
ENSG00000086065	33264017	33282071	9
ENSG00000114302	48744591	48847874	3
ENSG00000118363	74949259	74979033	11
ENSG00000118363	74949259	74979033	11
ENSG00000118363	74949259	74979033	11
ENSG00000166925	100466519	100479232	7
ENSG00000166925	100466519	100479232	7
ENSG00000099783	8444767	8489114	19
ENSG00000112511	33410382	33416453	6
ENSG00000166340	6612768	6619448	11
ENSG00000137154	19375715	19380282	9
ENSG00000137154	19375715	19380282	9
ENSG00000137154	19375715	19380282	9
ENSG00000099203	10832067	10836318	19
ENSG00000179115	12922276	12934037	19
ENSG00000111775	120438090	120440742	12
ENSG00000135018	83657386	83707993	9
ENSG00000120265	149749431	149811421	6
ENSG00000120265	149749431	149811421	6
ENSG00000120265	149749431	149811421	6
ENSG00000085721	15060022	15094311	16
ENSG00000157259	92447482	92460075	7
ENSG00000111676	6924463	6942322	12
ENSG00000111676	6924463	6942322	12
ENSG00000204394	31777518	31795950	6
ENSG00000170855	120443958	120446412	12
ENSG00000120860	102011769	102062149	12
ENSG00000167397	31090842	31095980	16
ENSG00000167397	31090842	31095980	16
ENSG00000182087	1009648	1021179	19
ENSG00000144746	69084937	69106092	3
ENSG00000100030	21755537	21867680	22
ENSG00000139168	42312086	42326257	12
ENSG00000100335	39499432	39518132	22
ENSG00000063241	55452975	55462343	19
ENSG00000063241	55452975	55462343	19
ENSG00000162244	51993522	51995953	3
ENSG00000102978	57462660	57472009	16
ENSG00000128607	130070534	130135720	7
ENSG00000111229	110434582	110450422	12
ENSG00000004779	23581014	23596319	16
ENSG00000175166	184299157	184309054	3
ENSG00000148335	129606704	129636744	9
ENSG00000177156	747399	765035	11
ENSG00000133606	140453033	140479552	7
ENSG00000123349	53295291	53299452	12
ENSG00000123349	53295291	53299452	12
ENSG00000002586	2690988	2741312	X
ENSG00000110711	67468174	67491154	11
ENSG00000124198	48921711	49036693	20
ENSG00000156482	98024851	98046469	8
ENSG00000156482	98024851	98046469	8
ENSG00000156482	98024851	98046469	8
ENSG00000198833	89326608	89352902	6
ENSG00000068903	38878555	38900501	19
ENSG00000101365	2658393	2664219	20
ENSG00000101365	2658393	2664219	20
ENSG00000070756	100685816	100722809	8
ENSG00000070756	100685816	100722809	8
ENSG00000070756	100685816	100722809	8
ENSG00000070756	100685816	100722809	8
ENSG00000070756	100685816	100722809	8
ENSG00000070756	100685816	100722809	8
ENSG00000239306	66616626	66629934	11
ENSG00000177700	837356	842561	11
ENSG00000167797	67506490	67508701	11
ENSG00000093010	19941371	19969975	22
ENSG00000133704	30628981	30695883	12
ENSG00000065491	37257772	37332970	6
ENSG00000132155	12582101	12664201	3
ENSG00000176953	28950807	28967092	16
ENSG00000204310	32168205	32178096	6
ENSG00000182551	3497366	3519559	2
ENSG00000072364	132875395	132963634	5
ENSG00000103005	57999546	58021618	16
ENSG00000158941	22604629	22620964	8
ENSG00000158941	22604629	22620964	8
ENSG00000158941	22604629	22620964	8
ENSG00000158941	22604629	22620964	8
ENSG00000067829	153785735	153794535	X
ENSG00000128590	108569847	108574850	7
ENSG00000166619	37492472	37528100	20
ENSG00000125835	2461634	2470884	20
ENSG00000125835	2461634	2470884	20
ENSG00000086189	62347284	62403943	5
ENSG00000067167	70573218	70608449	8
ENSG00000118046	1177558	1228431	19
ENSG00000118046	1177558	1228431	19
ENSG00000138757	75641849	75726301	4
ENSG00000005486	75842602	75888927	7
ENSG00000136819	129827194	129835863	9
ENSG00000100243	42615730	42720870	22
ENSG00000100243	42615730	42720870	22
ENSG00000126254	35628989	35638927	19
ENSG00000103365	23462213	23521995	16
ENSG00000138629	74445187	74461182	15
ENSG00000176248	137174784	137189028	9
ENSG00000105887	135926760	135977375	7
ENSG00000166228	70882280	70888605	10
ENSG00000243147	27771717	27988087	2
ENSG00000243147	27771717	27988087	2
ENSG00000106636	44200959	44214294	7
ENSG00000100239	50343300	50445090	22
ENSG00000100239	50343300	50445090	22
ENSG00000105438	48382575	48393837	19
ENSG00000075975	12557020	12586208	3
ENSG00000123395	52069246	52077495	12
ENSG00000136937	97633448	97673748	9
ENSG00000151893	118674167	118755249	10
ENSG00000129933	19320811	19358754	19
ENSG00000102241	136496932	136513181	X
ENSG00000166266	108008898	108107781	11
ENSG00000179262	12945848	12953646	19
ENSG00000179262	12945848	12953646	19
ENSG00000137492	76349898	76381134	11
ENSG00000215301	41333348	41364472	X
ENSG00000149016	62575045	62591637	11
ENSG00000118564	15604381	15681679	4
ENSG00000118564	15604381	15681679	4
ENSG00000160959	144517965	144525178	8
ENSG00000121680	45909663	45918812	11
ENSG00000107581	119033670	119080835	10
ENSG00000204370	112086824	112120016	11
ENSG00000196821	34587288	34696881	6
ENSG00000168439	64185272	64204548	11
ENSG00000061936	131711081	131799738	12
ENSG00000086475	13317425	13348596	10
ENSG00000217930	4331549	4355607	16
ENSG00000144579	218397136	218405942	2
ENSG00000147649	97644013	97730260	8
ENSG00000149136	57325982	57335892	11
ENSG00000149930	29973868	29992261	16
ENSG00000149930	29973868	29992261	16
ENSG00000177169	131894621	131923161	12
ENSG00000160113	17231883	17245919	19
ENSG00000108010	130136385	130184521	10
ENSG00000108010	130136385	130184521	10
ENSG00000166889	59636716	59669141	11
ENSG00000122705	36190856	36304781	9
ENSG00000198931	88809339	88811963	16
ENSG00000198931	88809339	88811963	16
ENSG00000147140	71254270	71301522	X
ENSG00000147140	71254270	71301522	X
ENSG00000106397	101205977	101219968	7
ENSG00000106397	101205977	101219968	7
ENSG00000133703	25205246	25250936	12
ENSG00000181924	73869846	73876982	11
ENSG00000204070	45359977	45376798	20
ENSG00000005075	102473128	102478929	7
ENSG00000166848	75647765	75761872	16
ENSG00000008282	106090500	106112589	7
ENSG00000113013	138553756	138575675	5
ENSG00000149823	65089324	65111862	11
ENSG00000170759	32009014	32056454	10
ENSG00000100241	50443219	50483923	22
ENSG00000079332	70147289	70170905	10
ENSG00000153774	75293698	75433503	16
ENSG00000128951	48331011	48343373	15
ENSG00000170540	18791609	18801572	16
ENSG00000003056	8940358	8951856	12
ENSG00000100647	69611591	69715144	14
ENSG00000106771	109015135	109119974	9
ENSG00000090060	96501433	96567118	14
ENSG00000090060	96501433	96567118	14
ENSG00000139644	49707725	49764935	12
ENSG00000172301	31851871	31859291	17
ENSG00000053371	19301991	19312144	1
ENSG00000101997	49235444	49250526	X
ENSG00000172534	153946434	153972427	X
ENSG00000103671	64387748	64455305	15
ENSG00000183648	92116119	92121978	14
ENSG00000102401	101622797	101627843	X
ENSG00000162980	151788984	151828531	2
ENSG00000133142	103576231	103590165	X
ENSG00000133142	103576231	103590165	X
ENSG00000133142	103576231	103590165	X
ENSG00000070047	576170	612225	11
ENSG00000158526	54440402	54448032	X
ENSG00000068394	49113396	49123746	X
ENSG00000113141	140647058	140662480	5
ENSG00000182831	9091610	9121635	16
ENSG00000060491	62804178	62814000	20
ENSG00000060491	62804178	62814000	20
ENSG00000197006	21597218	21657471	16
ENSG00000197006	21597218	21657471	16
ENSG00000197006	21597218	21657471	16
ENSG00000215305	2840689	2866800	20
ENSG00000204822	74471982	74472687	2
ENSG00000103363	2771414	2777290	16
ENSG00000103363	2771414	2777290	16
ENSG00000096384	44245808	44253888	6
ENSG00000141101	69741871	69754942	16
ENSG00000173327	65597755	65615382	11
ENSG00000173327	65597755	65615382	11
ENSG00000132824	44496221	44522094	20
ENSG00000196262	44796678	44824564	7
ENSG00000196262	44796678	44824564	7
ENSG00000196262	44796678	44824564	7
ENSG00000196262	44796678	44824564	7
ENSG00000175334	66002228	66004170	11
ENSG00000071462	73683568	73698228	7
ENSG00000155438	121726945	121736912	2
ENSG00000131171	81202005	81298547	X
ENSG00000203879	154436600	154443467	X
ENSG00000122958	69123512	69174412	10
ENSG00000100997	25294742	25390866	20
ENSG00000117713	26693236	26782104	1
ENSG00000158669	41577187	41625001	8
ENSG00000169249	15790106	15830694	X
ENSG00000168101	4693562	4695861	16
ENSG00000112667	43225629	43229484	6
ENSG00000000419	50934852	50959140	20
ENSG00000177370	997118	1003671	17
ENSG00000177963	207499	215113	11
ENSG00000177963	207499	215113	11
ENSG00000183291	86862445	86914424	1
ENSG00000183291	86862445	86914424	1
ENSG00000130724	58551452	58555128	19
ENSG00000130724	58551452	58555128	19
ENSG00000007080	17932588	17944914	19
ENSG00000176386	113255835	113275602	9
ENSG00000140990	1959508	1962021	16
ENSG00000091947	44011188	44023946	17
ENSG00000105671	18919700	18929189	19
ENSG00000198663	36871870	36928964	6
ENSG00000138785	105682016	105895986	4
ENSG00000134001	67360011	67386516	14
ENSG00000106591	42932346	42948958	7
ENSG00000185883	2513713	2520218	16
ENSG00000198876	34086384	34127399	9
ENSG00000056586	122844556	122905513	9
ENSG00000176476	28553915	28591790	16
ENSG00000179010	6640091	6642729	4
ENSG00000141551	82239023	82273700	17
ENSG00000142684	26169908	26170873	1
ENSG00000107672	121953334	121975257	10
ENSG00000189043	10931943	10940531	7
ENSG00000164548	23504780	23532041	7
ENSG00000118181	119015508	119018724	11
ENSG00000160679	153633982	153646306	1
ENSG00000160679	153633982	153646306	1
ENSG00000100266	42835412	43015185	22
ENSG00000122557	35632659	35697459	7
ENSG00000106299	123681938	123749003	7
ENSG00000014123	96521595	96555276	6
ENSG00000112335	108211222	108261255	6
ENSG00000112335	108211222	108261255	6
ENSG00000112335	108211222	108261255	6
ENSG00000100991	34995209	35092868	20
ENSG00000177030	644224	707118	11
ENSG00000106615	151466012	151520120	7
ENSG00000106615	151466012	151520120	7
ENSG00000220205	8159149	8163546	17
ENSG00000220205	8159149	8163546	17
ENSG00000153574	88691642	88750933	2
ENSG00000115541	197500140	197503461	2
ENSG00000086504	365916	371289	16
ENSG00000184640	77280569	77500596	17
ENSG00000125827	7977346	8019813	20
ENSG00000104866	45091396	45148077	19
ENSG00000106244	99392048	99408665	7
ENSG00000112118	52264011	52284881	6
ENSG00000164252	77029251	77065234	5
ENSG00000087274	2843576	2930082	4
ENSG00000103502	29858357	29863414	16
ENSG00000103502	29858357	29863414	16
ENSG00000126934	4090317	4124216	19
ENSG00000126934	4090317	4124216	19
ENSG00000141985	4360367	4400547	19
ENSG00000071537	81471547	81533863	14
ENSG00000124160	46060985	46089962	20
ENSG00000100028	24555957	24584044	22
ENSG00000103978	42210447	42274128	15
ENSG00000127922	96481626	96709891	7
ENSG00000141522	81867719	81871378	17
ENSG00000089220	118136071	118145584	12
ENSG00000110048	59574398	59615781	11
ENSG00000130811	10115010	10119951	19
ENSG00000183513	98598242	98608515	2
ENSG00000121851	145964690	145978848	1
ENSG00000104522	143612617	143618048	8
ENSG00000143162	167529117	167553822	1
ENSG00000100485	50117130	50231906	14
ENSG00000129187	182890060	182917936	4
ENSG00000169100	1386133	1392929	X
ENSG00000167182	47896150	47928957	17
ENSG00000182934	126262912	126269144	11
ENSG00000198742	99027435	99144164	7
ENSG00000055044	202265725	202303666	2
ENSG00000221983	18571730	18577550	19
ENSG00000221983	18571730	18577550	19
ENSG00000082996	149809445	149962153	3
ENSG00000082996	149809445	149962153	3
ENSG00000149273	75394327	75422280	11
ENSG00000149273	75394327	75422280	11
ENSG00000149273	75394327	75422280	11
ENSG00000149273	75394327	75422280	11
ENSG00000149273	75394327	75422280	11
ENSG00000103035	74296809	74306288	16
ENSG00000161920	4731428	4733608	17
ENSG00000112473	33200305	33204439	6
ENSG00000112473	33200305	33204439	6
ENSG00000167005	56429133	56452199	16
ENSG00000211460	121737103	121767853	2
ENSG00000119402	120751978	120793438	9
ENSG00000119402	120751978	120793438	9
ENSG00000139990	69050881	69153179	14
ENSG00000183576	99395061	99480927	14
ENSG00000118816	77047155	77076319	4
ENSG00000085449	223855716	223945357	2
ENSG00000142599	8352397	8848921	1
ENSG00000120509	70281118	70290596	X
ENSG00000088205	117814673	117832379	2
ENSG00000062582	43866557	43869893	7
ENSG00000004059	127588370	127591700	7
ENSG00000028528	64094123	64146090	15
ENSG00000127774	3668812	3669668	17
ENSG00000129460	23469679	23509862	14
ENSG00000102858	4616493	4690977	16
ENSG00000146576	6589978	6608726	7
ENSG00000231925	33299694	33314284	6
ENSG00000173915	103388991	103396492	10
ENSG00000134452	5890203	5937594	10
ENSG00000161202	184155159	184173614	3
ENSG00000163527	31532521	31638548	3
ENSG00000131381	15068571	15099163	3
ENSG00000078304	101761682	101927989	14
ENSG00000078304	101761682	101927989	14
ENSG00000078304	101761682	101927989	14
ENSG00000078304	101761682	101927989	14
ENSG00000185825	153698006	153725957	X
ENSG00000185825	153698006	153725957	X
ENSG00000107669	121709393	121928801	10
ENSG00000143614	153789030	153923360	1
ENSG00000074071	1771890	1773158	16
ENSG00000115368	189441429	189479063	2
ENSG00000055950	100969458	100990450	10
ENSG00000023318	99979185	100099052	9
ENSG00000169895	16719545	16765340	X
ENSG00000143183	165724293	165827755	1
ENSG00000106028	141737456	141787922	7
ENSG00000084073	40258041	40294180	1
ENSG00000162961	31867809	32039809	2
ENSG00000130165	11551147	11559325	19
ENSG00000168894	85595693	85598589	2
ENSG00000133961	73274146	73466167	14
ENSG00000012822	53708517	53727745	12
ENSG00000012822	53708517	53727745	12
ENSG00000169251	161104681	161253532	3
ENSG00000143977	70281362	70293740	2
ENSG00000134248	110401249	110407942	1
ENSG00000062194	57173821	57265668	5
ENSG00000062194	57173821	57265668	5
ENSG00000057757	23778393	23788232	1
ENSG00000115128	24067579	24076464	2
ENSG00000169612	82986203	82991057	15
ENSG00000132394	128153433	128409356	3
ENSG00000186591	129830732	129952977	7
ENSG00000185787	78810487	78903078	15
ENSG00000185787	78810487	78903078	15
ENSG00000087365	66050729	66069308	11
ENSG00000087365	66050729	66069308	11
ENSG00000141560	82716706	82730328	17
ENSG00000180879	153793516	153798505	X
ENSG00000233927	8320900	8323567	19
ENSG00000164754	116845934	116874849	8
ENSG00000130956	96450160	96491336	9
ENSG00000126767	47631621	47650604	X
ENSG00000147471	37762585	37779770	8
ENSG00000131469	42998273	43002973	17
ENSG00000131469	42998273	43002973	17
ENSG00000117362	150265399	150269580	1
ENSG00000117362	150265399	150269580	1
ENSG00000147416	20197381	20230399	8
ENSG00000108298	39200283	39204840	17
ENSG00000108298	39200283	39204840	17
ENSG00000148334	128120693	128128462	9
ENSG00000135900	223957403	223969078	2
ENSG00000135972	105038025	105099960	2
ENSG00000174231	1650624	1684876	17
ENSG00000174231	1650624	1684876	17
ENSG00000138802	109433602	109540896	4
ENSG00000137200	37433094	37482827	6
ENSG00000114978	74152528	74178932	2
ENSG00000240857	18554723	18560679	2
ENSG00000152944	27022546	27066343	12
ENSG00000075415	98592455	98606379	12
