HGNC symbol	UniProtKB/Swiss-Prot ID	Gene stable ID	Transcript stable ID	Protein stable ID
NOL8		ENSG00000291347	ENST00000707220	ENSP00000516789
NOL8		ENSG00000291347	ENST00000707221	ENSP00000516790
NOL8		ENSG00000291347	ENST00000707222	ENSP00000516791
NOL8		ENSG00000291347	ENST00000707223	ENSP00000516792
NOL8		ENSG00000291347	ENST00000707224	ENSP00000516793
NOL8		ENSG00000291347	ENST00000707225	ENSP00000516794
NOL8		ENSG00000291347	ENST00000707226	ENSP00000516795
NOL8		ENSG00000291347	ENST00000707228	ENSP00000516796
EMC2		ENSG00000104412	ENST00000524143	ENSP00000430122
EMC2	Q15006	ENSG00000104412	ENST00000220853	ENSP00000220853
EMC2		ENSG00000104412	ENST00000519642	ENSP00000428040
RBBP4	Q09028	ENSG00000162521	ENST00000414241	ENSP00000398242
EMC2		ENSG00000104412	ENST00000890427	ENSP00000560486
EMC2		ENSG00000104412	ENST00000890428	ENSP00000560487
RBBP4		ENSG00000162521	ENST00000527118	ENSP00000432780
EMC2		ENSG00000104412	ENST00000890429	ENSP00000560488
RBBP4	Q09028	ENSG00000162521	ENST00000373493	ENSP00000362592
RBBP4		ENSG00000162521	ENST00000526193	ENSP00000434925
RBBP4		ENSG00000162521	ENST00000492348	ENSP00000436663
RBBP4	Q09028	ENSG00000162521	ENST00000373485	ENSP00000362584
RBBP4		ENSG00000162521	ENST00000477563	ENSP00000432774
RBBP4	Q09028	ENSG00000162521	ENST00000458695	ENSP00000396057
CC2D1A	Q6P1N0	ENSG00000288293	ENST00000672017	ENSP00000500461
RBBP4		ENSG00000162521	ENST00000490500	ENSP00000437210
RBBP4		ENSG00000162521	ENST00000445722	ENSP00000389437
CC2D1A	Q6P1N0	ENSG00000288293	ENST00000672339	ENSP00000500343
RBBP4		ENSG00000162521	ENST00000475321	ENSP00000436986
RBBP4		ENSG00000162521	ENST00000463378	ENSP00000433805
CC2D1A		ENSG00000288293	ENST00000673267	ENSP00000499925
RBBP4		ENSG00000162521	ENST00000460669	ENSP00000432298
RBBP4		ENSG00000162521	ENST00000482190	ENSP00000436565
CC2D1A		ENSG00000288293	ENST00000672828	ENSP00000500183
MOGS	Q13724	ENSG00000115275	ENST00000448666	ENSP00000410992
MOGS		ENSG00000115275	ENST00000409065	ENSP00000386493
MOGS		ENSG00000115275	ENST00000649601	ENSP00000496796
MOGS		ENSG00000115275	ENST00000462443	ENSP00000497265
MOGS		ENSG00000115275	ENST00000649075	ENSP00000497836
MOGS		ENSG00000115275	ENST00000649854	ENSP00000496797
MOGS		ENSG00000115275	ENST00000647915	ENSP00000498123
MOGS		ENSG00000115275	ENST00000648810	ENSP00000496949
MOGS		ENSG00000115275	ENST00000647723	ENSP00000497924
ME2		ENSG00000082212	ENST00000640530	ENSP00000491724
MOGS		ENSG00000115275	ENST00000647771	ENSP00000496788
MOGS		ENSG00000115275	ENST00000690565	ENSP00000510501
MOGS	Q13724	ENSG00000115275	ENST00000452063	ENSP00000388201
ZNF805	Q5CZA5	ENSG00000204524	ENST00000414468	ENSP00000412999
ZNF805	Q5CZA5	ENSG00000204524	ENST00000354309	ENSP00000365414
MOGS		ENSG00000115275	ENST00000647753	ENSP00000497318
MOGS		ENSG00000115275	ENST00000691308	ENSP00000509583
MOGS		ENSG00000115275	ENST00000650523	ENSP00000497143
MOGS		ENSG00000115275	ENST00000414701	ENSP00000396298
TRMT2A	Q8IZ69	ENSG00000099899	ENST00000252136	ENSP00000252136
TRMT2A	Q8IZ69	ENSG00000099899	ENST00000403707	ENSP00000385807
TRMT2A		ENSG00000099899	ENST00000444845	ENSP00000397744
TRMT2A	Q8IZ69	ENSG00000099899	ENST00000404751	ENSP00000384968
TRMT2A		ENSG00000099899	ENST00000439169	ENSP00000395738
TRMT2A		ENSG00000099899	ENST00000444256	ENSP00000392261
TRMT2A		ENSG00000099899	ENST00000492988	ENSP00000516054
TRMT2A		ENSG00000099899	ENST00000445045	ENSP00000393911
TRMT2A		ENSG00000099899	ENST00000856769	ENSP00000526828
TRMT2A		ENSG00000099899	ENST00000914134	ENSP00000584193
ME2		ENSG00000082212	ENST00000640967	ENSP00000492067
TRMT2A		ENSG00000099899	ENST00000949380	ENSP00000619439
TRMT2A		ENSG00000099899	ENST00000949381	ENSP00000619440
TRMT2A		ENSG00000099899	ENST00000949382	ENSP00000619441
TRMT2A		ENSG00000099899	ENST00000949383	ENSP00000619442
TRMT2A		ENSG00000099899	ENST00000949384	ENSP00000619443
TRMT2A		ENSG00000099899	ENST00000949385	ENSP00000619444
TRMT2A		ENSG00000099899	ENST00000949386	ENSP00000619445
PBX2	P40425	ENSG00000237344	ENST00000453961	ENSP00000397177
ME2	P23368	ENSG00000082212	ENST00000321341	ENSP00000321070
ME2		ENSG00000082212	ENST00000638937	ENSP00000492393
ME2	P23368	ENSG00000082212	ENST00000382927	ENSP00000372384
ME2		ENSG00000082212	ENST00000639850	ENSP00000491152
ME2		ENSG00000082212	ENST00000639665	ENSP00000491520
ITCH		ENSG00000078747	ENST00000665484	ENSP00000499605
ME2		ENSG00000082212	ENST00000639398	ENSP00000492309
PTDSS1	P48651	ENSG00000156471	ENST00000517309	ENSP00000430548
ITCH	Q96J02	ENSG00000078747	ENST00000696974	ENSP00000513011
ME2		ENSG00000082212	ENST00000638410	ENSP00000492272
ARF6	P62330	ENSG00000165527	ENST00000693319	ENSP00000510419
PTDSS1		ENSG00000156471	ENST00000337004	ENSP00000337331
ME2		ENSG00000082212	ENST00000639255	ENSP00000492085
ARF6	P62330	ENSG00000165527	ENST00000298316	ENSP00000298316
ITCH	Q96J02	ENSG00000078747	ENST00000374864	ENSP00000363998
PTDSS1	P48651	ENSG00000156471	ENST00000522072	ENSP00000430928
ARF6		ENSG00000165527	ENST00000692608	ENSP00000510807
ME2		ENSG00000082212	ENST00000639115	ENSP00000492733
ARF6		ENSG00000165527	ENST00000895811	ENSP00000565870
ME2		ENSG00000082212	ENST00000640965	ENSP00000491954
ARF6		ENSG00000165527	ENST00000895812	ENSP00000565871
ITCH	Q96J02	ENSG00000078747	ENST00000535650	ENSP00000445608
PTDSS1		ENSG00000156471	ENST00000894612	ENSP00000564671
ME2		ENSG00000082212	ENST00000639688	ENSP00000492377
ITCH		ENSG00000078747	ENST00000670516	ENSP00000499526
ME2		ENSG00000082212	ENST00000639612	ENSP00000492638
MCTS1	Q9ULC4	ENSG00000232119	ENST00000371317	ENSP00000360367
ITCH		ENSG00000078747	ENST00000461661	ENSP00000491176
MCTS1	Q9ULC4	ENSG00000232119	ENST00000371315	ENSP00000360365
ME2		ENSG00000082212	ENST00000585680	ENSP00000491793
MCTS1		ENSG00000232119	ENST00000859686	ENSP00000529745
ITCH		ENSG00000078747	ENST00000696975	ENSP00000513012
INF2		ENSG00000203485	ENST00000674723	ENSP00000502257
ME2		ENSG00000082212	ENST00000901565	ENSP00000571624
INF2		ENSG00000203485	ENST00000674869	ENSP00000501558
MCTS1		ENSG00000232119	ENST00000938115	ENSP00000608174
ITCH		ENSG00000078747	ENST00000654846	ENSP00000499220
ME2		ENSG00000082212	ENST00000901566	ENSP00000571625
MCTS1		ENSG00000232119	ENST00000938116	ENSP00000608175
INF2		ENSG00000203485	ENST00000676427	ENSP00000502106
ITCH		ENSG00000078747	ENST00000665428	ENSP00000499283
MCTS1		ENSG00000232119	ENST00000938117	ENSP00000608176
ME2		ENSG00000082212	ENST00000901567	ENSP00000571626
MCTS1		ENSG00000232119	ENST00000938118	ENSP00000608177
ITCH		ENSG00000078747	ENST00000660337	ENSP00000499685
MCTS1		ENSG00000232119	ENST00000938119	ENSP00000608178
PRKACA	P17612	ENSG00000288516	ENST00000673550	ENSP00000499940
MCTS1		ENSG00000232119	ENST00000938120	ENSP00000608179
ME2		ENSG00000082212	ENST00000935531	ENSP00000605590
ME2		ENSG00000082212	ENST00000935532	ENSP00000605591
ITCH	Q96J02	ENSG00000078747	ENST00000262650	ENSP00000262650
ME2		ENSG00000082212	ENST00000953407	ENSP00000623466
PRKACA		ENSG00000288516	ENST00000673186	ENSP00000500038
PRKACA		ENSG00000288516	ENST00000672536	ENSP00000500184
ITCH	Q96J02	ENSG00000078747	ENST00000665346	ENSP00000499786
ITCH		ENSG00000078747	ENST00000696984	ENSP00000513019
PRKACA	P17612	ENSG00000288516	ENST00000672938	ENSP00000500293
ITCH		ENSG00000078747	ENST00000696985	ENSP00000513020
ITCH		ENSG00000078747	ENST00000884253	ENSP00000554312
PRKACA		ENSG00000288516	ENST00000673347	ENSP00000500127
PRKACA		ENSG00000288516	ENST00000672657	ENSP00000500079
ITCH		ENSG00000078747	ENST00000884254	ENSP00000554313
ZNF24	P17028	ENSG00000172466	ENST00000589881	ENSP00000467655
ITCH		ENSG00000078747	ENST00000884255	ENSP00000554314
ITCH		ENSG00000078747	ENST00000884256	ENSP00000554315
ITCH		ENSG00000078747	ENST00000884257	ENSP00000554316
ITCH		ENSG00000078747	ENST00000884258	ENSP00000554317
PINX1	Q96BK5	ENSG00000254093	ENST00000314787	ENSP00000318966
ITCH		ENSG00000078747	ENST00000884259	ENSP00000554318
PINX1	Q96BK5	ENSG00000254093	ENST00000519088	ENSP00000428853
ZNF24	P17028	ENSG00000172466	ENST00000261332	ENSP00000261332
ITCH		ENSG00000078747	ENST00000938729	ENSP00000608788
PINX1		ENSG00000254093	ENST00000524114	ENSP00000428728
ITCH		ENSG00000078747	ENST00000943493	ENSP00000613552
PINX1		ENSG00000254093	ENST00000523559	ENSP00000428242
ZNF24	P17028	ENSG00000172466	ENST00000399061	ENSP00000382015
PINX1		ENSG00000254093	ENST00000524061	ENSP00000429346
ZNF24		ENSG00000172466	ENST00000590140	ENSP00000467432
ZNF24		ENSG00000172466	ENST00000589539	ENSP00000467608
ZNF24		ENSG00000172466	ENST00000593130	ENSP00000467924
PINX1		ENSG00000254093	ENST00000895852	ENSP00000565911
ZNF24		ENSG00000172466	ENST00000876552	ENSP00000546611
ZNF24		ENSG00000172466	ENST00000876553	ENSP00000546612
ZNF24		ENSG00000172466	ENST00000876554	ENSP00000546613
ZNF24		ENSG00000172466	ENST00000876555	ENSP00000546614
PLA2G12A	Q9BZM1	ENSG00000123739	ENST00000243501	ENSP00000243501
ZNF24		ENSG00000172466	ENST00000876556	ENSP00000546615
ZNF24		ENSG00000172466	ENST00000876557	ENSP00000546616
PLA2G12A		ENSG00000123739	ENST00000502283	ENSP00000425274
ZNF24		ENSG00000172466	ENST00000876558	ENSP00000546617
ZNF24		ENSG00000172466	ENST00000931765	ENSP00000601824
ZNF24		ENSG00000172466	ENST00000931766	ENSP00000601825
PLA2G12A		ENSG00000123739	ENST00000507961	ENSP00000424021
HAUS7	Q99871	ENSG00000213397	ENST00000370211	ENSP00000359230
ZNF24		ENSG00000172466	ENST00000954189	ENSP00000624248
PLA2G12A		ENSG00000123739	ENST00000858473	ENSP00000528532
PLA2G12A		ENSG00000123739	ENST00000858474	ENSP00000528533
HAUS7		ENSG00000213397	ENST00000435662	ENSP00000389431
HAUS7		ENSG00000213397	ENST00000370210	ENSP00000359229
HAUS7		ENSG00000213397	ENST00000883494	ENSP00000553553
HAUS7		ENSG00000213397	ENST00000883495	ENSP00000553554
HAUS7		ENSG00000213397	ENST00000938287	ENSP00000608346
HAUS7		ENSG00000213397	ENST00000938288	ENSP00000608347
CSNK2B		ENSG00000228875	ENST00000439572	ENSP00000410942
CSNK2B	P67870	ENSG00000228875	ENST00000452985	ENSP00000415237
SAMD1	Q6SPF0	ENSG00000288488	ENST00000673075	ENSP00000500116
SAMD1		ENSG00000288488	ENST00000710476	ENSP00000518303
OAZ1		ENSG00000104904	ENST00000590943	ENSP00000467452
OAZ1		ENSG00000104904	ENST00000718420	ENSP00000520806
OAZ1		ENSG00000104904	ENST00000718421	ENSP00000520807
CSNK2B		ENSG00000228875	ENST00000413083	ENSP00000407844
OAZ1	P54368	ENSG00000104904	ENST00000602676	ENSP00000473381
CSNK2B	P67870	ENSG00000228875	ENST00000418230	ENSP00000411322
OAZ1		ENSG00000104904	ENST00000718416	ENSP00000520803
CSNK2B	P67870	ENSG00000228875	ENST00000458330	ENSP00000410802
OAZ1		ENSG00000104904	ENST00000718417	ENSP00000520804
OAZ1		ENSG00000104904	ENST00000718418	ENSP00000520805
CSNK2B		ENSG00000228875	ENST00000617578	ENSP00000483938
OAZ1		ENSG00000104904	ENST00000718422	ENSP00000520808
CSNK2B		ENSG00000228875	ENST00000614974	ENSP00000480787
OAZ1		ENSG00000104904	ENST00000718423	ENSP00000520809
OAZ1		ENSG00000104904	ENST00000718424	ENSP00000520810
CSNK2B		ENSG00000228875	ENST00000613998	ENSP00000478919
OAZ1		ENSG00000104904	ENST00000718425	ENSP00000520811
OAZ1		ENSG00000104904	ENST00000582888	ENSP00000463955
OAZ1		ENSG00000104904	ENST00000588673	ENSP00000468437
EIF1B	O60739	ENSG00000114784	ENST00000232905	ENSP00000232905
SURF1	Q15526	ENSG00000148290	ENST00000371974	ENSP00000361042
SURF1		ENSG00000148290	ENST00000615505	ENSP00000482067
INF2	Q27J81	ENSG00000203485	ENST00000330634	ENSP00000376406
SURF1		ENSG00000148290	ENST00000886674	ENSP00000556733
SURF1		ENSG00000148290	ENST00000886675	ENSP00000556734
SURF1		ENSG00000148290	ENST00000886676	ENSP00000556735
INF2	Q27J81	ENSG00000203485	ENST00000392634	ENSP00000376410
INF2		ENSG00000203485	ENST00000675482	ENSP00000501798
INF2	Q27J81	ENSG00000203485	ENST00000398337	ENSP00000381380
INF2		ENSG00000203485	ENST00000675207	ENSP00000502644
INF2		ENSG00000203485	ENST00000674994	ENSP00000502442
INF2		ENSG00000203485	ENST00000675797	ENSP00000502023
INF2		ENSG00000203485	ENST00000675771	ENSP00000502104
SLC25A5	P05141	ENSG00000005022	ENST00000317881	ENSP00000360671
INF2		ENSG00000203485	ENST00000674991	ENSP00000502004
SLC25A5		ENSG00000005022	ENST00000879015	ENSP00000549074
INF2		ENSG00000203485	ENST00000675809	ENSP00000502587
SLC25A5		ENSG00000005022	ENST00000879016	ENSP00000549075
INF2		ENSG00000203485	ENST00000674520	ENSP00000502593
SLC25A5		ENSG00000005022	ENST00000879017	ENSP00000549076
INF2		ENSG00000203485	ENST00000674846	ENSP00000502431
SLC25A5		ENSG00000005022	ENST00000879018	ENSP00000549077
INF2		ENSG00000203485	ENST00000675583	ENSP00000501740
SLC25A5		ENSG00000005022	ENST00000915388	ENSP00000585447
SLC25A5		ENSG00000005022	ENST00000941018	ENSP00000611077
INF2		ENSG00000203485	ENST00000674822	ENSP00000501552
INF2		ENSG00000203485	ENST00000674857	ENSP00000501687
INF2		ENSG00000203485	ENST00000674960	ENSP00000501841
INF2		ENSG00000203485	ENST00000675724	ENSP00000502576
MSRA	Q9UJ68	ENSG00000175806	ENST00000317173	ENSP00000313921
INF2		ENSG00000203485	ENST00000676016	ENSP00000502412
CHKB	Q9Y259	ENSG00000100288	ENST00000406938	ENSP00000384400
INF2		ENSG00000203485	ENST00000675980	ENSP00000502520
MSRA	Q9UJ68	ENSG00000175806	ENST00000441698	ENSP00000410912
MSRA		ENSG00000175806	ENST00000518255	ENSP00000429461
INF2		ENSG00000203485	ENST00000675329	ENSP00000502287
MSRA		ENSG00000175806	ENST00000521209	ENSP00000435644
INF2		ENSG00000203485	ENST00000674662	ENSP00000501895
MSRA		ENSG00000175806	ENST00000522907	ENSP00000428214
CHKB		ENSG00000100288	ENST00000885877	ENSP00000555936
MSRA	Q9UJ68	ENSG00000175806	ENST00000528246	ENSP00000436839
CHKB		ENSG00000100288	ENST00000885878	ENSP00000555937
INF2		ENSG00000203485	ENST00000674757	ENSP00000502202
CHKB		ENSG00000100288	ENST00000885879	ENSP00000555938
INF2		ENSG00000203485	ENST00000675930	ENSP00000502456
MSRA	Q9UJ68	ENSG00000175806	ENST00000382490	ENSP00000371930
OGG1	O15527	ENSG00000114026	ENST00000302003	ENSP00000305584
CHKB		ENSG00000100288	ENST00000885880	ENSP00000555939
INF2		ENSG00000203485	ENST00000676366	ENSP00000501605
OGG1	O15527	ENSG00000114026	ENST00000344629	ENSP00000342851
MSRA		ENSG00000175806	ENST00000521686	ENSP00000427725
OGG1	O15527	ENSG00000114026	ENST00000302036	ENSP00000306561
CHKB		ENSG00000100288	ENST00000939157	ENSP00000609216
MSRA		ENSG00000175806	ENST00000897531	ENSP00000567590
MSRA		ENSG00000175806	ENST00000897532	ENSP00000567591
CHKB		ENSG00000100288	ENST00000939158	ENSP00000609217
INF2		ENSG00000203485	ENST00000675481	ENSP00000502723
OGG1	O15527	ENSG00000114026	ENST00000339511	ENSP00000345520
RIN2	Q8WYP3	ENSG00000132669	ENST00000255006	ENSP00000255006
MSRA		ENSG00000175806	ENST00000897533	ENSP00000567592
CHKB		ENSG00000100288	ENST00000939159	ENSP00000609218
INF2		ENSG00000203485	ENST00000617571	ENSP00000483829
OGG1	O15527	ENSG00000114026	ENST00000352937	ENSP00000344899
MSRA		ENSG00000175806	ENST00000897534	ENSP00000567593
INF2		ENSG00000203485	ENST00000675638	ENSP00000501647
CHKB		ENSG00000100288	ENST00000939160	ENSP00000609219
OGG1	O15527	ENSG00000114026	ENST00000449570	ENSP00000403598
RIN2	Q8WYP3	ENSG00000132669	ENST00000648440	ENSP00000498085
CHKB		ENSG00000100288	ENST00000939161	ENSP00000609220
MSRA		ENSG00000175806	ENST00000897535	ENSP00000567594
OGG1	O15527	ENSG00000114026	ENST00000302008	ENSP00000305527
CHKB		ENSG00000100288	ENST00000949611	ENSP00000619670
MSRA		ENSG00000175806	ENST00000897536	ENSP00000567595
INF2		ENSG00000203485	ENST00000674602	ENSP00000502304
CHKB		ENSG00000100288	ENST00000949612	ENSP00000619671
MSRA		ENSG00000175806	ENST00000897537	ENSP00000567596
INF2		ENSG00000203485	ENST00000252527	ENSP00000252527
OGG1		ENSG00000114026	ENST00000425665	ENSP00000396034
MSRA		ENSG00000175806	ENST00000897538	ENSP00000567597
CHKB		ENSG00000100288	ENST00000949613	ENSP00000619672
OGG1	O15527	ENSG00000114026	ENST00000383826	ENSP00000373337
RIN2		ENSG00000132669	ENST00000440354	ENSP00000391239
MSRA		ENSG00000175806	ENST00000897539	ENSP00000567598
OGG1		ENSG00000114026	ENST00000707074	ENSP00000516725
OGG1		ENSG00000114026	ENST00000441094	ENSP00000390337
INF2		ENSG00000203485	ENST00000674631	ENSP00000502830
RIN2		ENSG00000132669	ENST00000891327	ENSP00000561386
OGG1		ENSG00000114026	ENST00000429146	ENSP00000393726
OGG1		ENSG00000114026	ENST00000426518	ENSP00000399810
RIN2		ENSG00000132669	ENST00000891328	ENSP00000561387
INF2		ENSG00000203485	ENST00000675424	ENSP00000502293
RIN2		ENSG00000132669	ENST00000891329	ENSP00000561388
OGG1		ENSG00000114026	ENST00000416333	ENSP00000402713
INF2		ENSG00000203485	ENST00000674686	ENSP00000502757
RIN2		ENSG00000132669	ENST00000944192	ENSP00000614251
INF2		ENSG00000203485	ENST00000896057	ENSP00000566116
RIN2		ENSG00000132669	ENST00000944193	ENSP00000614252
RIN2		ENSG00000132669	ENST00000944194	ENSP00000614253
RIN2		ENSG00000132669	ENST00000944195	ENSP00000614254
RIN2		ENSG00000132669	ENST00000944196	ENSP00000614255
GLRX2	Q9NS18	ENSG00000023572	ENST00000608166	ENSP00000494652
RIN2		ENSG00000132669	ENST00000944197	ENSP00000614256
GLRX2	Q9NS18	ENSG00000023572	ENST00000367439	ENSP00000356409
SOCS6	O14544	ENSG00000170677	ENST00000397942	ENSP00000381034
SOCS6		ENSG00000170677	ENST00000578377	ENSP00000463064
RIN2		ENSG00000132669	ENST00000944198	ENSP00000614257
SOCS6	O14544	ENSG00000170677	ENST00000582322	ENSP00000463395
RIN2		ENSG00000132669	ENST00000944199	ENSP00000614258
GLRX2	Q9NS18	ENSG00000023572	ENST00000367440	ENSP00000356410
RIN2		ENSG00000132669	ENST00000944200	ENSP00000614259
SOCS6		ENSG00000170677	ENST00000859907	ENSP00000529966
SOCS6		ENSG00000170677	ENST00000859908	ENSP00000529967
RIN2		ENSG00000132669	ENST00000944201	ENSP00000614260
SOCS6		ENSG00000170677	ENST00000859909	ENSP00000529968
RIN2		ENSG00000132669	ENST00000944202	ENSP00000614261
SOCS6		ENSG00000170677	ENST00000859910	ENSP00000529969
RIN2		ENSG00000132669	ENST00000944203	ENSP00000614262
SOCS6		ENSG00000170677	ENST00000859911	ENSP00000529970
SOCS6		ENSG00000170677	ENST00000859912	ENSP00000529971
SOCS6		ENSG00000170677	ENST00000859913	ENSP00000529972
SOCS6		ENSG00000170677	ENST00000859914	ENSP00000529973
SOCS6		ENSG00000170677	ENST00000859915	ENSP00000529974
SOCS6		ENSG00000170677	ENST00000859916	ENSP00000529975
SOCS6		ENSG00000170677	ENST00000859917	ENSP00000529976
SOCS6		ENSG00000170677	ENST00000917314	ENSP00000587373
SOCS6		ENSG00000170677	ENST00000917315	ENSP00000587374
SOCS6		ENSG00000170677	ENST00000917316	ENSP00000587375
SOCS6		ENSG00000170677	ENST00000917317	ENSP00000587376
SOCS6		ENSG00000170677	ENST00000955156	ENSP00000625215
SOCS6		ENSG00000170677	ENST00000955157	ENSP00000625216
SOCS6		ENSG00000170677	ENST00000955158	ENSP00000625217
SOCS6		ENSG00000170677	ENST00000955159	ENSP00000625218
CST3	P01034	ENSG00000101439	ENST00000398411	ENSP00000381448
SOCS6		ENSG00000170677	ENST00000955160	ENSP00000625219
SOCS6		ENSG00000170677	ENST00000955161	ENSP00000625220
SOCS6		ENSG00000170677	ENST00000955162	ENSP00000625221
CST3	P01034	ENSG00000101439	ENST00000376925	ENSP00000366124
DNLZ		ENSG00000213221	ENST00000371739	ENSP00000360804
CST3	P01034	ENSG00000101439	ENST00000398409	ENSP00000381446
CST3		ENSG00000101439	ENST00000879178	ENSP00000549237
CST3		ENSG00000101439	ENST00000944274	ENSP00000614333
DNLZ	Q5SXM8	ENSG00000213221	ENST00000371738	ENSP00000360803
DNLZ		ENSG00000213221	ENST00000893401	ENSP00000563460
MTMR1		ENSG00000063601	ENST00000493995	ENSP00000431992
MTMR1		ENSG00000063601	ENST00000439546	ENSP00000404599
MTMR1		ENSG00000063601	ENST00000429965	ENSP00000390736
MTMR1		ENSG00000063601	ENST00000434699	ENSP00000405946
MTMR1	Q13613	ENSG00000063601	ENST00000485376	ENSP00000434105
MTMR1	Q13613	ENSG00000063601	ENST00000370390	ENSP00000359417
MTMR1		ENSG00000063601	ENST00000542156	ENSP00000445281
MTMR1		ENSG00000063601	ENST00000445323	ENSP00000414178
MTMR1		ENSG00000063601	ENST00000490316	ENSP00000436957
MTMR1		ENSG00000063601	ENST00000436701	ENSP00000414925
MTMR1		ENSG00000063601	ENST00000438018	ENSP00000389884
MTMR1		ENSG00000063601	ENST00000488357	ENSP00000434514
MTMR1		ENSG00000063601	ENST00000914470	ENSP00000584529
MTMR1		ENSG00000063601	ENST00000914471	ENSP00000584530
MTMR1		ENSG00000063601	ENST00000914472	ENSP00000584531
PPP4R2		ENSG00000163605	ENST00000482242	ENSP00000418568
MTMR1		ENSG00000063601	ENST00000914473	ENSP00000584532
MTMR1		ENSG00000063601	ENST00000914474	ENSP00000584533
MTMR1		ENSG00000063601	ENST00000914475	ENSP00000584534
MTMR1		ENSG00000063601	ENST00000941731	ENSP00000611790
PPP4R2	Q9NY27	ENSG00000163605	ENST00000356692	ENSP00000349124
PPP4R2		ENSG00000163605	ENST00000710398	ENSP00000518252
PPP4R2		ENSG00000163605	ENST00000488810	ENSP00000418750
PPP4R2		ENSG00000163605	ENST00000495566	ENSP00000418675
PPP4R2		ENSG00000163605	ENST00000476505	ENSP00000420098
PPP4R2		ENSG00000163605	ENST00000460360	ENSP00000419055
RBM15B	Q8NDT2	ENSG00000259956	ENST00000563281	ENSP00000454545
MAN2A2		ENSG00000196547	ENST00000558290	ENSP00000453740
MAN2A2		ENSG00000196547	ENST00000558853	ENSP00000452691
MAN2A2		ENSG00000196547	ENST00000559999	ENSP00000453078
HCCS	P53701	ENSG00000004961	ENST00000321143	ENSP00000326579
HCCS	P53701	ENSG00000004961	ENST00000380763	ENSP00000370140
HCCS	P53701	ENSG00000004961	ENST00000380762	ENSP00000370139
HCCS		ENSG00000004961	ENST00000882309	ENSP00000552368
HCCS		ENSG00000004961	ENST00000882310	ENSP00000552369
HCCS		ENSG00000004961	ENST00000882311	ENSP00000552370
HCCS		ENSG00000004961	ENST00000911475	ENSP00000581534
HCCS		ENSG00000004961	ENST00000911476	ENSP00000581535
HCCS		ENSG00000004961	ENST00000911477	ENSP00000581536
HCCS		ENSG00000004961	ENST00000941838	ENSP00000611897
TXLNG	Q9NUQ3	ENSG00000086712	ENST00000398155	ENSP00000381222
TXLNG	Q9NUQ3	ENSG00000086712	ENST00000380122	ENSP00000369465
TXLNG		ENSG00000086712	ENST00000876568	ENSP00000546627
TXLNG		ENSG00000086712	ENST00000919096	ENSP00000589155
TXLNG		ENSG00000086712	ENST00000919097	ENSP00000589156
TXLNG		ENSG00000086712	ENST00000919098	ENSP00000589157
TXLNG		ENSG00000086712	ENST00000941919	ENSP00000611978
MAN2A2		ENSG00000196547	ENST00000560451	ENSP00000453999
MAN2A2		ENSG00000196547	ENST00000558161	ENSP00000452631
MAN2A2	P49641	ENSG00000196547	ENST00000559717	ENSP00000452948
MAN2A2		ENSG00000196547	ENST00000559965	ENSP00000453956
MAN2A2	P49641	ENSG00000196547	ENST00000360468	ENSP00000353655
MAN2A2		ENSG00000196547	ENST00000559132	ENSP00000452897
MAN2A2		ENSG00000196547	ENST00000557865	ENSP00000453140
MAN2A2		ENSG00000196547	ENST00000560616	ENSP00000452866
MAN2A2		ENSG00000196547	ENST00000558171	ENSP00000452928
MAN2A2		ENSG00000196547	ENST00000561448	ENSP00000452813
MAN2A2		ENSG00000196547	ENST00000560147	ENSP00000453253
MAN2A2		ENSG00000196547	ENST00000557990	ENSP00000453341
GLRX5	Q86SX6	ENSG00000182512	ENST00000331334	ENSP00000328570
MAN2A2		ENSG00000196547	ENST00000559704	ENSP00000453659
MAN2A2		ENSG00000196547	ENST00000855658	ENSP00000525717
GLRX5		ENSG00000182512	ENST00000557731	ENSP00000451800
GLRX5		ENSG00000182512	ENST00000902982	ENSP00000573041
MAN2A2		ENSG00000196547	ENST00000855659	ENSP00000525718
MTSS1	O43312	ENSG00000170873	ENST00000518547	ENSP00000429064
MTSS1	O43312	ENSG00000170873	ENST00000378017	ENSP00000367256
MTSS1		ENSG00000170873	ENST00000519168	ENSP00000428685
MTSS1	O43312	ENSG00000170873	ENST00000325064	ENSP00000322804
MTSS1	O43312	ENSG00000170873	ENST00000431961	ENSP00000393606
MTSS1		ENSG00000170873	ENST00000524090	ENSP00000428319
MTSS1		ENSG00000170873	ENST00000523179	ENSP00000428348
MTSS1		ENSG00000170873	ENST00000522118	ENSP00000428145
MTSS1		ENSG00000170873	ENST00000522162	ENSP00000429752
MTSS1		ENSG00000170873	ENST00000898433	ENSP00000568492
MTSS1		ENSG00000170873	ENST00000898434	ENSP00000568493
MTSS1		ENSG00000170873	ENST00000898435	ENSP00000568494
MTSS1		ENSG00000170873	ENST00000898436	ENSP00000568495
MTSS1		ENSG00000170873	ENST00000898437	ENSP00000568496
MTSS1		ENSG00000170873	ENST00000898438	ENSP00000568497
MTSS1		ENSG00000170873	ENST00000898439	ENSP00000568498
MIB1	Q86YT6	ENSG00000101752	ENST00000261537	ENSP00000261537
MTSS1		ENSG00000170873	ENST00000898440	ENSP00000568499
MIB1		ENSG00000101752	ENST00000864012	ENSP00000534071
MIB1		ENSG00000101752	ENST00000955830	ENSP00000625889
MIB1		ENSG00000101752	ENST00000955831	ENSP00000625890
