Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000282278	53377839	54295272	4
ENSG00000102543	49247925	49293485	13
ENSG00000113658	136132845	136188747	5
ENSG00000068697	20032650	20051628	2
ENSG00000156096	69480165	69526014	4
ENSG00000125257	95019835	95301475	13
ENSG00000143995	66433452	66573869	2
ENSG00000059804	7919230	7936187	12
ENSG00000148824	133394094	133422520	10
ENSG00000138663	83034447	83075818	4
ENSG00000165804	21090077	21104722	14
ENSG00000127980	92487020	92528520	7
ENSG00000197372	23525631	23687220	19
ENSG00000141404	11689264	11885685	18
ENSG00000164197	64165843	64372869	5
ENSG00000183520	38009258	38024820	1
ENSG00000225899	133623895	133626795	10
ENSG00000196664	12867072	12890361	X
ENSG00000130311	17309518	17323298	19
ENSG00000130037	5043879	5046788	12
ENSG00000145649	55102646	55110252	5
ENSG00000095574	122990807	123008812	10
ENSG00000204379	52495808	52500812	X
ENSG00000271741	34981533	35031741	1
ENSG00000183640	30812697	30813274	21
ENSG00000169327	21148370	21159060	14
ENSG00000274749	30829039	30829759	21
ENSG00000155329	132996985	133026604	5
ENSG00000182591	30880644	30881580	21
ENSG00000142686	35713877	35718894	1
ENSG00000137642	121452314	121633763	11
ENSG00000206102	31038159	31038476	21
ENSG00000092201	21351476	21384019	14
ENSG00000166272	102743948	102834516	10
ENSG00000142168	31659666	31668931	21
ENSG00000213996	19264364	19273391	19
ENSG00000117148	17755333	17827063	1
ENSG00000155011	106921802	107283806	4
ENSG00000117000	40161387	40240921	1
ENSG00000197614	8637346	8662888	12
ENSG00000187754	52644061	52654900	X
ENSG00000107949	125823546	125853695	10
ENSG00000239642	131806990	131945698	5
ENSG00000284989	43650149	43931014	1
ENSG00000204363	52796144	52797427	X
ENSG00000145692	79111809	79132288	5
ENSG00000172086	88027205	88064252	2
ENSG00000064607	18990888	19034023	19
ENSG00000142197	36156782	36294274	21
ENSG00000092853	35720218	35769978	1
ENSG00000184731	38814	46870	2
ENSG00000047634	17737449	17754988	X
ENSG00000236699	105552620	105708093	4
ENSG00000115507	63050057	63057836	2
ENSG00000214078	35626031	35664956	20
ENSG00000146006	138868921	138875368	5
ENSG00000145780	115520908	115544775	5
ENSG00000068383	132537787	132783480	10
ENSG00000214274	20684177	20698971	14
ENSG00000147853	4709556	4742043	9
ENSG00000169946	104590733	105804539	8
ENSG00000174808	74744759	74794523	4
ENSG00000082068	37379285	37753435	5
ENSG00000173960	23927285	24004909	2
ENSG00000166166	103529196	103537073	14
ENSG00000134758	32091874	32131561	18
ENSG00000256500	103562962	103685924	14
ENSG00000164039	103077592	103099870	4
ENSG00000126215	103697609	103715504	14
ENSG00000277150	155456914	155458620	X
ENSG00000184388	73002939	73006106	X
ENSG00000175718	115189410	115192868	X
ENSG00000268447	52751132	52790305	X
ENSG00000135973	105241743	105243467	2
ENSG00000141434	32185069	32220404	18
ENSG00000171094	29192774	29921586	2
ENSG00000120158	4792944	4885917	9
ENSG00000172239	43526267	43557758	5
ENSG00000233056	42916803	42925630	21
ENSG00000167210	46476972	46657220	18
ENSG00000169439	96493813	96611790	8
ENSG00000188992	14108813	14210955	21
ENSG00000213999	19145567	19192131	19
ENSG00000147036	37571569	37684463	X
ENSG00000221837	44627093	44628378	21
ENSG00000160310	46635595	46665124	21
ENSG00000275520	72938163	72938958	X
ENSG00000283463	149929573	149931287	X
ENSG00000063587	153334147	153360110	X
ENSG00000174607	114598770	114678225	4
ENSG00000112699	1623806	2245605	6
ENSG00000147117	47370578	47414498	X
ENSG00000182022	124007668	124093598	10
ENSG00000179222	51803007	51902354	X
ENSG00000248144	99336497	99352746	4
ENSG00000166523	8533305	8540905	12
ENSG00000106993	4679559	4708399	9
ENSG00000188130	50245450	50261716	22
ENSG00000205038	109362461	109537207	8
ENSG00000083520	72752169	72782096	13
ENSG00000166532	8681600	8783095	12
ENSG00000112685	485154	693139	6
ENSG00000196705	21142024	21196053	19
ENSG00000004766	93232340	93361123	7
ENSG00000138780	105708778	105847725	4
ENSG00000183354	5881596	6008482	9
ENSG00000138162	121989163	122254545	10
ENSG00000119699	75958097	75983011	14
ENSG00000139083	11649674	11895377	12
ENSG00000269307	17267418	17282966	19
ENSG00000106688	4490468	4587469	9
ENSG00000150048	10069554	10111627	12
ENSG00000283071	103084210	103090027	14
ENSG00000163235	70447284	70554193	2
ENSG00000185215	103121476	103137439	14
ENSG00000197360	22391019	22532485	19
ENSG00000064652	122843439	123029354	5
ENSG00000182141	21291160	21329425	19
ENSG00000197992	10030678	10066031	12
ENSG00000124875	73836640	73849064	4
ENSG00000145945	3849373	3851320	6
ENSG00000134940	125671522	125680874	11
ENSG00000205808	4662294	4665258	9
ENSG00000174599	117083554	117085576	4
ENSG00000176225	70003031	70205726	18
ENSG00000044459	17134982	17503923	9
ENSG00000070018	12116025	12267044	12
ENSG00000081051	73431138	73456174	4
ENSG00000124802	8073360	8102559	6
ENSG00000083307	101492439	101669726	8
ENSG00000165959	95181940	95319908	14
ENSG00000168658	98087116	98313299	2
ENSG00000183850	23075210	23147221	19
ENSG00000134697	37566816	37595937	1
ENSG00000187664	19254756	19262804	19
ENSG00000145721	97091867	97142753	5
ENSG00000188428	8013567	8064396	6
ENSG00000269067	22974883	23003176	19
ENSG00000110013	124633113	124695707	11
ENSG00000185386	50263713	50270767	22
ENSG00000188133	32783540	32789201	9
ENSG00000173930	102233986	102296284	5
ENSG00000187513	34792999	34795747	1
ENSG00000137040	6011025	6015625	9
ENSG00000147885	21216373	21217311	9
ENSG00000176399	22446824	22455740	9
ENSG00000158106	143368876	143384221	8
ENSG00000147874	19053141	19102904	9
ENSG00000283201	23222755	23274221	19
ENSG00000116151	2321253	2391707	1
ENSG00000121297	31149979	31349436	19
ENSG00000113532	100806933	100903282	5
ENSG00000133103	39655627	39791665	13
ENSG00000138777	105369077	105474067	4
ENSG00000130304	17468769	17506168	19
ENSG00000258986	104474678	104605647	14
ENSG00000134970	115613210	115632992	5
ENSG00000284042	17528669	17529265	5
ENSG00000186367	129748094	129766732	5
ENSG00000184990	104753147	104768494	14
ENSG00000109943	122838500	122872643	11
ENSG00000130021	6667865	7148158	X
ENSG00000006555	54779712	54801323	1
ENSG00000147592	70635318	70669185	8
ENSG00000164308	96875986	96919703	5
ENSG00000130054	69504326	69532508	X
ENSG00000157554	38380027	38661780	21
ENSG00000268629	105218929	105220694	X
ENSG00000198576	142611049	142614479	8
ENSG00000109971	123057489	123063230	11
ENSG00000122692	33041765	33076674	9
ENSG00000066056	43300982	43323108	1
ENSG00000184344	7689784	7695775	12
ENSG00000126249	34404399	34426168	19
ENSG00000235961	153072454	153075019	X
ENSG00000188153	108439838	108697545	X
ENSG00000179627	104800596	104804712	14
ENSG00000067167	70573218	70608416	8
ENSG00000139112	10212458	10223128	12
ENSG00000214265	24955034	25000276	15
ENSG00000100722	88562970	88627596	14
ENSG00000242259	19351368	19447711	22
ENSG00000102802	30906271	30925572	13
ENSG00000167077	41699503	41799456	22
ENSG00000124302	33621953	33773509	19
ENSG00000115875	38743599	38751494	2
ENSG00000205269	11537749	11583524	6
ENSG00000167656	142784882	142786539	8
ENSG00000134871	110305812	110513209	13
ENSG00000164985	15464066	15510995	9
ENSG00000185052	19212642	19722926	20
ENSG00000140396	70109782	70403808	8
ENSG00000268696	22832291	22858667	19
ENSG00000265818	8015726	8102530	6
ENSG00000214114	38862493	38873368	1
ENSG00000255819	10372353	10410146	12
ENSG00000204103	40685848	40689236	20
ENSG00000132793	41340821	41360582	20
ENSG00000116544	34865436	34929650	1
ENSG00000165097	18155329	18223854	6
ENSG00000161249	35497220	35513658	19
ENSG00000106384	101195007	101201038	7
ENSG00000198911	41833079	41907307	22
ENSG00000117016	40620680	40665682	1
ENSG00000285472	22015233	22095857	15
ENSG00000215454	44573729	44575371	21
ENSG00000142185	44350163	44443081	21
ENSG00000273976	23127066	23136822	15
ENSG00000205302	122775079	122834543	5
ENSG00000042832	132866958	133134903	8
ENSG00000121310	52895910	52927212	1
ENSG00000249319	66087761	66152277	7
ENSG00000124177	41402083	41618384	20
ENSG00000146109	26596953	26600739	6
ENSG00000259040	7881522	8064364	6
ENSG00000033178	67612652	67701155	4
ENSG00000006715	38722974	38932394	7
ENSG00000153162	7726099	7881728	6
ENSG00000163121	96497646	96508109	2
ENSG00000229665	57140918	57157082	13
ENSG00000173557	26562585	26579532	2
ENSG00000239264	7881517	7910788	6
ENSG00000197641	63586989	63604639	18
ENSG00000184564	85792790	85806683	13
ENSG00000135638	72916260	72936071	2
ENSG00000184226	66302834	67230445	13
ENSG00000137074	32886601	33025130	9
ENSG00000134539	10226058	10329608	12
ENSG00000206073	63637259	63644256	18
ENSG00000124107	45252239	45254564	20
ENSG00000277322	20531856	20541800	15
ENSG00000043039	129375848	129452279	11
ENSG00000181315	26634383	26659752	6
ENSG00000101443	45469753	45481532	20
ENSG00000159958	41922032	41926806	22
ENSG00000100162	41938737	41947152	22
ENSG00000166250	123069872	123195248	11
ENSG00000134594	130171962	130184870	X
ENSG00000169302	147234963	147387855	5
ENSG00000173376	121035613	121073021	4
ENSG00000056277	130202707	130268899	X
ENSG00000162869	48440598	48515391	2
ENSG00000101446	45512461	45515622	20
ENSG00000260286	24797335	24798917	6
ENSG00000249139	45534196	45547662	20
ENSG00000112273	22569566	22571666	6
ENSG00000164379	1312098	1314758	6
ENSG00000163116	97184093	98143476	4
ENSG00000149557	125442881	125592568	11
ENSG00000169213	51907956	51990700	1
ENSG00000180537	13924446	13980310	6
ENSG00000101448	45540626	45547752	20
ENSG00000206072	63647579	63726432	18
ENSG00000163866	34712737	34859755	1
ENSG00000183066	41998725	42058456	22
ENSG00000124116	45747944	45791932	20
ENSG00000111196	10604193	10613609	12
ENSG00000124787	4994717	5004063	6
ENSG00000156709	130124666	130165879	X
ENSG00000164089	108742048	108763054	4
ENSG00000143001	54980628	54992288	1
ENSG00000102580	95677139	95794988	13
ENSG00000198951	42058334	42070842	22
ENSG00000044115	138610967	138935034	5
ENSG00000057149	63655197	63661893	18
ENSG00000285839	52020153	52033350	1
ENSG00000173391	10158301	10172138	12
ENSG00000283199	113953705	113974076	13
ENSG00000164930	103298433	103332866	8
ENSG00000117419	44221070	44355260	1
ENSG00000001629	92245974	92401383	7
ENSG00000101457	45791954	45811427	20
ENSG00000091664	22338381	22379503	11
ENSG00000132950	19823482	19863649	13
ENSG00000124795	18223860	18264548	6
ENSG00000164037	102885048	103019719	4
ENSG00000105825	93885396	93890753	7
ENSG00000182968	112067149	112071706	13
ENSG00000164764	73064543	73124088	8
ENSG00000175664	30932656	30975500	13
ENSG00000183067	39745183	39802081	21
ENSG00000121621	28020619	28108156	11
ENSG00000184428	143304384	143359979	8
ENSG00000178690	54587757	54599493	18
ENSG00000166527	8509475	8522366	12
ENSG00000164659	86876906	87059654	7
ENSG00000177096	42074248	42079438	22
ENSG00000162384	53214099	53220634	1
ENSG00000101746	33851100	34224952	18
ENSG00000100147	41800679	41832164	22
ENSG00000041515	108596152	109208005	13
ENSG00000162391	54609181	54623556	1
ENSG00000175063	45812576	45816957	20
ENSG00000135951	98997261	99154964	2
ENSG00000100281	35257452	35295807	22
ENSG00000165533	88824153	88881078	14
ENSG00000149256	78652829	79441030	11
ENSG00000060138	10699089	10723323	12
ENSG00000174348	53062052	53085501	1
ENSG00000183778	39556442	39673137	21
ENSG00000154127	122655722	122814473	11
ENSG00000230873	17102050	17131378	6
ENSG00000100297	35400134	35425431	22
ENSG00000160294	46235133	46286297	21
ENSG00000117859	51577179	51798427	1
ENSG00000135220	68928463	68951804	4
ENSG00000112763	26457904	26476621	6
ENSG00000101470	45823214	45833745	20
ENSG00000187498	110148963	110307157	13
ENSG00000158528	94907202	95296415	7
ENSG00000082397	5392381	5630700	18
ENSG00000151490	15322257	15602175	12
ENSG00000050730	121131408	121227466	4
ENSG00000204300	123882920	123885670	11
ENSG00000168612	45881227	45885266	20
ENSG00000124207	49046246	49096960	20
ENSG00000134910	125591712	125625215	11
ENSG00000203485	104681146	104722535	14
ENSG00000104499	142834247	142916506	8
ENSG00000164989	15553043	16061663	9
ENSG00000234616	142657460	142681968	8
ENSG00000095951	12008762	12164999	6
ENSG00000197353	142750150	142752532	8
ENSG00000100292	35380361	35394214	22
ENSG00000138802	109433772	109540896	4
ENSG00000283992	142764338	142769828	8
ENSG00000179142	142910559	142917843	8
ENSG00000145990	13357830	13487662	6
ENSG00000148702	113550837	113589602	10
ENSG00000124214	49113339	49188367	20
ENSG00000152954	24126186	24154900	6
ENSG00000182362	46286342	46297751	21
ENSG00000147655	107899316	108083642	8
ENSG00000147854	6413151	6507054	9
ENSG00000138867	24540423	24555935	22
ENSG00000135953	102714630	102736888	2
ENSG00000186795	117197489	117210299	10
ENSG00000229544	124445243	124450035	10
ENSG00000091009	146203605	146289223	5
ENSG00000008083	15246069	15522042	6
ENSG00000107902	124461823	124617888	10
ENSG00000089876	125836337	125896436	10
ENSG00000204713	28903002	28923988	6
ENSG00000171045	142212080	142403182	8
ENSG00000115665	107986523	108013994	2
ENSG00000160298	46300181	46323875	21
ENSG00000178996	54517759	54546586	5
ENSG00000281938	131807143	132011637	5
ENSG00000109929	121292681	121313410	11
ENSG00000113272	157731420	157741449	5
ENSG00000125538	112829751	112836816	2
ENSG00000107295	17579066	17797124	9
ENSG00000166033	122458551	122514907	10
ENSG00000166862	36560857	36703752	22
ENSG00000100191	32218464	32255347	22
ENSG00000105852	95359872	95396375	7
ENSG00000152684	52787916	52804044	5
ENSG00000126233	142740949	142742406	8
ENSG00000166118	133840631	133845538	11
ENSG00000232040	28570535	28616212	6
ENSG00000120137	168548495	168579368	5
ENSG00000214042	21201469	21202205	9
ENSG00000008513	133454848	133571940	8
ENSG00000153714	12775020	12823060	9
ENSG00000133424	33162226	33922841	22
ENSG00000078401	12290361	12297194	6
ENSG00000176049	147585438	147782775	5
ENSG00000149571	126423358	127003460	11
ENSG00000224586	28525881	28534955	6
ENSG00000086102	33290512	33371157	9
ENSG00000150938	36355778	36551135	2
ENSG00000106366	101127104	101139247	7
ENSG00000155897	130780301	131040909	8
ENSG00000101187	62642503	62685785	20
ENSG00000160305	46458891	46570015	21
ENSG00000171657	41724181	41730130	X
ENSG00000204703	29086208	29087313	6
ENSG00000148773	128096659	128126423	10
ENSG00000185950	109752695	109786583	13
ENSG00000112183	17281361	17293871	6
ENSG00000131174	77899440	77907376	X
ENSG00000138674	82818509	82901166	4
ENSG00000005421	95297676	95324532	7
ENSG00000153498	112376355	112434689	13
ENSG00000165584	48346427	48356707	X
ENSG00000149547	125569280	125584684	11
ENSG00000134873	95433604	95579759	13
ENSG00000166140	40807086	40815084	15
ENSG00000124783	7268306	7347446	6
ENSG00000163541	84423528	84460045	2
ENSG00000101188	62708836	62762771	20
ENSG00000019991	81699010	81770438	7
ENSG00000180155	142771197	142777810	8
ENSG00000101189	62796473	62801729	20
ENSG00000268009	48383516	48393347	X
ENSG00000165650	117277274	117375440	10
ENSG00000060491	62804835	62814000	20
ENSG00000133115	38965925	38990859	13
ENSG00000187773	74434775	74457944	18
ENSG00000203795	122910610	122913111	10
ENSG00000175018	125576522	125683163	10
ENSG00000075336	74148523	74160531	18
ENSG00000284505	142764334	142778224	8
ENSG00000068438	48476021	48486364	X
ENSG00000241484	44752558	44862788	22
ENSG00000088448	110878540	110915069	13
ENSG00000178764	122781655	122974510	8
ENSG00000107105	23690104	23826337	9
ENSG00000092758	62816244	62841159	20
ENSG00000204640	100470482	100483280	2
ENSG00000203791	124748149	124791887	10
ENSG00000206043	74315839	74359189	18
ENSG00000147604	73290242	73295789	8
ENSG00000166347	74250846	74291973	18
ENSG00000204442	107163510	107867496	13
ENSG00000184497	113759226	113816995	13
ENSG00000143924	42169353	42332548	2
ENSG00000077147	96518110	96587452	10
ENSG00000147155	48521799	48528716	X
ENSG00000145685	78485215	78770021	5
ENSG00000137273	1389576	1395603	6
ENSG00000131979	54842008	54902826	14
ENSG00000175198	100089015	100530437	13
ENSG00000124766	21593751	21598619	6
ENSG00000137106	37422666	37436990	9
ENSG00000145996	20534457	21232404	6
ENSG00000072786	172042079	172188224	5
ENSG00000134769	34493291	34891844	18
ENSG00000286268	48521806	48545469	X
ENSG00000104324	96645242	97149654	8
ENSG00000102048	15235288	15270467	X
ENSG00000104081	40087890	40108892	15
ENSG00000146038	24171755	24358059	6
ENSG00000172201	19837370	19842197	6
ENSG00000261732	1632259	1686715	16
ENSG00000165192	15281697	15315640	X
ENSG00000197562	589357	629272	16
ENSG00000198146	34978341	34988287	15
ENSG00000154764	13816258	13880071	3
ENSG00000136986	123013170	123042302	8
ENSG00000137177	17759183	17987635	6
ENSG00000137801	39581079	39599466	15
ENSG00000132570	134905120	135007959	5
ENSG00000100298	39097224	39104067	22
ENSG00000101190	62841005	62861822	20
ENSG00000134121	196763	409417	3
ENSG00000185559	100725705	100738224	14
ENSG00000150712	32226994	32312987	5
ENSG00000165195	15319452	15335554	X
ENSG00000101191	62877738	62937952	20
ENSG00000171307	97446170	97457370	10
ENSG00000021776	34851782	34969742	15
ENSG00000257108	567005	569495	16
ENSG00000127578	629239	634117	16
ENSG00000119121	74722495	74888094	9
ENSG00000172985	109129205	109504634	2
ENSG00000180233	30284597	30367689	7
ENSG00000144021	96266159	96274173	2
ENSG00000167930	234521	272183	16
ENSG00000111701	7649400	7665908	12
ENSG00000185264	36991120	37007851	22
ENSG00000197798	126211724	126262984	11
ENSG00000177692	33485530	33491716	21
ENSG00000066855	65644734	65771261	8
ENSG00000234545	92560758	92590393	7
ENSG00000159131	33503931	33543491	21
ENSG00000253313	43281877	43285617	1
ENSG00000128309	37019635	37029821	22
ENSG00000172243	10116777	10130258	12
ENSG00000162396	54756898	54764523	1
ENSG00000170417	102736905	103019900	2
ENSG00000203995	52842511	52894998	1
ENSG00000126216	112485011	112588205	13
ENSG00000165197	15345596	15384413	X
ENSG00000073464	10156975	10237660	X
ENSG00000169902	66205317	66420543	7
ENSG00000113657	147390808	147510068	5
ENSG00000132622	3732685	3753111	20
ENSG00000284686	56173433	56524495	1
ENSG00000162378	52726453	52827336	1
ENSG00000159248	34751032	34754998	15
ENSG00000128346	37943050	37953669	22
ENSG00000104044	27754875	28099315	15
ENSG00000070669	97851677	97872542	7
ENSG00000143891	38666081	38741237	2
ENSG00000101220	3753508	3767781	20
ENSG00000240563	62194849	62212328	1
ENSG00000100142	37952607	38041915	22
ENSG00000188909	122977570	122981834	11
ENSG00000284773	34974356	34985313	1
ENSG00000117862	52020131	52055191	1
ENSG00000150551	132643286	132671579	2
ENSG00000164796	112222928	113436939	8
ENSG00000154143	124611428	124620356	11
ENSG00000155858	157743712	157760709	5
ENSG00000149295	113409605	113475691	11
ENSG00000158050	96143169	96145440	2
ENSG00000214360	172194172	172203454	5
ENSG00000111261	12326056	12350242	12
ENSG00000072364	132875395	132963634	5
ENSG00000183431	37956975	37990075	1
ENSG00000115091	113890063	113962596	2
ENSG00000280709	21552795	21653276	15
ENSG00000101222	3777504	3781448	20
ENSG00000255641	10412312	10436001	12
ENSG00000128829	39934115	40035591	15
ENSG00000158423	53422690	53431120	X
ENSG00000100151	38056311	38075701	22
ENSG00000125817	3783851	3786740	20
ENSG00000121335	11391540	11501041	12
ENSG00000125843	3820524	3828838	20
ENSG00000144635	32525974	32570858	3
ENSG00000166535	8822621	8887001	12
ENSG00000134595	140502985	140505069	X
ENSG00000130829	153642492	153651326	X
ENSG00000088888	3846799	3876123	20
ENSG00000088205	117814691	117832377	2
ENSG00000130822	153669733	153689010	X
ENSG00000171561	75081753	75096876	11
ENSG00000196092	36833269	37034268	9
ENSG00000243725	54715861	54742657	1
ENSG00000110172	90200429	90223077	11
ENSG00000185974	113667219	113737736	13
ENSG00000171872	44118821	44135140	1
ENSG00000088367	36091504	36232799	20
ENSG00000242265	94656325	94669695	7
ENSG00000115593	88067825	88113384	2
ENSG00000162407	56494761	56645301	1
ENSG00000139797	98175785	98177269	13
ENSG00000152193	78614289	78659155	13
ENSG00000135249	105532169	105567677	7
ENSG00000230031	20835372	20866314	15
ENSG00000169218	37611350	37634892	1
ENSG00000157510	149271859	149343637	5
ENSG00000179399	91398621	92873682	13
ENSG00000250741	18555545	18589564	2
ENSG00000122042	29764371	29850617	13
ENSG00000131379	14675141	14773036	3
ENSG00000134146	35217345	35546193	15
ENSG00000163877	37534449	37554293	1
ENSG00000185989	113977783	114132623	13
ENSG00000144227	138669157	138780390	2
ENSG00000154678	31751179	32428131	7
ENSG00000145817	144158162	144170714	5
ENSG00000128298	38084652	38111015	22
ENSG00000240857	18554723	18560679	2
ENSG00000157184	53196792	53214197	1
ENSG00000159147	33559542	33588706	21
ENSG00000161179	21628089	21630064	22
ENSG00000188277	40769980	40772449	15
ENSG00000163064	118842171	118847648	2
ENSG00000183098	93226807	94408020	13
ENSG00000186132	119302225	119366834	2
ENSG00000103126	287440	352723	16
ENSG00000161180	21632716	21637329	22
ENSG00000165495	125164687	125433389	11
ENSG00000166068	38252836	38357249	15
ENSG00000198815	42176539	42335877	1
ENSG00000102539	49220338	49222377	13
ENSG00000128228	21642302	21644299	22
ENSG00000061455	123089241	123194266	5
ENSG00000122025	28003274	28100592	13
ENSG00000060140	10618923	10674318	12
ENSG00000100023	21666000	21700015	22
ENSG00000248905	32765544	33194714	15
ENSG00000164221	115267190	115296693	5
ENSG00000160886	142700111	142705127	8
ENSG00000206559	28348721	28538122	3
ENSG00000130193	142727223	142736927	8
ENSG00000183605	119140767	119165714	10
ENSG00000116096	72887382	72892158	2
ENSG00000164929	103140713	103230305	8
ENSG00000060982	24810024	24949101	12
ENSG00000091436	173075435	173268015	2
ENSG00000167653	142670308	142682725	8
ENSG00000167972	2275881	2340746	16
ENSG00000142188	33432485	33479974	21
ENSG00000185825	153700492	153724565	X
ENSG00000172164	120535745	120813273	8
ENSG00000134884	106541673	106568137	13
ENSG00000173705	33150043	33218810	3
ENSG00000205359	102371774	102499016	5
ENSG00000152767	98142562	98455176	13
ENSG00000149328	134331874	134378341	11
ENSG00000047249	53715543	53843558	8
ENSG00000154822	16802651	17090604	3
ENSG00000131043	36236131	36270918	20
ENSG00000150667	39588357	39782841	15
ENSG00000134744	52408282	52553487	1
ENSG00000243646	33266367	33311420	21
ENSG00000137364	18128311	18155077	6
ENSG00000154485	125753580	125775821	10
ENSG00000182256	26971181	27541984	15
ENSG00000101986	153724856	153744755	X
ENSG00000186458	257724	261096	20
ENSG00000175470	131901008	131959834	10
ENSG00000196476	270863	290778	20
ENSG00000164304	7326656	7389742	6
ENSG00000109956	134378504	134412242	11
ENSG00000100027	21697536	21735794	22
ENSG00000198753	153764196	153779346	X
ENSG00000197948	141639302	141651418	5
ENSG00000247315	297570	300321	20
ENSG00000205356	98214624	98252232	7
ENSG00000125841	346782	359660	20
ENSG00000159128	33403413	33479348	21
ENSG00000070950	8775402	8963773	3
ENSG00000185252	20394115	20408461	22
ENSG00000213809	10372353	10391874	12
ENSG00000125875	423596	462566	20
ENSG00000136720	128236716	128318868	2
ENSG00000085117	44564427	44620358	11
ENSG00000166450	55611544	55743152	15
ENSG00000226479	120217479	120223400	2
ENSG00000187537	19402486	19434341	14
ENSG00000211455	27243968	27325959	12
ENSG00000068781	48529925	48776517	2
ENSG00000051180	40694774	40732340	15
ENSG00000277971	20429241	20446620	22
ENSG00000142279	34481758	34512304	19
ENSG00000144668	37452115	37823507	3
ENSG00000138161	122832158	122846175	10
ENSG00000099910	20441519	20495844	22
ENSG00000168938	123023250	123036725	5
ENSG00000177683	108554543	108569750	7
ENSG00000184343	153776412	153785732	X
ENSG00000157538	37223420	37267919	21
ENSG00000249861	39655913	39660647	19
ENSG00000176294	19719015	19830253	14
ENSG00000113638	40512333	40755963	5
ENSG00000156831	125091679	125367120	8
ENSG00000101266	472498	543835	20
ENSG00000196357	36182276	36246257	19
ENSG00000129535	24078662	24115010	14
ENSG00000188916	127135426	127196591	10
ENSG00000188991	16188485	16277685	12
ENSG00000267795	4788397	4796491	16
ENSG00000135185	87196160	87220587	7
ENSG00000133433	23957414	23961195	22
ENSG00000111713	21536107	21604847	12
ENSG00000180745	127877841	127892941	10
ENSG00000113441	96935394	97037513	5
ENSG00000054598	1609915	1613897	6
ENSG00000161558	48332356	48364059	19
ENSG00000100889	24094053	24110598	14
ENSG00000179813	42781550	42791549	13
ENSG00000166634	63542369	63569329	18
ENSG00000282804	24797373	24809798	6
ENSG00000120008	120851305	120909524	10
ENSG00000187566	18120440	18122677	6
ENSG00000283039	44137821	44141631	1
ENSG00000182670	37073226	37203112	21
ENSG00000156052	77716097	78031811	9
ENSG00000153046	4706159	4955551	6
ENSG00000118094	118657316	118679690	11
ENSG00000162385	53226900	53238518	1
ENSG00000099974	23966888	23972556	22
ENSG00000106355	32485338	32495283	7
ENSG00000099991	24011192	24178628	22
ENSG00000171451	67506587	67516720	18
ENSG00000141391	12407896	12432238	18
ENSG00000165714	12357078	12471233	12
ENSG00000163576	19879472	19947025	3
ENSG00000123080	50960745	50974634	1
ENSG00000131634	1528688	1555580	16
ENSG00000181195	56436674	56446671	8
ENSG00000230657	11307077	11310436	12
ENSG00000165092	72900671	73080442	9
ENSG00000198142	109614364	109618990	2
ENSG00000237440	20535825	20565809	19
ENSG00000071051	105744912	105894274	2
ENSG00000008394	16347142	16609259	12
ENSG00000168096	4696510	4734378	16
ENSG00000162598	59987269	60073770	1
ENSG00000182307	145052465	145066685	8
ENSG00000267041	36714383	36772825	19
ENSG00000165810	181040225	181061521	5
ENSG00000204920	43967862	43998326	19
ENSG00000180879	153793516	153798499	X
ENSG00000136156	48232612	48270357	13
ENSG00000188167	33090421	33097146	3
ENSG00000124615	39899578	39934551	6
ENSG00000157856	26401920	26456711	2
ENSG00000159251	34790230	34795549	15
ENSG00000129810	20160593	20186206	3
ENSG00000162415	45016399	45306209	1
ENSG00000106367	101154456	101161596	7
ENSG00000122490	79902420	79951657	18
ENSG00000205846	8455962	8478330	12
ENSG00000109881	27330827	27363234	11
ENSG00000155621	71911510	71986054	9
ENSG00000155846	149730298	149855022	5
ENSG00000204977	49995888	50020481	13
ENSG00000162600	58415384	58546802	1
ENSG00000285854	21536203	21657798	12
ENSG00000258461	42348103	42412317	15
ENSG00000167637	43827321	43852017	19
ENSG00000187569	7711433	7717559	12
ENSG00000071073	98619106	98731132	2
ENSG00000100897	24114195	24125242	14
ENSG00000187151	101890674	101916522	11
ENSG00000106397	101205977	101218420	7
ENSG00000257062	21047179	21176895	12
ENSG00000198910	153861514	153886173	X
ENSG00000198553	50015254	50020922	13
ENSG00000197506	84275457	84340758	9
ENSG00000110318	101915010	102001062	11
ENSG00000267110	55154757	55160671	19
ENSG00000134755	31058840	31102522	18
ENSG00000186136	11185993	11186937	12
ENSG00000165672	119167720	119178812	10
ENSG00000176222	43872365	43901385	19
ENSG00000116704	66999350	67054148	1
ENSG00000171570	40778242	40808418	19
ENSG00000136104	50909747	51024120	13
ENSG00000124602	41026895	41039221	6
ENSG00000110975	33374238	33439819	12
ENSG00000066827	134477788	134713049	8
ENSG00000183762	29073035	29168333	22
ENSG00000105176	29923644	30016612	19
ENSG00000185742	109422190	109429167	11
ENSG00000204612	77019655	77020953	9
ENSG00000154330	68328308	68531061	9
ENSG00000112212	41042467	41044337	6
ENSG00000149534	60088261	60098467	11
ENSG00000186998	29205896	29259597	22
ENSG00000170485	100820139	100996829	2
ENSG00000135218	80369575	80679277	7
ENSG00000151491	15620134	15882329	12
ENSG00000157193	53242364	53328469	1
ENSG00000171311	97435909	97446017	10
ENSG00000172197	20099684	20212469	6
ENSG00000160255	44885953	44931989	21
ENSG00000007944	16129086	16148248	6
ENSG00000135069	78297125	78330093	9
ENSG00000159882	44002957	44013924	19
