Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000230700	2913007	2920054	HSCHR6_MHC_DBB_CTG1
ENSG00000224774	2964520	2972830	HSCHR6_MHC_SSTO_CTG1
ENSG00000228875	3142527	3150837	HSCHR6_MHC_COX_CTG1
ENSG00000232960	2970283	2977329	HSCHR6_MHC_MANN_CTG1
ENSG00000224398	3007108	3015418	HSCHR6_MHC_MCF_CTG1
ENSG00000206406	2921060	2929370	HSCHR6_MHC_QBL_CTG1
ENSG00000101439	23626706	23638556	20
ENSG00000160213	43772511	43776579	21
ENSG00000101138	56392371	56406362	20
ENSG00000177613	51695486	51699595	10
ENSG00000159692	1211434	1250333	4
ENSG00000102974	67561831	67639189	16
ENSG00000175215	57819927	57846729	12
ENSG00000044115	138610967	138935039	5
ENSG00000168036	41194741	41260096	3
ENSG00000178585	9848269	9910368	1
ENSG00000132792	37694030	37872129	20
ENSG00000198561	57753243	57819546	11
ENSG00000064601	45890144	45898949	20
ENSG00000117984	1752752	1764573	11
ENSG00000288401	159692	197872	HG2115_PATCH
ENSG00000085733	70398404	70436584	11
ENSG00000174177	88706473	88715396	16
ENSG00000107874	102423242	102432718	10
ENSG00000055130	148697914	148801110	7
ENSG00000108094	35008504	35127006	10
ENSG00000139842	113208193	113267108	13
ENSG00000158290	120505920	120604074	X
ENSG00000166266	108008898	108107781	11
ENSG00000226492	4865167	4867042	HSCHR6_MHC_SSTO_CTG1
ENSG00000112514	33416442	33418381	6
ENSG00000257923	101815904	102283958	7
ENSG00000150316	94962620	94973611	11
ENSG00000163510	179944872	180007297	2
ENSG00000276761	2835753	2860800	HSCHR17_7_CTG4
ENSG00000273559	38800441	38825646	17
ENSG00000154832	50282331	50287857	18
ENSG00000171604	139646375	139683882	5
ENSG00000103018	69398402	69466264	16
ENSG00000167740	4143168	4187310	17
ENSG00000100243	42615730	42720870	22
ENSG00000179091	144095039	144097525	8
ENSG00000288461	3764107	3841375	HG2365_PATCH
ENSG00000280618	746	78058	HSCHR15_1_CTG3
ENSG00000273749	22867052	22981063	15
ENSG00000155016	107931531	107953465	4
ENSG00000180902	241734596	241768816	2
ENSG00000129562	22564902	22589235	14
ENSG00000173402	49468649	49535619	3
ENSG00000164535	6407846	6484190	7
ENSG00000178149	49015488	49022293	3
ENSG00000132676	155687833	155739014	1
ENSG00000117593	173824540	173858808	1
ENSG00000229396	4777674	4777956	HSCHR6_MHC_SSTO_CTG1
ENSG00000206206	4562073	4572783	HSCHR6_MHC_DBB_CTG1
ENSG00000227046	4730043	4740754	HSCHR6_MHC_COX_CTG1
ENSG00000231617	4754493	4765202	HSCHR6_MHC_MCF_CTG1
ENSG00000206279	4512987	4523698	HSCHR6_MHC_QBL_CTG1
ENSG00000204209	33318558	33323259	6
ENSG00000071626	1407536	1435687	19
ENSG00000137992	100182222	100249873	1
ENSG00000122741	37800554	37867666	9
ENSG00000284796	415173	426220	HG1_PATCH
ENSG00000100897	24114010	24125614	14
ENSG00000198876	34086384	34127399	9
ENSG00000164934	103414714	103443579	8
ENSG00000139990	69050881	69153179	14
ENSG00000136485	63550222	63594286	17
ENSG00000132716	160215715	160263388	1
ENSG00000172992	45023338	45061131	17
ENSG00000129187	182890060	182917936	4
ENSG00000175203	57529633	57547242	12
ENSG00000137100	34613545	34620523	9
ENSG00000132912	150706840	150759095	5
ENSG00000166847	23641381	23677472	16
ENSG00000104671	30156319	30183639	8
ENSG00000179958	30423615	30430030	16
ENSG00000188215	20854897	20900400	16
ENSG00000109184	51843000	51916839	4
ENSG00000137692	103050686	103092194	11
ENSG00000130311	17309518	17323298	19
ENSG00000167986	61299447	61342596	11
ENSG00000134574	47214457	47239240	11
ENSG00000244038	20651767	20661544	1
ENSG00000198171	3188734	3204700	20
ENSG00000079785	15591178	15634346	2
ENSG00000178105	108665053	108940999	11
ENSG00000100201	38483438	38507660	22
ENSG00000088205	117814673	117832379	2
ENSG00000168872	70346861	70373992	16
ENSG00000157349	70289663	70335305	16
ENSG00000165732	68956135	68985072	10
ENSG00000174243	48829756	48852842	12
ENSG00000273761	1165482	1195807	HSCHR14_7_CTG1
ENSG00000089737	94048287	94081215	14
ENSG00000124228	49219347	49244077	20
ENSG00000237889	2862768	2871733	HSCHR6_MHC_APD_CTG1
ENSG00000235439	2829503	2841732	HSCHR6_MHC_SSTO_CTG1
ENSG00000225073	3007552	3023908	HSCHR6_MHC_COX_CTG1
ENSG00000230624	2777992	2794348	HSCHR6_MHC_DBB_CTG1
ENSG00000225859	2835292	2851631	HSCHR6_MHC_MANN_CTG1
ENSG00000229496	2872162	2888517	HSCHR6_MHC_MCF_CTG1
ENSG00000215425	2786081	2802434	HSCHR6_MHC_QBL_CTG1
ENSG00000198563	31530218	31542451	6
ENSG00000215301	41333348	41364472	X
ENSG00000183258	177511569	177516979	5
ENSG00000198231	63773603	63819429	17
ENSG00000145833	134758771	134831121	5
ENSG00000213782	12813316	12829981	12
ENSG00000105671	18919700	18929189	19
ENSG00000123064	113157173	113185508	12
ENSG00000136271	44565418	44575051	7
ENSG00000118197	200623896	200670049	1
ENSG00000158796	161120973	161133280	1
ENSG00000140995	89948127	89968066	16
ENSG00000143753	224175756	224193441	1
ENSG00000124795	18223860	18265997	6
ENSG00000119522	123379648	123930152	9
ENSG00000174485	65658046	65792293	15
ENSG00000139726	122752824	122771064	12
ENSG00000023697	15911284	16037381	12
ENSG00000136986	123013170	123042406	8
ENSG00000072849	5471254	5486811	17
ENSG00000100418	41598028	41621081	22
ENSG00000182108	10928891	10942468	16
ENSG00000160049	10456522	10472549	1
ENSG00000070413	19036280	19122461	22
ENSG00000128185	20314238	20320080	22
ENSG00000095059	12673411	12681894	19
ENSG00000102796	51767520	51804187	13
ENSG00000109016	21123364	21193265	17
ENSG00000109606	24517441	24584603	4
ENSG00000227222	1988978	2002543	HSCHR6_MHC_APD_CTG1
ENSG00000226171	1953870	1973820	HSCHR6_MHC_SSTO_CTG1
ENSG00000233418	1908942	1928891	HSCHR6_MHC_DBB_CTG1
ENSG00000233561	2132833	2152781	HSCHR6_MHC_COX_CTG1
ENSG00000233049	1963343	1983290	HSCHR6_MHC_MANN_CTG1
ENSG00000231377	1997169	2017114	HSCHR6_MHC_MCF_CTG1
ENSG00000206486	1908201	1928150	HSCHR6_MHC_QBL_CTG1
ENSG00000204560	30653119	30673013	6
ENSG00000067248	55256055	55307707	5
ENSG00000132153	47802641	47851617	3
ENSG00000089876	125836337	125896514	10
ENSG00000005100	5440917	5468982	17
ENSG00000281763	1181	9497	HSCHR3_2_CTG2_1
ENSG00000174953	154272546	154324487	3
ENSG00000140829	72093613	72112912	16
ENSG00000067596	43483865	43610338	17
ENSG00000135829	182839302	182887982	1
ENSG00000184047	122207394	122226062	12
ENSG00000101191	62877738	62937952	20
ENSG00000086189	62347284	62403943	5
ENSG00000083520	72752169	72782096	13
ENSG00000144535	231961245	232344350	2
ENSG00000130826	154762742	154777697	X
ENSG00000091140	107891162	107931730	7
ENSG00000075711	197042560	197299330	3
ENSG00000080845	36306302	36528637	20
ENSG00000119689	74881891	74903966	14
ENSG00000178028	44213427	44220681	1
ENSG00000165506	49625174	49635244	14
ENSG00000069345	46955362	46973704	16
ENSG00000276726	128128	159098	HSCHR16_3_CTG1
ENSG00000103423	4425805	4456775	16
ENSG00000090520	186567403	186585800	3
ENSG00000148719	72332830	72355167	10
ENSG00000128590	108569847	108574850	7
ENSG00000077232	182715607	182794464	2
ENSG00000007923	6634168	6701924	1
ENSG00000135392	55820746	55830824	12
ENSG00000104129	40765161	40807498	15
ENSG00000205981	180983635	180989774	3
ENSG00000105821	103312289	103344830	7
ENSG00000168724	34929548	34958964	5
ENSG00000102580	95677114	95794988	13
ENSG00000110011	64230158	64234286	11
ENSG00000101152	63894641	63936031	20
ENSG00000168259	41976421	42021376	17
ENSG00000126698	28199456	28233032	1
ENSG00000213551	73183362	73247280	10
ENSG00000105612	12875209	12881595	19
ENSG00000213221	136359480	136363744	9
ENSG00000087470	32679200	32745650	12
ENSG00000079805	10717974	10833504	19
ENSG00000101457	45791946	45811427	20
ENSG00000067334	93866284	93879918	1
ENSG00000129932	3490821	3500936	19
ENSG00000175283	128945530	128947603	9
ENSG00000172269	119096025	119108331	11
ENSG00000108963	2030137	2043898	17
ENSG00000132768	43969978	43973373	1
ENSG00000154813	16257061	16264982	3
ENSG00000117543	100989623	101026110	1
ENSG00000000419	50934852	50959140	20
ENSG00000176978	137110540	137118309	9
ENSG00000162961	31867809	32039809	2
ENSG00000117505	93345907	93369493	1
ENSG00000156171	111115884	111140225	1
ENSG00000175550	65919274	65921563	11
ENSG00000108591	18087892	18107979	17
ENSG00000113360	31400494	31533186	5
ENSG00000104047	49621031	49656232	15
ENSG00000291483	431280	449630	HG2052_PATCH
ENSG00000144048	73761782	73780173	2
ENSG00000275932	1729002	1752668	HSCHR17_7_CTG4
ENSG00000276023	37488397	37513517	17
ENSG00000280962	442285	531866	HG1362_PATCH
ENSG00000111266	12473282	12563147	12
ENSG00000112679	291630	351355	6
ENSG00000128951	48331011	48343373	15
ENSG00000161202	184155159	184173614	3
ENSG00000141627	49036387	49461347	18
ENSG00000144635	32525974	32570900	3
ENSG00000264364	58082863	58095542	17
ENSG00000125971	34516379	34540958	20
ENSG00000146425	158636474	158644755	6
ENSG00000205250	67192155	67198918	16
ENSG00000167967	2223440	2235743	16
ENSG00000144597	15427598	15450635	3
ENSG00000129518	34515938	34539721	14
ENSG00000103356	23520754	23557731	16
ENSG00000147654	109539711	109570072	8
ENSG00000117395	43164175	43270936	1
ENSG00000122882	73130155	73169055	10
ENSG00000282853	225094	241513	HG26_PATCH
ENSG00000104823	38815417	38831874	19
ENSG00000093144	127288712	127343609	6
ENSG00000127884	133362472	133373714	10
ENSG00000167969	2239402	2252300	16
ENSG00000198721	4115685	4135597	6
ENSG00000130159	11505927	11530564	19
ENSG00000179151	74630557	74696292	15
ENSG00000038358	67873049	67884516	16
ENSG00000116406	184690237	184754907	1
ENSG00000107223	136862115	136866312	9
ENSG00000074266	86201212	86279807	11
ENSG00000283391	268603	271946	HSCHR2_6_CTG7_2
ENSG00000114942	206159585	206162932	2
ENSG00000124802	8073360	8102573	6
ENSG00000167658	3976044	3985479	19
ENSG00000284869	22577	277765	HSCHR3_9_CTG2_1
ENSG00000132394	128153433	128409356	3
ENSG00000159658	46674659	46719146	1
ENSG00000132294	131904077	132013642	8
ENSG00000108883	44849948	44899626	17
ENSG00000269858	40798996	40808444	19
ENSG00000181090	137618977	137870016	9
ENSG00000149547	125568248	125584690	11
ENSG00000176396	39538707	39540161	19
ENSG00000173812	41688883	41692668	17
ENSG00000175376	65996545	66002472	11
ENSG00000114784	40309707	40312424	3
ENSG00000144895	150546678	150586016	3
ENSG00000086232	6022247	6059231	7
ENSG00000172071	88556741	88691518	2
ENSG00000128829	39934115	40035736	15
ENSG00000119718	75002894	75012366	14
ENSG00000070785	44850522	44986722	1
ENSG00000115211	27363420	27370400	2
ENSG00000145191	184135038	184146127	3
ENSG00000143486	206571292	206612514	1
ENSG00000134001	67360011	67386516	14
ENSG00000125977	34088309	34112279	20
ENSG00000107581	119033670	119080835	10
ENSG00000106263	2354086	2380747	7
ENSG00000100353	36510850	36529245	22
ENSG00000104408	108162787	108443496	8
ENSG00000130811	10115010	10119951	19
ENSG00000147677	116642130	116766925	8
ENSG00000084623	32221077	32245397	1
ENSG00000104131	44537098	44563029	15
ENSG00000282986	28718	46591	HG26_PATCH
ENSG00000178982	38619055	38636959	19
ENSG00000100129	37848868	37889407	22
ENSG00000149100	32583785	32606264	11
ENSG00000161960	7572760	7579006	17
ENSG00000291508	159075	171857	HG2118_PATCH
ENSG00000141543	80134369	80147151	17
ENSG00000135930	232550659	232583644	2
ENSG00000114867	184314490	184335358	3
ENSG00000110321	10797050	10808940	11
ENSG00000075151	20806292	21177285	1
ENSG00000106682	74174231	74197122	7
ENSG00000100664	103333544	103345025	14
ENSG00000288145	65364	70828	HG2087_PATCH
ENSG00000132507	7306944	7312466	17
ENSG00000253626	79512533	79516440	10
ENSG00000158417	99337371	99401326	2
ENSG00000242372	35278906	35284985	20
ENSG00000006744	12991268	13018065	17
ENSG00000066044	7958573	8006062	19
ENSG00000109381	139028112	139177224	4
ENSG00000126767	47631621	47650604	X
ENSG00000158711	205597556	205634520	1
ENSG00000118985	95885098	95961871	5
ENSG00000115459	85354394	85391752	2
ENSG00000066322	43363396	43368075	1
ENSG00000134759	36129444	36180557	18
ENSG00000134014	28089673	28191156	8
ENSG00000109911	31509755	31790324	11
ENSG00000163832	47495640	47513712	3
ENSG00000127463	19215660	19251552	1
ENSG00000161671	50476400	50490871	19
ENSG00000104412	108443601	108489196	8
ENSG00000125037	9962682	10011202	3
ENSG00000128463	34225013	34230161	15
ENSG00000127774	3668812	3669668	17
ENSG00000134153	34083980	34101910	15
ENSG00000131148	85771758	85799625	16
ENSG00000285377	439937	442569	HG1_PATCH
ENSG00000100908	24138958	24142023	14
ENSG00000102119	154379244	154381574	X
ENSG00000126749	6970805	6979936	12
ENSG00000167136	128818461	128822676	9
ENSG00000145293	82430589	82461177	4
ENSG00000143420	150600851	150629612	1
ENSG00000197217	23385783	23457716	8
ENSG00000197586	25195693	25228075	20
ENSG00000120533	109334324	109345954	8
ENSG00000120616	32267751	32378798	10
ENSG00000178567	36985043	36993131	3
ENSG00000063245	55675109	55709858	19
ENSG00000132591	28855009	28861067	17
ENSG00000164307	96760810	96808100	5
ENSG00000012061	45407333	45478867	19
ENSG00000104884	45349773	45370918	19
ENSG00000163161	127257285	127294188	2
ENSG00000134899	102845831	102875995	13
ENSG00000087502	29337352	29381189	12
ENSG00000125991	35542024	35557634	20
ENSG00000100632	69380123	69398334	14
ENSG00000117419	44221070	44355267	1
ENSG00000282665	12731	19697	HSCHR8_4_CTG1
ENSG00000104714	614746	738106	8
ENSG00000068912	53787009	53833038	2
ENSG00000023318	99979185	100099052	9
ENSG00000139684	46770748	46799772	13
ENSG00000089048	13714322	13785409	20
ENSG00000120705	138506093	138543239	5
ENSG00000140374	76188555	76311730	15
ENSG00000105379	51345161	51366449	19
ENSG00000139083	11649623	11895386	12
ENSG00000182944	29268009	29300530	22
ENSG00000081177	69191498	69244020	14
ENSG00000090989	55853628	55905096	4
ENSG00000112685	485133	693169	6
ENSG00000180104	442522	471937	5
ENSG00000131558	133253071	134067137	7
ENSG00000182473	76080995	76121576	17
ENSG00000116903	231332753	231337852	1
ENSG00000171311	97428014	97446085	10
ENSG00000171824	11066613	11099898	1
ENSG00000130713	130693721	130707288	9
ENSG00000178896	144078621	144081244	8
ENSG00000075914	44975241	45036066	3
ENSG00000120699	36998816	37025881	13
ENSG00000151348	44095648	44251962	11
ENSG00000012232	28600469	28756561	8
ENSG00000168040	70203295	70207395	11
ENSG00000185104	50437028	50960279	1
ENSG00000113194	176447628	176510075	5
ENSG00000180185	1826967	1840207	16
ENSG00000055147	153990148	154038936	5
ENSG00000197798	126211687	126263051	11
ENSG00000048828	93451685	93566112	9
ENSG00000188938	93431441	93453581	9
ENSG00000275333	17941	143626	HSCHR6_1_CTG5
ENSG00000112584	170290703	170407067	6
ENSG00000035141	70295976	70302067	2
ENSG00000138286	73168119	73244504	10
ENSG00000114023	122384161	122412334	3
ENSG00000152102	131047876	131093487	2
ENSG00000174132	100535338	100586741	5
ENSG00000151327	35045117	35116630	14
ENSG00000123575	104166453	104195902	X
ENSG00000221909	99546300	99559392	7
ENSG00000165669	118297925	118342331	10
ENSG00000116199	179025804	179076567	1
ENSG00000124098	56358974	56368663	20
ENSG00000105058	16185380	16192048	19
ENSG00000071889	154506159	154516882	X
ENSG00000071859	154444103	154450654	X
ENSG00000145945	3849373	3851320	6
ENSG00000137414	17600302	17611719	6
ENSG00000119812	33532744	33599347	2
ENSG00000145982	5261044	5829192	6
ENSG00000179115	12922276	12934037	19
ENSG00000116120	222566899	222656313	2
ENSG00000164896	151076591	151080866	7
ENSG00000118246	206765357	206796189	2
ENSG00000215251	3146519	3159865	20
ENSG00000112787	132489551	132585188	12
ENSG00000107872	102418520	102423142	10
ENSG00000145743	107859035	108382098	5
ENSG00000005812	76992598	77027195	13
ENSG00000112234	98868535	98948006	6
ENSG00000118564	15604381	15681679	4
ENSG00000285442	86034	89979	HG2419_PATCH
ENSG00000182325	144355427	144359376	8
ENSG00000138081	47789316	47906507	2
ENSG00000167196	75903876	75942511	15
ENSG00000143756	224114111	224162047	1
ENSG00000110429	33740939	33774543	11
ENSG00000145868	148383826	148442850	5
ENSG00000291375	50977	156623	HG1343_HG173_HG459_PATCH
ENSG00000037637	16246840	16352487	1
ENSG00000174013	196568611	196589059	3
ENSG00000116663	11664189	11674354	1
ENSG00000100225	32474676	32498831	22
ENSG00000072803	171861548	172006873	5
ENSG00000119402	120751978	120793438	9
ENSG00000107829	101610663	101695295	10
ENSG00000159069	136940435	136944762	9
ENSG00000109670	152320544	152536107	4
ENSG00000119616	74713144	74738620	14
ENSG00000284967	1508591	1552526	HG76_PATCH
ENSG00000079459	11795570	11839500	8
ENSG00000160752	155304786	155320666	1
ENSG00000137714	110429379	110464884	11
ENSG00000066926	57544377	57586761	18
ENSG00000145780	115520908	115544775	5
ENSG00000168496	61792725	61797238	11
ENSG00000171055	36531805	36646087	2
ENSG00000111790	26938401	26966650	12
ENSG00000091483	241497511	241519799	1
ENSG00000172500	65883740	65888531	11
ENSG00000198855	108513710	108525837	12
ENSG00000145216	53377562	53464382	4
ENSG00000214253	101239458	101252316	7
ENSG00000179943	55591371	55606194	19
ENSG00000100442	45115599	45135319	14
ENSG00000105701	18531751	18544264	19
ENSG00000224200	3370071	3371655	HSCHR6_MHC_DBB_CTG1
ENSG00000230907	3567038	3568622	HSCHR6_MHC_COX_CTG1
ENSG00000223666	3470727	3472311	HSCHR6_MHC_MCF_CTG1
ENSG00000204315	32128697	32131070	6
ENSG00000181027	46746046	46776988	19
ENSG00000160688	154983338	154993111	1
ENSG00000154803	17212206	17237203	17
ENSG00000223654	2057212	2060006	HSCHR6_MHC_APD_CTG1
ENSG00000232280	2207446	2222473	HSCHR6_MHC_COX_CTG1
ENSG00000206379	1983559	1998584	HSCHR6_MHC_DBB_CTG1
ENSG00000230143	2028495	2043529	HSCHR6_MHC_SSTO_CTG1
ENSG00000224740	2071784	2085614	HSCHR6_MHC_MCF_CTG1
ENSG00000236271	2037960	2052984	HSCHR6_MHC_MANN_CTG1
ENSG00000206480	1982822	1997843	HSCHR6_MHC_QBL_CTG1
ENSG00000137312	30727709	30743075	6
ENSG00000132589	28879335	28897739	17
ENSG00000102531	48975912	49209779	13
ENSG00000168522	43034194	43085788	8
ENSG00000257365	64986837	65062655	14
ENSG00000141568	82519689	82644662	17
ENSG00000137166	41546363	41602384	6
ENSG00000110074	126269024	126278132	11
ENSG00000136877	127794597	127814494	9
ENSG00000254685	74198238	74234086	1
ENSG00000148690	93667883	93703294	10
ENSG00000140718	53701692	54158512	16
ENSG00000068438	48476021	48486364	X
ENSG00000108592	63819433	63830012	17
ENSG00000162613	77944055	77979527	1
ENSG00000165775	155025980	155060304	X
ENSG00000165060	69035750	69079076	9
ENSG00000122068	197737179	197787596	3
ENSG00000105325	3506277	3538334	19
ENSG00000145907	151770951	151812911	5
ENSG00000291507	126262	144587	HG2118_PATCH
ENSG00000171298	80101533	80119881	17
ENSG00000170296	7240008	7242449	17
ENSG00000034713	75566375	75577881	16
ENSG00000104064	50275389	50355440	15
ENSG00000179271	12953119	12957223	19
ENSG00000156958	49155656	49367869	15
ENSG00000141012	88813733	88856970	16
ENSG00000141429	35580892	35713370	18
ENSG00000143641	230057990	230282128	1
ENSG00000213930	34637367	34651754	9
ENSG00000089597	62624824	62646726	11
ENSG00000165219	125261780	125367207	9
ENSG00000262473	102653	115588	HSCHR21_4_CTG1_1
ENSG00000159131	33503371	33543524	21
ENSG00000167491	19385638	19508932	19
ENSG00000261992	121426	145049	HSCHR1_1_CTG31
ENSG00000143614	153789030	153923360	1
ENSG00000257218	120446444	120463749	12
ENSG00000070610	35736864	35749986	9
ENSG00000107862	102245371	102382899	10
ENSG00000179562	127580628	127593611	7
ENSG00000105607	12891128	12915126	19
ENSG00000001084	53497341	53616970	6
ENSG00000023909	93885199	93909513	1
ENSG00000006007	19501693	19522123	16
ENSG00000057608	5765221	5842132	10
ENSG00000183208	90233471	90245811	15
ENSG00000142252	45075575	45091518	19
ENSG00000046647	13998099	14029928	X
ENSG00000239857	876486	896436	7
ENSG00000291944	50341	53897	HG401_PATCH
ENSG00000127554	1984193	1987749	16
ENSG00000168827	158644516	158695836	3
ENSG00000141098	67674531	67719339	16
ENSG00000006625	30496620	30504850	7
ENSG00000275099	779792	825343	HSCHR17_7_CTG4
ENSG00000278311	36544888	36589848	17
ENSG00000131067	34844714	34872868	20
ENSG00000167925	42188799	42194513	17
ENSG00000165678	84139482	84154841	10
ENSG00000101193	62937060	62948589	20
ENSG00000055211	149566206	149591748	6
ENSG00000123159	14477759	14496157	19
ENSG00000138604	69160584	69272217	15
ENSG00000119392	128504655	128543874	9
ENSG00000090863	74447427	74607144	16
ENSG00000250571	143263193	143276937	8
ENSG00000124767	38675925	38703145	6
ENSG00000023572	193090866	193106114	1
ENSG00000108010	130136385	130184521	10
ENSG00000182512	95533503	95544724	14
ENSG00000016864	52694153	52706368	3
ENSG00000139433	109850943	109880541	12
ENSG00000140632	4803202	4847343	16
ENSG00000144591	219498618	219513898	2
ENSG00000284752	533400	540220	HG1_PATCH
ENSG00000100938	24232211	24239246	14
ENSG00000078369	1785285	1892292	1
ENSG00000172354	100673567	100679174	7
ENSG00000159921	36214441	36277042	9
ENSG00000134697	37566815	37595955	1
ENSG00000163938	52681156	52696160	3
ENSG00000116906	231241196	231277973	1
ENSG00000113552	141991749	142013057	5
ENSG00000100522	52770976	52791668	14
ENSG00000090581	1351931	1365737	16
ENSG00000135677	64713442	64759446	12
ENSG00000136935	124878275	124948492	9
ENSG00000167110	128255829	128276026	9
ENSG00000090615	132768902	132829143	12
ENSG00000066455	92794230	92839963	14
ENSG00000147533	41488200	41511095	8
ENSG00000173230	121663199	121749966	3
ENSG00000113384	32124712	32174319	5
ENSG00000111711	21501781	21518408	12
ENSG00000047932	117560269	117602542	6
ENSG00000114745	39095222	39108369	3
ENSG00000115806	170928464	170967135	2
ENSG00000108587	30477362	30527592	17
ENSG00000108433	46923075	46975524	17
ENSG00000197858	144082337	144093149	8
ENSG00000233210	2909000	2914055	HSCHR6_MHC_DBB_CTG1
ENSG00000228605	2960506	2965567	HSCHR6_MHC_SSTO_CTG1
ENSG00000236011	3138519	3143574	HSCHR6_MHC_COX_CTG1
ENSG00000223932	2966276	2971330	HSCHR6_MHC_MANN_CTG1
ENSG00000232312	3003101	3008155	HSCHR6_MHC_MCF_CTG1
ENSG00000206408	2917047	2922107	HSCHR6_MHC_QBL_CTG1
ENSG00000204438	31661228	31666283	6
ENSG00000292251	152858	160055	HG2515_PATCH
ENSG00000160818	156594301	156601496	1
ENSG00000062194	57173821	57265668	5
ENSG00000159592	45627284	45688408	1
ENSG00000171723	66507407	67181803	14
ENSG00000282019	8674	30733	HSCHR19_2_CTG3_1
ENSG00000105220	34359480	34402413	19
ENSG00000292204	272358	282686	HSCHRX_3_CTG3
ENSG00000068394	49113396	49123746	X
ENSG00000198522	27628247	27651511	2
ENSG00000142751	26876132	26890283	1
ENSG00000111231	110452486	110469268	12
ENSG00000148358	130053426	130140169	9
ENSG00000125734	6729914	6737606	19
ENSG00000169727	82050691	82058057	17
ENSG00000288325	69689	73929	HG2087_PATCH
ENSG00000132522	7311324	7315564	17
ENSG00000167468	1103982	1106791	19
ENSG00000075240	46575644	46679790	22
ENSG00000137106	37422664	37437259	9
ENSG00000178719	143990053	143993427	8
ENSG00000292219	132555	161100	HSCHRX_3_CTG3
ENSG00000068400	48973719	49002265	X
ENSG00000109519	7058643	7068145	4
ENSG00000132463	70815783	70839903	4
ENSG00000105447	48445824	48457022	19
ENSG00000105723	42226225	42242625	19
ENSG00000082701	119821321	120094994	3
ENSG00000103342	11868128	11916082	16
ENSG00000189369	51743442	51746232	X
ENSG00000104687	30678064	30727975	8
ENSG00000100983	34928432	34956027	20
ENSG00000197448	143244093	143270873	7
ENSG00000168765	109656099	109665496	1
ENSG00000148834	104235356	104267461	10
ENSG00000165417	81175452	81221377	14
ENSG00000137947	88852633	88891944	1
ENSG00000125651	6379572	6393981	19
ENSG00000188342	45120443	45284907	13
ENSG00000288114	71121	115871	HG2111_PATCH
ENSG00000110768	18322276	18367045	11
ENSG00000226384	2164488	2170410	HSCHR6_MHC_DBB_CTG1
ENSG00000236895	2387930	2393852	HSCHR6_MHC_COX_CTG1
ENSG00000234370	2252331	2258253	HSCHR6_MHC_MCF_CTG1
ENSG00000233149	2218420	2224342	HSCHR6_MHC_MANN_CTG1
ENSG00000221974	2163350	2169272	HSCHR6_MHC_QBL_CTG1
ENSG00000213780	30907522	30914119	6
ENSG00000272047	158168338	158199344	6
ENSG00000263001	74650231	74760706	7
ENSG00000122034	27424619	27435823	13
ENSG00000077235	27459555	27549960	16
ENSG00000115207	27324198	27357187	2
ENSG00000119041	196761062	196799725	2
ENSG00000148308	133030675	133058503	9
ENSG00000155115	110958477	110968586	6
ENSG00000105793	90335223	90391453	7
ENSG00000107937	988418	1019932	10
ENSG00000163607	112990978	113015060	3
ENSG00000143774	228139962	228148984	1
ENSG00000125812	23362000	23373062	20
ENSG00000138796	107989714	108035241	4
ENSG00000084754	26190635	26245044	2
ENSG00000063854	1795620	1827157	16
ENSG00000112855	140691430	140699308	5
ENSG00000292096	353066	422730	HSCHR2_11_CTG7_2
ENSG00000128708	171922429	171986153	2
ENSG00000214367	2227464	2242133	4
ENSG00000092036	22946228	22957161	14
ENSG00000213397	153447655	153495516	X
ENSG00000143575	154269393	154275882	1
ENSG00000283847	14483	48044	HG2266_PATCH
ENSG00000105856	107168961	107202529	7
ENSG00000112339	134960378	135103056	6
ENSG00000004961	11111299	11123086	X
ENSG00000172534	153946434	153972427	X
ENSG00000196591	113933028	114011308	6
ENSG00000171720	141620778	141636867	5
ENSG00000094631	48801377	48824986	X
ENSG00000147099	72329516	72573101	X
ENSG00000184508	90929968	90935196	15
ENSG00000143321	156742109	156766925	1
ENSG00000119431	113373417	113377473	9
ENSG00000115677	241227264	241317061	2
ENSG00000129493	31290636	31420607	14
ENSG00000013583	12974867	13000275	12
ENSG00000126107	45002540	45011369	1
ENSG00000198265	67070444	67245989	17
ENSG00000114735	50567895	50596168	3
ENSG00000148634	67921899	68075342	10
ENSG00000051108	56930815	56944864	16
ENSG00000122557	35632659	35697459	7
ENSG00000213614	72340924	72376420	15
ENSG00000186834	45148475	45152099	17
ENSG00000185359	81683326	81703138	17
ENSG00000106049	27525440	27662988	7
ENSG00000181061	42782908	42804527	3
ENSG00000146066	176388751	176389761	5
ENSG00000172273	119121509	119136059	11
ENSG00000169567	131155383	131224468	5
ENSG00000137133	35812960	35815354	9
ENSG00000095951	12008762	12164999	6
ENSG00000256269	119084861	119093834	11
ENSG00000140382	77419830	77485955	15
ENSG00000064961	3572741	3579088	19
ENSG00000189403	30456704	30618872	13
ENSG00000118418	79200929	79234862	6
ENSG00000113716	150000046	150053142	5
ENSG00000100281	35257452	35295807	22
ENSG00000277424	177013	212670	HSCHR16_3_CTG1
ENSG00000103415	4474246	4510352	16
ENSG00000177733	137745651	137754363	5
ENSG00000122566	26171151	26201529	7
ENSG00000197451	178204479	178211183	5
ENSG00000092199	21207375	21269792	14
ENSG00000138668	82351523	82374543	4
ENSG00000169813	43385617	43409523	10
ENSG00000284254	380457	401011	HG30_PATCH
ENSG00000169045	179614170	179634784	5
