Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000178645	49679651	49710261	10
ENSG00000186513	58189070	58194053	11
ENSG00000224496	1394224	1406831	HSCHR6_MHC_APD_CTG1
ENSG00000181785	56027654	56038191	11
ENSG00000279486	6783020	6791558	11
ENSG00000107859	102230189	102241512	10
ENSG00000181074	5754243	5755958	11
ENSG00000197849	124241095	124254364	11
ENSG00000188613	119029714	119033730	10
ENSG00000181939	55554307	55555419	11
ENSG00000206412	1870881	1883062	HSCHR6_MHC_APD_CTG1
ENSG00000176900	4881819	4882883	11
ENSG00000244255	31927698	31952048	6
ENSG00000279116	124319262	124320197	11
ENSG00000254834	56576774	56577721	11
ENSG00000181499	123942867	123943838	11
ENSG00000221931	123753580	123754518	11
ENSG00000170953	124539635	124545333	11
ENSG00000100348	36466895	36482072	22
ENSG00000230669	4145582	4149568	HSCHR6_MHC_APD_CTG1
ENSG00000280090	124423942	124424871	11
ENSG00000169609	82988441	83011641	15
ENSG00000255223	56542340	56543257	11
ENSG00000132801	45857614	45879131	20
ENSG00000089116	113462033	113472280	12
ENSG00000181371	56490435	56491370	11
ENSG00000196099	123805408	123806349	11
ENSG00000125966	35226559	35276998	20
ENSG00000126226	113177536	113208715	13
ENSG00000172188	55602360	55607645	11
ENSG00000165182	23907807	23939509	X
ENSG00000172377	58116742	58125530	11
ENSG00000286135	122672850	122679494	10
ENSG00000167800	67631303	67639763	11
ENSG00000079393	75094432	75106499	10
ENSG00000204296	32288526	32371907	6
ENSG00000257411	56101331	56109289	12
ENSG00000139645	56237807	56258384	12
ENSG00000180934	6019336	6034338	11
ENSG00000234465	43575801	43583964	19
ENSG00000198283	58506807	58508105	11
ENSG00000185231	13882043	13915707	18
ENSG00000174970	55965755	55969945	11
ENSG00000165376	106900125	106930862	X
ENSG00000167359	5440570	5441514	11
ENSG00000279012	5323359	5324297	11
ENSG00000080839	36996349	37095999	20
ENSG00000204677	178006348	178086529	5
ENSG00000181616	5544489	5548540	11
ENSG00000166949	67063763	67195173	15
ENSG00000181718	56231282	56234255	11
ENSG00000128789	12658043	12728945	18
ENSG00000078589	78945332	78963727	X
ENSG00000293542	75094432	75109206	10
ENSG00000186714	32602721	32794662	11
ENSG00000293543	75094434	75109221	10
ENSG00000186838	39515139	39520675	19
ENSG00000181191	69160721	69165521	X
ENSG00000233345	3089204	3095756	HSCHR6_MHC_APD_CTG1
ENSG00000144785	56285916	56316059	12
ENSG00000228567	53266676	53267723	19
ENSG00000130748	47045909	47048624	19
ENSG00000130749	47064187	47113776	19
ENSG00000165186	23334318	23404374	X
ENSG00000110944	56334174	56340410	12
ENSG00000172464	56641489	56642439	11
ENSG00000166884	59456961	59457905	11
ENSG00000164061	49554477	49671549	3
ENSG00000170638	50184717	50199600	22
ENSG00000102048	15235288	15270467	X
ENSG00000137727	110577042	110713189	11
ENSG00000183559	122697709	122699846	10
ENSG00000111711	21501781	21518408	12
ENSG00000099341	38374563	38383850	19
ENSG00000176020	49716829	49719684	3
ENSG00000286088	122832167	122879583	10
ENSG00000285117	43179715	43206481	15
ENSG00000183770	138944224	138947137	3
ENSG00000166947	43197227	43221018	15
ENSG00000203795	122910610	122913111	10
ENSG00000206260	139003962	139006268	3
ENSG00000184814	139019031	139020926	3
ENSG00000119965	122930901	122954311	10
ENSG00000233701	139042102	139044892	3
ENSG00000147113	45148373	45200963	X
ENSG00000134548	21526296	21541249	12
ENSG00000196132	64102222	64242253	20
ENSG00000179988	122954381	122997513	10
ENSG00000104856	45001461	45038192	19
ENSG00000234012	2029312	2047393	HSCHR6_MHC_APD_CTG1
ENSG00000049768	49250436	49264800	X
ENSG00000257115	18601117	18602097	14
ENSG00000164244	127517617	127555085	5
ENSG00000172602	48857145	48865870	12
ENSG00000179674	160677160	160678448	3
ENSG00000171862	87862638	87971930	10
ENSG00000083937	87227271	87255556	3
ENSG00000111328	123250112	123272334	12
ENSG00000170684	45071500	45076478	19
ENSG00000088812	3471018	3651118	20
ENSG00000065060	34792083	34877514	6
ENSG00000114251	55465715	55490539	3
ENSG00000236693	4380588	4391853	HSCHR6_MHC_APD_CTG1
ENSG00000170959	30830369	31369810	11
ENSG00000130158	11199295	11262524	19
ENSG00000154237	100919327	101078257	15
ENSG00000101557	158351	214629	18
ENSG00000285585	119703076	119807570	3
ENSG00000223852	937938	946648	HSCHR6_MHC_DBB_CTG1
ENSG00000184992	124993645	125031231	12
ENSG00000180929	51955381	51957499	3
ENSG00000229470	1797200	1812998	HSCHR6_MHC_DBB_CTG1
ENSG00000124678	35118071	35148610	6
ENSG00000283740	17604177	17605910	5
ENSG00000249156	17610392	17612111	5
ENSG00000114786	51974706	51989183	3
ENSG00000176087	140564819	140569100	5
ENSG00000228144	66123917	66169985	12
ENSG00000293600	140564446	140569100	5
ENSG00000170549	3595832	3601403	5
ENSG00000074590	106063345	106138954	12
ENSG00000242361	4253460	4257972	HSCHR6_MHC_APD_CTG1
ENSG00000182667	131370478	132336822	11
ENSG00000113595	65589690	65625975	5
ENSG00000179615	55572468	55575612	12
ENSG00000179695	55444069	55453347	12
ENSG00000178217	80537902	80646560	10
ENSG00000214700	27081057	27082578	12
ENSG00000111490	64759484	64881033	12
ENSG00000233813	1873539	1882225	HSCHR6_MHC_DBB_CTG1
ENSG00000101350	32277651	32335011	20
ENSG00000235443	1316997	1323001	HSCHR6_MHC_APD_CTG1
ENSG00000184719	88273864	88584530	10
ENSG00000286905	3532008	3558333	2
ENSG00000120688	41061509	41084006	13
ENSG00000278522	21405401	21440499	15
ENSG00000236843	1943901	1947274	HSCHR6_MHC_DBB_CTG1
ENSG00000125864	17493905	17569220	20
ENSG00000015285	48676593	48691431	X
ENSG00000151379	17816460	17817798	2
ENSG00000113597	65624789	65666233	5
ENSG00000022840	120533480	120577588	12
ENSG00000099617	1285873	1301431	19
ENSG00000134278	12446512	12658119	18
ENSG00000164086	52048919	52056571	3
ENSG00000177291	35605341	35608935	10
ENSG00000224542	1368539	1371196	HSCHR6_MHC_APD_CTG1
ENSG00000068650	112689911	112887168	13
ENSG00000178795	77216558	77301687	11
ENSG00000177283	35638247	35642296	10
ENSG00000280709	21552795	21653276	15
ENSG00000173366	52221081	52231190	3
ENSG00000232045	3212374	3230309	HSCHR6_MHC_APD_CTG1
ENSG00000231488	2934713	2951180	HSCHR6_MHC_DBB_CTG1
ENSG00000182974	21637909	21638992	15
ENSG00000163930	52401008	52410008	3
ENSG00000279408	21651844	21652968	15
ENSG00000153896	34758073	34773229	19
ENSG00000101000	35171850	35216240	20
ENSG00000282318	40124	121138	HSCHR8_7_CTG1
ENSG00000143869	20667144	20679243	2
ENSG00000261594	75240774	75243704	11
ENSG00000278220	168436	199228	HSCHR8_7_CTG1
ENSG00000124172	59025475	59032358	20
ENSG00000185650	68787655	68796253	14
ENSG00000118096	118544528	118572970	11
ENSG00000171126	42442017	42493982	2
ENSG00000272395	39246314	39248856	19
ENSG00000170820	48962157	49154527	2
ENSG00000221957	54832676	54848569	19
ENSG00000125971	34516379	34540958	20
ENSG00000099968	17628848	17730855	22
ENSG00000269855	58395656	58397079	19
ENSG00000124181	41136931	41196801	20
ENSG00000171574	58401504	58431736	19
ENSG00000123561	106032425	106038778	X
ENSG00000113555	141943581	141969741	5
ENSG00000166224	70815905	70958701	10
ENSG00000180697	126526999	126558965	3
ENSG00000285114	32548	70997	HSCHR8_7_CTG7
ENSG00000133110	37562582	37598855	13
ENSG00000086717	18675909	18827921	X
ENSG00000177733	137745651	137754363	5
ENSG00000279956	48632291	48755724	2
ENSG00000175161	84958989	86074429	3
ENSG00000273398	68131238	68261230	2
ENSG00000233439	2374114	2399368	HSCHR6_MHC_DBB_CTG1
ENSG00000187783	44911316	44937010	10
ENSG00000123374	55966781	55972789	12
ENSG00000234343	3105437	3110684	HSCHR6_MHC_DBB_CTG1
ENSG00000283758	35586161	35587296	19
ENSG00000185823	24675775	24683393	15
ENSG00000161643	49969600	49975819	19
ENSG00000273173	24954987	24977850	15
ENSG00000243130	43007656	43026474	19
ENSG00000027075	61187559	61550980	14
ENSG00000115464	61187463	61471087	2
ENSG00000214265	24955034	25000276	15
ENSG00000075290	100463009	100483744	10
ENSG00000242221	43064209	43083045	19
ENSG00000214872	57537595	57550272	11
ENSG00000112972	43287470	43313512	5
ENSG00000167346	4704784	4992431	11
ENSG00000221826	42721638	42740481	19
ENSG00000136750	26216665	26304558	10
ENSG00000231543	3145559	3193454	HSCHR6_MHC_DBB_CTG1
ENSG00000176922	4848237	4849208	11
ENSG00000156689	58834065	58904215	11
ENSG00000124467	42752686	42765678	19
ENSG00000236980	49177634	49191858	3
ENSG00000163646	150926163	150972727	3
ENSG00000173338	65592836	65595996	11
ENSG00000231924	42866464	42879822	19
ENSG00000173401	75334670	75370560	12
ENSG00000235336	3195808	3211661	HSCHR6_MHC_APD_CTG1
ENSG00000232810	31575565	31578336	6
ENSG00000151882	43376645	43412391	5
ENSG00000036473	38327598	38424632	X
ENSG00000274810	132558142	132722459	3
ENSG00000274137	228365	348679	HSCHR8_8_CTG1
ENSG00000214787	60200270	60243137	11
ENSG00000139278	75480753	75503863	12
ENSG00000081087	108029245	108165854	6
ENSG00000310561	61321954	61322034	14
ENSG00000258989	61529128	61657964	14
ENSG00000174695	83052846	83077863	5
ENSG00000183303	7795974	7796942	11
ENSG00000088726	12733528	12769457	3
ENSG00000179626	55549602	55555832	12
ENSG00000283703	125946044	125958647	11
ENSG00000165985	16513734	16521879	10
ENSG00000184702	19714467	19724224	22
ENSG00000105443	48469208	48482314	19
ENSG00000122862	69088103	69104811	10
ENSG00000072657	72087266	72670758	12
ENSG00000165923	47659591	47715389	11
ENSG00000165194	100291644	100410296	X
ENSG00000258691	96204844	96263929	14
ENSG00000135346	87085498	87095106	6
ENSG00000049860	74640023	74722647	5
ENSG00000231268	3513570	3516926	HSCHR6_MHC_APD_CTG1
ENSG00000258469	55271686	55299503	14
ENSG00000112115	52186375	52190638	6
ENSG00000269313	49162564	49168774	X
ENSG00000112116	52236681	52245689	6
ENSG00000213626	30231534	30323730	2
ENSG00000187857	55362975	55369279	12
ENSG00000259101	2954668	2965680	HSCHR6_MHC_DBB_CTG1
ENSG00000185821	55426254	55427192	12
ENSG00000203733	142132925	142135358	6
ENSG00000235155	4520646	4522339	HSCHR6_MHC_DBB_CTG1
ENSG00000261272	31010474	31035402	6
ENSG00000082175	101029624	101129813	11
ENSG00000188324	55293988	55296569	12
ENSG00000240053	31669976	31673776	6
ENSG00000229300	3082387	3087544	HSCHR6_MHC_DBB_CTG1
ENSG00000139223	48472559	48473622	12
ENSG00000177627	48482498	48496524	12
ENSG00000146385	132552672	132553756	6
ENSG00000273645	157254	190312	HSCHR8_8_CTG1
ENSG00000237110	132538277	132539336	6
ENSG00000131264	73447053	73455171	X
ENSG00000286105	37212181	37258144	6
ENSG00000072133	84058346	84206356	X
ENSG00000204428	31676684	31684040	6
ENSG00000285542	44168851	44320310	2
ENSG00000167531	48567684	48570066	12
ENSG00000274726	7352	142017	HSCHR8_8_CTG1
ENSG00000237988	29550407	29557773	6
ENSG00000146243	78867551	78946440	6
ENSG00000123307	55019974	55030017	12
ENSG00000119866	60450520	60554467	2
ENSG00000181929	49002274	49018807	12
ENSG00000156564	40391591	40587364	6
ENSG00000075643	36186894	36272157	18
ENSG00000125885	5949767	5998977	20
ENSG00000188315	49268596	49277232	3
ENSG00000205593	50309030	50327521	22
ENSG00000112159	89642498	89819794	6
ENSG00000230293	2987757	3010450	HSCHR6_MHC_DBB_CTG1
ENSG00000241598	1620958	1622138	11
ENSG00000086570	151504092	151591331	5
ENSG00000204571	71581855	71603353	11
ENSG00000204065	103273689	103276750	X
ENSG00000177947	196761	200261	11
ENSG00000073282	189631389	189897276	3
ENSG00000180304	64687573	64703281	15
ENSG00000166800	18455824	18479601	11
ENSG00000120149	174724582	174730896	5
ENSG00000268606	152749857	152754145	X
ENSG00000145491	10441524	10559716	5
ENSG00000110171	6448613	6474459	11
ENSG00000006659	39704481	39709444	19
ENSG00000124772	36740775	36839444	6
ENSG00000150636	68715138	69057126	18
ENSG00000105205	39731255	39738029	19
ENSG00000145908	150894392	150904983	5
ENSG00000245848	33299934	33302534	19
ENSG00000198597	30224891	30713586	19
ENSG00000250138	69632080	69636399	5
ENSG00000251158	69898769	69903085	5
ENSG00000205572	70025251	70043113	5
ENSG00000089195	5937228	5950558	20
ENSG00000115353	75046463	75199520	2
ENSG00000130598	1838981	1841680	11
ENSG00000186951	46149924	46243755	22
ENSG00000223898	734515	766084	HSCHR6_MHC_SSTO_CTG1
ENSG00000177688	149400262	149401278	6
ENSG00000178199	149446795	149485014	6
ENSG00000293691	70487719	70491228	5
ENSG00000226832	395670	396676	HSCHR6_MHC_SSTO_CTG1
ENSG00000293689	70508196	70512509	5
ENSG00000157884	26581205	26641366	2
ENSG00000233095	1132998	1137170	HSCHR6_MHC_SSTO_CTG1
ENSG00000215156	34190156	34193653	5
ENSG00000291239	36850858	36998682	19
ENSG00000238196	3527442	3536999	HSCHR6_MHC_APD_CTG1
ENSG00000173064	112160188	112382439	12
ENSG00000270011	9324174	9382617	19
ENSG00000233974	21481324	21484011	5
ENSG00000228520	4451994	4456221	HSCHR6_MHC_DBB_CTG1
ENSG00000273957	100388975	100392895	5
ENSG00000174132	100535338	100586741	5
ENSG00000157554	38380027	38661780	21
ENSG00000290147	42155406	42180056	6
ENSG00000181693	56288462	56292254	11
ENSG00000225967	4126847	4143643	HSCHR6_MHC_APD_CTG1
ENSG00000048545	42173364	42181338	6
ENSG00000134571	47331406	47352702	11
ENSG00000206356	99522398	99525361	5
ENSG00000169067	57480018	57482811	5
ENSG00000235067	1976051	1981276	HSCHR6_MHC_DBB_CTG1
ENSG00000290217	25652210	25738044	6
ENSG00000149346	10435299	10636829	20
ENSG00000164508	25723397	25726562	6
ENSG00000146047	25726777	25727345	6
ENSG00000112164	39048781	39091303	6
ENSG00000147381	151912495	151925173	X
ENSG00000168461	9708246	9862551	18
ENSG00000088766	6006052	6040053	20
ENSG00000115423	84516455	84819589	2
ENSG00000112167	39104063	39115193	6
ENSG00000156453	141853090	141879246	5
ENSG00000228859	2966410	2969607	HSCHR6_MHC_DBB_CTG1
ENSG00000243009	1585152	1602730	HSCHR6_MHC_DBB_CTG1
ENSG00000189001	35523367	35528351	19
ENSG00000255330	127438406	127519001	6
ENSG00000235844	4369249	4385443	HSCHR6_MHC_APD_CTG1
ENSG00000105679	35533455	35545319	19
ENSG00000184530	127519455	127591820	6
ENSG00000214338	127472806	127519335	6
ENSG00000111241	4428155	4445815	12
ENSG00000175197	57516588	57521737	12
ENSG00000198646	34689097	34825739	20
ENSG00000235754	2951694	2957487	HSCHR6_MHC_SSTO_CTG1
ENSG00000229215	1147348	1267669	HSCHR6_MHC_APD_CTG1
ENSG00000146216	43243481	43288258	6
ENSG00000105675	35550031	35563658	19
ENSG00000149972	99020949	100358885	11
ENSG00000167315	49782164	49813953	18
ENSG00000184731	38814	46870	2
ENSG00000181234	128267170	128707911	12
ENSG00000276286	494374	588925	HSCHR8_9_CTG1
ENSG00000239927	1627766	1645341	HSCHR6_MHC_SSTO_CTG1
ENSG00000181704	68498562	68537282	X
ENSG00000256660	10010627	10018796	12
ENSG00000171094	29192774	29921586	2
ENSG00000170262	32291813	32314784	21
ENSG00000225589	1955659	1973740	HSCHR6_MHC_DBB_CTG1
ENSG00000270800	34284887	34426071	6
ENSG00000242120	70194479	70312638	3
ENSG00000267173	44329695	44401608	19
ENSG00000163684	58306245	58324695	3
ENSG00000160255	44885948	44932079	21
ENSG00000273777	44501677	44529788	19
ENSG00000187855	107774704	107776644	12
ENSG00000139364	125186386	125662377	12
ENSG00000100109	26490988	26512505	22
ENSG00000230791	2885405	2888190	HSCHR6_MHC_SSTO_CTG1
ENSG00000267281	53506691	53625979	12
ENSG00000235960	1419107	1428597	HSCHR6_MHC_DBB_CTG1
ENSG00000114757	179794958	180037053	3
ENSG00000198774	85800703	85836409	12
ENSG00000173275	135344199	135363413	X
ENSG00000213892	44699151	44710718	19
ENSG00000139132	32399558	32646050	12
ENSG00000267673	10309916	10316015	19
ENSG00000068323	49028726	49043476	X
ENSG00000226384	2164488	2170410	HSCHR6_MHC_DBB_CTG1
ENSG00000166833	19350724	20121601	11
ENSG00000272980	166999336	167139138	6
ENSG00000228881	1442506	1471482	HSCHR6_MHC_APD_CTG1
ENSG00000167468	1103982	1106791	19
ENSG00000121743	20138252	20161615	13
ENSG00000152818	144285335	144853034	6
ENSG00000132953	20777329	20903048	13
ENSG00000198910	153861511	153886204	X
ENSG00000088451	94574054	94596276	13
ENSG00000104804	48880965	48898744	19
ENSG00000173557	26562585	26579532	2
ENSG00000125538	112829751	112836816	2
ENSG00000234728	3167223	3172381	HSCHR6_MHC_APD_CTG1
ENSG00000104960	49850735	49860744	19
ENSG00000232127	2396864	2398680	HSCHR6_MHC_DBB_CTG1
ENSG00000282230	7546	10827	HSCHR8_9_CTG1
ENSG00000215421	74597848	75065671	18
ENSG00000243958	4243388	4278806	HSCHR6_MHC_SSTO_CTG1
ENSG00000096171	3025292	3043727	HSCHR6_MHC_DBB_CTG1
ENSG00000187498	110148963	110307202	13
ENSG00000275594	12673	190626	HSCHR8_9_CTG1
ENSG00000172985	109129205	109504634	2
ENSG00000151914	56457987	56954830	6
ENSG00000234549	1927600	1947582	HSCHR6_MHC_SSTO_CTG1
ENSG00000170417	102736905	103019900	2
ENSG00000141458	23506184	23586969	18
ENSG00000101182	62136728	62143452	20
ENSG00000238203	3098202	3109905	HSCHR6_MHC_APD_CTG1
ENSG00000100426	49853827	49897383	22
ENSG00000100104	26483877	26494658	22
ENSG00000223367	4515524	4520024	HSCHR6_MHC_DBB_CTG1
ENSG00000234954	752427	753563	HSCHR6_MHC_APD_CTG1
ENSG00000225987	3517335	3522785	HSCHR6_MHC_APD_CTG1
ENSG00000173418	20017310	20033655	20
ENSG00000250741	18555545	18589564	2
ENSG00000100276	29312933	29319679	22
ENSG00000205329	55330043	55332687	12
ENSG00000232839	1582319	1599575	HSCHR6_MHC_DBB_CTG1
ENSG00000186442	52789685	52796117	12
ENSG00000183066	41998725	42058456	22
ENSG00000101412	33675477	33686385	20
ENSG00000144227	138669157	138780390	2
ENSG00000167634	54923509	54966312	19
ENSG00000170477	52806549	52814116	12
ENSG00000278548	335123	480684	HSCHR8_9_CTG1
ENSG00000242711	4149001	4184429	HSCHR6_MHC_APD_CTG1
ENSG00000288698	179604807	179784179	3
ENSG00000185640	52821408	52834311	12
ENSG00000125877	3208868	3223870	20
ENSG00000255154	58306262	58320193	3
ENSG00000100281	35257452	35295807	22
ENSG00000226479	120217479	120223400	2
ENSG00000237889	2862768	2871733	HSCHR6_MHC_APD_CTG1
ENSG00000170423	52837804	52849092	12
ENSG00000068781	48529925	48776517	2
ENSG00000213139	186538441	186546702	3
ENSG00000197706	55244609	55256625	12
ENSG00000283149	186581995	186597103	3
ENSG00000234475	3063243	3065725	HSCHR6_MHC_DBB_CTG1
ENSG00000246705	14774405	14778002	12
ENSG00000231608	3282563	3358976	HSCHR6_MHC_DBB_CTG1
ENSG00000139055	14914039	14938537	12
ENSG00000091181	3066324	3126613	3
ENSG00000175398	55636892	55637833	12
ENSG00000233618	421255	422190	HSCHR6_MHC_SSTO_CTG1
ENSG00000288710	49002274	49024075	12
ENSG00000119715	76310712	76501837	14
ENSG00000230279	2871334	2873604	HSCHR6_MHC_SSTO_CTG1
ENSG00000268083	38817471	38840178	19
ENSG00000187994	38867830	38878275	19
ENSG00000167548	49018975	49060794	12
ENSG00000233795	1357821	1363828	HSCHR6_MHC_SSTO_CTG1
ENSG00000262484	38908980	38912186	19
ENSG00000198142	109614364	109618990	2
ENSG00000227317	2974799	2978378	HSCHR6_MHC_DBB_CTG1
ENSG00000269547	38915404	38949855	19
ENSG00000100347	43955399	44010531	22
ENSG00000105204	39825350	39834201	19
ENSG00000123901	94377316	94401419	11
ENSG00000168702	140231423	142131016	2
ENSG00000239974	3480789	3484488	HSCHR6_MHC_SSTO_CTG1
ENSG00000054654	63761899	64226433	14
ENSG00000205177	33698261	33700826	11
ENSG00000229767	2214729	2218933	HSCHR6_MHC_APD_CTG1
ENSG00000279000	7924592	7931268	11
ENSG00000172362	58438994	58442236	11
ENSG00000276497	21985	70597	HSCHR9_1_CTG2
ENSG00000176742	5199735	5200682	11
ENSG00000280314	56315144	56320639	11
ENSG00000141452	23503483	23531822	18
ENSG00000231555	3075514	3078034	HSCHR6_MHC_DBB_CTG1
ENSG00000235441	748317	749988	HSCHR6_MHC_SSTO_CTG1
ENSG00000172457	56741223	56748697	11
ENSG00000225141	3389722	3395738	HSCHR6_MHC_DBB_CTG1
ENSG00000226165	4156243	4163679	HSCHR6_MHC_SSTO_CTG1
ENSG00000188486	119093874	119095465	11
ENSG00000291312	39830482	39831956	19
ENSG00000220201	10304803	10309880	19
ENSG00000101474	24962925	24992782	20
ENSG00000134817	57233577	57237250	11
ENSG00000237052	3523365	3528122	HSCHR6_MHC_APD_CTG1
ENSG00000149305	113904796	113949079	11
ENSG00000255419	3057457	3064143	HSCHR6_MHC_SSTO_CTG1
ENSG00000162989	154697855	154858354	2
ENSG00000230700	2913007	2920054	HSCHR6_MHC_DBB_CTG1
ENSG00000090372	46719511	46746994	19
ENSG00000223687	481256	491796	HSCHR6_MHC_COX_CTG1
ENSG00000278608	19469	152750	HSCHR9_1_CTG3
ENSG00000131174	77895727	77907376	X
ENSG00000237634	430282	430942	HSCHR6_MHC_COX_CTG1
ENSG00000235487	2597125	2622431	HSCHR6_MHC_COX_CTG1
ENSG00000229006	212404	233381	HSCHR6_MHC_SSTO_CTG1
ENSG00000261796	129087575	129161036	3
ENSG00000185201	303655	309397	11
ENSG00000230308	1655969	1673225	HSCHR6_MHC_APD_CTG1
ENSG00000120694	31134876	31162388	13
ENSG00000232178	598439	599374	HSCHR6_MHC_COX_CTG1
ENSG00000188419	85861180	86047561	X
ENSG00000230995	2080124	2098336	HSCHR6_MHC_COX_CTG1
ENSG00000101180	62214960	62220303	20
ENSG00000178694	94062980	94131832	3
ENSG00000159086	32733899	32771796	21
ENSG00000174456	110027028	110073636	12
ENSG00000226492	4865167	4867042	HSCHR6_MHC_SSTO_CTG1
ENSG00000182334	7824818	7830840	11
ENSG00000101191	62877738	62937952	20
ENSG00000173432	18266260	18269977	11
ENSG00000125084	48978322	48982620	12
ENSG00000276559	422296	432266	HSCHR9_1_CTG5
ENSG00000169379	93980139	94055678	3
ENSG00000229802	4443944	4447938	HSCHR6_MHC_DBB_CTG1
ENSG00000170439	55681736	55684611	12
ENSG00000276539	79912	376338	HSCHR9_1_CTG5
ENSG00000136535	161416297	161425870	2
ENSG00000226858	1158865	1167618	HSCHR6_MHC_COX_CTG1
ENSG00000089250	117208142	117452170	12
ENSG00000182902	17563086	17591909	22
ENSG00000236649	3486040	3504580	HSCHR6_MHC_APD_CTG1
ENSG00000102309	72181353	72302926	X
ENSG00000110777	111352255	111455630	11
ENSG00000152214	42743218	43115719	18
ENSG00000224378	2745694	2758910	HSCHR6_MHC_DBB_CTG1
ENSG00000137707	111467526	111514367	11
ENSG00000269226	104063871	104076236	X
ENSG00000231325	3153975	3161330	HSCHR6_MHC_COX_CTG1
ENSG00000223887	1812710	1819547	HSCHR6_MHC_DBB_CTG1
ENSG00000224168	1401829	1412029	HSCHR6_MHC_SSTO_CTG1
ENSG00000177576	49477243	49487256	18
ENSG00000151117	18693122	18704785	11
ENSG00000086758	53532096	53686752	X
ENSG00000237724	3292715	3295197	HSCHR6_MHC_COX_CTG1
ENSG00000248672	159771851	159904710	2
ENSG00000179057	18704312	18726230	11
ENSG00000241394	4192143	4196655	HSCHR6_MHC_DBB_CTG1
ENSG00000236251	3286871	3292316	HSCHR6_MHC_COX_CTG1
ENSG00000233490	3629115	3633872	HSCHR6_MHC_COX_CTG1
ENSG00000254899	2829503	2845866	HSCHR6_MHC_SSTO_CTG1
ENSG00000229346	1450870	1459861	HSCHR6_MHC_SSTO_CTG1
ENSG00000141644	50266746	50281846	18
ENSG00000292186	381298	384871	HSCHRX_1_CTG14
ENSG00000188039	16719847	16817963	19
ENSG00000155957	66135846	66170027	12
ENSG00000292187	329721	333742	HSCHRX_1_CTG14
ENSG00000234101	530701	531728	HSCHR6_MHC_COX_CTG1
ENSG00000183695	19054455	19060717	11
ENSG00000236826	3274635	3284226	HSCHR6_MHC_COX_CTG1
ENSG00000101473	45841709	45857405	20
ENSG00000170255	18933499	18939414	11
ENSG00000226060	1440327	1469303	HSCHR6_MHC_DBB_CTG1
ENSG00000292188	349874	356164	HSCHRX_1_CTG14
ENSG00000172489	56252254	56253222	11
ENSG00000292189	345939	349852	HSCHRX_1_CTG14
ENSG00000277932	5893208	5902730	11
ENSG00000183560	94304580	94308146	11
ENSG00000292191	442184	445947	HSCHRX_1_CTG14
ENSG00000237918	3062091	3064143	HSCHR6_MHC_SSTO_CTG1
ENSG00000292192	446157	484919	HSCHRX_1_CTG14
ENSG00000292194	604014	609306	HSCHRX_1_CTG14
ENSG00000166337	6606294	6612539	11
ENSG00000233566	253273	253933	HSCHR6_MHC_SSTO_CTG1
ENSG00000292195	313891	317471	HSCHRX_1_CTG14
ENSG00000248496	63388	77211	HSCHR6_MHC_COX_CTG1
ENSG00000226000	482671	483942	HSCHR6_MHC_SSTO_CTG1
ENSG00000292196	513257	588671	HSCHRX_1_CTG14
ENSG00000226171	1953870	1973820	HSCHR6_MHC_SSTO_CTG1
ENSG00000235966	883016	884084	HSCHR6_MHC_COX_CTG1
ENSG00000233046	841820	918416	HSCHR6_MHC_COX_CTG1
ENSG00000176009	8937578	8943016	11
ENSG00000229071	3586696	3592712	HSCHR6_MHC_COX_CTG1
ENSG00000280021	4768979	4769938	11
ENSG00000150750	111245725	111286401	11
ENSG00000214290	111298546	111308735	11
ENSG00000154727	25734570	25772460	21
ENSG00000224708	3189620	3191096	HSCHR6_MHC_COX_CTG1
ENSG00000280571	42705756	42804518	3
ENSG00000227420	2097433	2106119	HSCHR6_MHC_COX_CTG1
ENSG00000180432	42856005	42875898	3
ENSG00000235744	4247719	4253152	HSCHR6_MHC_DBB_CTG1
ENSG00000228854	2017554	2020927	HSCHR6_MHC_APD_CTG1
ENSG00000173456	119334527	119337309	11
ENSG00000173389	51894876	51903353	3
ENSG00000223953	119338942	119340940	11
ENSG00000276438	17159	70308	HSCHRX_1_CTG3
ENSG00000184345	51861615	51863424	3
ENSG00000205330	55314343	55322364	12
ENSG00000206355	2401761	2417533	HSCHR6_MHC_DBB_CTG1
ENSG00000235718	119338942	119346705	11
ENSG00000088325	31739248	31801805	20
ENSG00000215009	7304072	7328719	12
ENSG00000214681	51873721	51875601	3
ENSG00000241863	1808989	1826565	HSCHR6_MHC_COX_CTG1
ENSG00000197808	36636618	36666853	19
ENSG00000185313	38696802	38816286	3
ENSG00000235307	4367907	4430762	HSCHR6_MHC_SSTO_CTG1
ENSG00000076555	109116587	109268226	12
ENSG00000181786	8697400	8698795	19
ENSG00000197483	55476617	55484487	19
ENSG00000184635	19900913	19963464	19
ENSG00000075388	69771022	69775341	11
ENSG00000160683	118883892	118897787	11
ENSG00000277800	65314	82327	HSCHRX_2_CTG12
ENSG00000163083	120346136	120351803	2
ENSG00000110375	118925164	118958559	11
ENSG00000197124	19997058	20039505	19
ENSG00000224544	2619927	2621743	HSCHR6_MHC_COX_CTG1
ENSG00000144331	179441982	179861612	2
ENSG00000144597	15427598	15450635	3
ENSG00000230463	3824514	3837642	HSCHR6_MHC_APD_CTG1
ENSG00000224994	1806156	1823410	HSCHR6_MHC_COX_CTG1
ENSG00000176302	118971712	118981287	11
